# arm=B_extrapolation c_split=3.0 warm_epochs=0 loss_denom=uniform; train=low-c only; eval later on high-c
level_N,iteration,train_loss,val_eta2,h1_rel_val_median
64,1,4.473010e-01,4.375786e-01,6.501040e-03
64,2,4.247559e-01,6.267433e-01,6.688002e-03
64,3,5.066712e-01,5.140511e-01,6.008229e-03
64,4,4.145086e-01,4.287395e-01,6.209923e-03
64,5,4.084728e-01,5.038335e-01,7.494213e-03
64,6,4.578019e-01,5.143617e-01,7.721424e-03
64,7,4.517189e-01,4.709472e-01,7.138565e-03
64,8,4.131706e-01,4.331096e-01,6.515207e-03
64,9,3.864638e-01,4.275736e-01,6.125129e-03
64,10,3.834812e-01,4.351242e-01,6.104231e-03
64,11,3.910315e-01,4.361538e-01,6.117702e-03
64,12,3.890209e-01,4.368073e-01,6.105029e-03
64,13,3.820037e-01,4.291116e-01,6.153714e-03
64,14,3.856731e-01,4.284958e-01,6.216607e-03
64,15,3.882347e-01,4.320090e-01,6.238026e-03
64,16,3.865631e-01,4.307087e-01,6.225089e-03
64,17,3.857768e-01,4.284511e-01,6.212217e-03
64,18,3.787253e-01,4.295506e-01,6.212966e-03
64,19,3.828553e-01,4.300114e-01,6.211144e-03
64,20,3.810070e-01,4.290583e-01,6.155496e-03
64,21,3.833687e-01,4.283635e-01,6.105354e-03
64,22,3.847477e-01,4.296268e-01,6.158391e-03
64,23,3.810906e-01,4.289742e-01,6.166539e-03
64,24,3.843171e-01,4.289245e-01,6.124697e-03
64,25,3.836085e-01,4.271157e-01,6.135396e-03
64,26,3.805811e-01,4.268853e-01,6.191942e-03
64,27,3.783156e-01,4.268943e-01,6.195893e-03
64,28,3.806518e-01,4.252803e-01,6.173236e-03
64,29,3.777472e-01,4.261579e-01,6.190154e-03
64,30,3.782254e-01,4.268961e-01,6.192258e-03
64,31,3.794884e-01,4.247815e-01,6.152247e-03
64,32,3.747771e-01,4.248220e-01,6.109254e-03
64,33,3.755860e-01,4.246159e-01,6.121818e-03
64,34,3.851500e-01,4.245766e-01,6.131589e-03
64,35,3.778011e-01,4.241916e-01,6.122237e-03
64,36,3.817130e-01,4.240566e-01,6.096657e-03
64,37,3.827501e-01,4.233618e-01,6.115704e-03
64,38,3.780509e-01,4.235004e-01,6.139249e-03
64,39,3.749745e-01,4.231453e-01,6.136873e-03
64,40,3.798221e-01,4.226207e-01,6.127164e-03
64,41,3.747761e-01,4.226753e-01,6.133080e-03
64,42,3.805926e-01,4.227827e-01,6.135882e-03
64,43,3.778592e-01,4.223862e-01,6.123516e-03
64,44,3.725406e-01,4.219960e-01,6.100291e-03
64,45,3.739216e-01,4.220621e-01,6.092377e-03
64,46,3.728856e-01,4.222879e-01,6.113486e-03
64,47,3.783058e-01,4.220089e-01,6.101540e-03
64,48,3.844271e-01,4.218416e-01,6.081205e-03
64,49,3.776916e-01,4.216279e-01,6.098813e-03
64,50,3.790498e-01,4.216296e-01,6.106668e-03
64,51,3.779157e-01,4.213315e-01,6.100340e-03
64,52,3.730616e-01,4.210833e-01,6.095316e-03
64,53,3.737336e-01,4.212373e-01,6.105180e-03
64,54,3.787731e-01,4.214582e-01,6.111006e-03
64,55,3.773868e-01,4.208703e-01,6.089702e-03
64,56,3.748095e-01,4.207469e-01,6.073437e-03
64,57,3.730459e-01,4.208244e-01,6.085784e-03
64,58,3.745042e-01,4.211825e-01,6.099433e-03
64,59,3.765320e-01,4.207912e-01,6.080865e-03
64,60,3.768112e-01,4.207101e-01,6.062313e-03
64,61,3.730175e-01,4.205486e-01,6.072733e-03
64,62,3.724900e-01,4.207861e-01,6.092677e-03
64,63,3.749828e-01,4.204626e-01,6.077686e-03
64,64,3.735661e-01,4.203200e-01,6.076439e-03
64,65,3.754900e-01,4.202916e-01,6.078473e-03
64,66,3.735143e-01,4.206377e-01,6.095788e-03
64,67,3.767321e-01,4.202695e-01,6.086920e-03
64,68,3.731954e-01,4.199002e-01,6.068519e-03
