# loss=eq26 uniform_same_level eps=1e-12; h1_rel_val_median=median over FIXED val subset size=8 seed=0 vs immersed IGA self-reference (cache=/scratch/ecaru/repo_pro/references/reference_lshape.pkl)
iteration,train_loss,val_eta2,h1_rel_val_median
1,5.013363e-01,4.992177e-01,5.916989e-02
2,4.966472e-01,4.942883e-01,5.896859e-02
3,4.908128e-01,4.886224e-01,5.861563e-02
4,4.839239e-01,4.821783e-01,5.810167e-02
5,4.762242e-01,4.746621e-01,5.734041e-02
6,4.673287e-01,4.666282e-01,5.622061e-02
7,4.591618e-01,4.605985e-01,5.501552e-02
8,4.537384e-01,4.578315e-01,5.434760e-02
9,4.524770e-01,4.564278e-01,5.415802e-02
10,4.507835e-01,4.554245e-01,5.413561e-02
11,4.508447e-01,4.546654e-01,5.410773e-02
12,4.493651e-01,4.540903e-01,5.396531e-02
13,4.497420e-01,4.536456e-01,5.392967e-02
14,4.486100e-01,4.530288e-01,5.391484e-02
15,4.482277e-01,4.524222e-01,5.393274e-02
16,4.479392e-01,4.518768e-01,5.394170e-02
17,4.473731e-01,4.513217e-01,5.391851e-02
18,4.464641e-01,4.508286e-01,5.392135e-02
19,4.459571e-01,4.504105e-01,5.396297e-02
20,4.460841e-01,4.498866e-01,5.394819e-02
21,4.450777e-01,4.494455e-01,5.401361e-02
22,4.445862e-01,4.488830e-01,5.394944e-02
23,4.439508e-01,4.482669e-01,5.399522e-02
24,4.435494e-01,4.478493e-01,5.399293e-02
25,4.433607e-01,4.471409e-01,5.408364e-02
26,4.440064e-01,4.466852e-01,5.403749e-02
27,4.427479e-01,4.458534e-01,5.409229e-02
28,4.417895e-01,4.452267e-01,5.410028e-02
29,4.416494e-01,4.443902e-01,5.421513e-02
30,4.409277e-01,4.434308e-01,5.418746e-02
31,4.396186e-01,4.422463e-01,5.439444e-02
32,4.385727e-01,4.410195e-01,5.421397e-02
33,4.373317e-01,4.396373e-01,5.406220e-02
34,4.357336e-01,4.379090e-01,5.392943e-02
35,4.341098e-01,4.362482e-01,5.368755e-02
36,4.324322e-01,4.345636e-01,5.341786e-02
37,4.314896e-01,4.327500e-01,5.327574e-02
38,4.292284e-01,4.314879e-01,5.307851e-02
39,4.279360e-01,4.292119e-01,5.286538e-02
40,4.268346e-01,4.273630e-01,5.266955e-02
41,4.257849e-01,4.259044e-01,5.260765e-02
42,4.248017e-01,4.244064e-01,5.244307e-02
43,4.240887e-01,4.232467e-01,5.241600e-02
44,4.219970e-01,4.222902e-01,5.226411e-02
45,4.214888e-01,4.210218e-01,5.218451e-02
46,4.207904e-01,4.194147e-01,5.219609e-02
47,4.194425e-01,4.186291e-01,5.195072e-02
48,4.193001e-01,4.175968e-01,5.196116e-02
49,4.188621e-01,4.166540e-01,5.186988e-02
50,4.178764e-01,4.160776e-01,5.174104e-02
51,4.171775e-01,4.156049e-01,5.186699e-02
52,4.168591e-01,4.151768e-01,5.174686e-02
53,4.170746e-01,4.142306e-01,5.153171e-02
54,4.167083e-01,4.138397e-01,5.160657e-02
55,4.158816e-01,4.135128e-01,5.159208e-02
56,4.155644e-01,4.132126e-01,5.144293e-02
57,4.157194e-01,4.128671e-01,5.139924e-02
58,4.155923e-01,4.126139e-01,5.136102e-02
59,4.154712e-01,4.123512e-01,5.135536e-02
60,4.145128e-01,4.122032e-01,5.120927e-02
61,4.140590e-01,4.121637e-01,5.110700e-02
62,4.141038e-01,4.119360e-01,5.120787e-02
63,4.143901e-01,4.119303e-01,5.113863e-02
64,4.141937e-01,4.116805e-01,5.125982e-02
65,4.140501e-01,4.116212e-01,5.108683e-02
66,4.142280e-01,4.114600e-01,5.110638e-02
67,4.144606e-01,4.114748e-01,5.101556e-02
68,4.143997e-01,4.113290e-01,5.105288e-02
69,4.138428e-01,4.112959e-01,5.110667e-02
70,4.139547e-01,4.112149e-01,5.100482e-02
71,4.144633e-01,4.111859e-01,5.107542e-02
72,4.141192e-01,4.111458e-01,5.102408e-02
73,4.139657e-01,4.110575e-01,5.095109e-02
74,4.137646e-01,4.110611e-01,5.099803e-02
75,4.133298e-01,4.109717e-01,5.090356e-02
76,4.137477e-01,4.108825e-01,5.097523e-02
77,4.137416e-01,4.108896e-01,5.090276e-02
78,4.138619e-01,4.108816e-01,5.088475e-02
79,4.134751e-01,4.108403e-01,5.087548e-02
80,4.132792e-01,4.108116e-01,5.088678e-02
81,4.135411e-01,4.107275e-01,5.088160e-02
82,4.133669e-01,4.107885e-01,5.087691e-02
83,4.136694e-01,4.107487e-01,5.085539e-02
84,4.139530e-01,4.107065e-01,5.087868e-02
85,4.134167e-01,4.106695e-01,5.085162e-02
86,4.127214e-01,4.106108e-01,5.090144e-02
87,4.140701e-01,4.106084e-01,5.088629e-02
88,4.126976e-01,4.106117e-01,5.083977e-02
89,4.132745e-01,4.105897e-01,5.083277e-02
90,4.134261e-01,4.105695e-01,5.083272e-02
91,4.128905e-01,4.105669e-01,5.084209e-02
92,4.133919e-01,4.105116e-01,5.085662e-02
93,4.136032e-01,4.104993e-01,5.090880e-02
94,4.137834e-01,4.104693e-01,5.089091e-02
95,4.130341e-01,4.105122e-01,5.084495e-02
96,4.128665e-01,4.104361e-01,5.086825e-02
97,4.133708e-01,4.105216e-01,5.085796e-02
98,4.124597e-01,4.104887e-01,5.088078e-02
99,4.131806e-01,4.104104e-01,5.085700e-02
100,3.844091e-01,3.912071e-01,2.822310e-02
101,3.602618e-01,3.632756e-01,2.674263e-02
102,3.386308e-01,3.425551e-01,2.617410e-02
103,3.200694e-01,3.261596e-01,2.565499e-02
104,3.070657e-01,3.103254e-01,2.507622e-02
105,2.928798e-01,2.970495e-01,2.447398e-02
106,2.817240e-01,2.840343e-01,2.397600e-02
107,2.688726e-01,2.713242e-01,2.350867e-02
108,2.571355e-01,2.587044e-01,2.295013e-02
109,2.469679e-01,2.490312e-01,2.244405e-02
110,2.359772e-01,2.357118e-01,2.196661e-02
111,2.258181e-01,2.249752e-01,2.135582e-02
112,2.148192e-01,2.145024e-01,2.068612e-02
113,2.056303e-01,2.054612e-01,2.008396e-02
114,1.978210e-01,1.983935e-01,1.953163e-02
115,1.909195e-01,1.927914e-01,1.905257e-02
116,1.864953e-01,1.879763e-01,1.875094e-02
117,1.823777e-01,1.849684e-01,1.846060e-02
118,1.794476e-01,1.829741e-01,1.840024e-02
119,1.777980e-01,1.818302e-01,1.826956e-02
120,1.760172e-01,1.803082e-01,1.834452e-02
121,1.744397e-01,1.786339e-01,1.831243e-02
122,1.734644e-01,1.780274e-01,1.828780e-02
123,1.722467e-01,1.766876e-01,1.836550e-02
124,1.717911e-01,1.756856e-01,1.824921e-02
125,1.708891e-01,1.755345e-01,1.845275e-02
126,1.704163e-01,1.746908e-01,1.827529e-02
127,1.695291e-01,1.741717e-01,1.832208e-02
128,1.694240e-01,1.742377e-01,1.832154e-02
129,1.692852e-01,1.730198e-01,1.830855e-02
130,1.685203e-01,1.725791e-01,1.836192e-02
