# loss=eq26 uniform_same_level eps=1e-12; h1_rel_val_median=median over FIXED val subset size=8 seed=0 vs immersed IGA self-reference (cache=/scratch/ecaru/repo_pro/references/reference_lshape.pkl)
iteration,train_loss,val_eta2,h1_rel_val_median
1,5.019492e-01,4.983022e-01,5.946755e-02
2,4.955042e-01,4.908524e-01,5.896953e-02
3,4.863035e-01,4.816274e-01,5.815017e-02
4,4.755709e-01,4.726754e-01,5.724968e-02
5,4.662730e-01,4.646147e-01,5.622699e-02
6,4.586646e-01,4.597308e-01,5.531122e-02
7,4.553993e-01,4.580592e-01,5.478810e-02
8,4.535878e-01,4.568770e-01,5.470603e-02
9,4.523846e-01,4.560822e-01,5.471813e-02
10,4.516797e-01,4.555649e-01,5.467483e-02
11,4.519480e-01,4.551489e-01,5.464598e-02
12,4.510480e-01,4.547348e-01,5.456244e-02
13,4.506359e-01,4.542673e-01,5.454110e-02
14,4.501866e-01,4.538012e-01,5.453976e-02
15,4.502485e-01,4.534426e-01,5.445479e-02
16,4.494320e-01,4.529136e-01,5.453768e-02
17,4.494696e-01,4.523749e-01,5.447317e-02
18,4.484604e-01,4.517126e-01,5.451564e-02
19,4.480514e-01,4.509900e-01,5.444731e-02
20,4.475144e-01,4.502023e-01,5.446764e-02
21,4.465653e-01,4.495042e-01,5.448388e-02
22,4.453778e-01,4.481640e-01,5.444391e-02
23,4.449318e-01,4.469808e-01,5.439989e-02
24,4.431624e-01,4.456536e-01,5.435720e-02
25,4.427488e-01,4.439883e-01,5.433726e-02
26,4.415334e-01,4.425291e-01,5.416621e-02
27,4.397144e-01,4.406215e-01,5.418900e-02
28,4.384089e-01,4.390700e-01,5.403541e-02
29,4.370816e-01,4.371571e-01,5.387454e-02
30,4.357105e-01,4.347605e-01,5.358307e-02
31,4.331526e-01,4.325576e-01,5.347532e-02
32,4.310299e-01,4.303778e-01,5.302075e-02
33,4.296397e-01,4.280557e-01,5.297469e-02
34,4.276832e-01,4.257677e-01,5.248602e-02
35,4.259521e-01,4.245039e-01,5.203436e-02
36,4.247527e-01,4.227811e-01,5.206912e-02
37,4.233793e-01,4.223285e-01,5.167149e-02
38,4.221529e-01,4.205850e-01,5.166288e-02
39,4.215236e-01,4.196664e-01,5.143271e-02
40,4.206256e-01,4.190935e-01,5.156198e-02
41,4.200904e-01,4.183621e-01,5.139106e-02
42,4.197998e-01,4.173044e-01,5.122018e-02
43,4.195032e-01,4.167678e-01,5.134094e-02
44,4.184133e-01,4.164175e-01,5.107759e-02
45,4.173255e-01,4.158463e-01,5.107904e-02
46,4.173360e-01,4.151635e-01,5.112492e-02
47,4.170515e-01,4.147727e-01,5.114255e-02
48,4.173925e-01,4.146070e-01,5.118923e-02
49,4.165298e-01,4.142685e-01,5.098161e-02
50,4.162359e-01,4.137876e-01,5.086309e-02
51,4.160040e-01,4.134645e-01,5.105125e-02
52,4.154915e-01,4.133378e-01,5.106282e-02
53,4.150256e-01,4.129235e-01,5.093528e-02
54,4.149409e-01,4.127400e-01,5.100112e-02
55,4.148017e-01,4.126252e-01,5.100517e-02
56,4.145111e-01,4.124652e-01,5.093961e-02
57,4.148354e-01,4.123864e-01,5.094636e-02
58,4.146647e-01,4.124751e-01,5.093499e-02
59,4.143628e-01,4.124051e-01,5.084784e-02
60,4.143710e-01,4.119773e-01,5.087804e-02
61,4.137969e-01,4.120008e-01,5.100771e-02
62,4.140817e-01,4.118184e-01,5.083280e-02
63,4.139490e-01,4.117291e-01,5.088927e-02
64,4.138126e-01,4.116346e-01,5.089272e-02
65,4.140416e-01,4.116747e-01,5.096696e-02
66,4.139424e-01,4.115821e-01,5.075903e-02
67,4.139368e-01,4.113530e-01,5.100266e-02
68,4.136094e-01,4.114625e-01,5.091256e-02
69,4.136379e-01,4.113115e-01,5.092303e-02
70,4.130290e-01,4.111954e-01,5.093196e-02
71,4.131253e-01,4.111990e-01,5.083272e-02
72,4.140174e-01,4.112712e-01,5.090987e-02
73,4.134095e-01,4.112006e-01,5.086803e-02
74,4.135685e-01,4.111560e-01,5.090956e-02
75,4.129048e-01,4.111094e-01,5.090532e-02
76,4.134442e-01,4.109341e-01,5.088934e-02
77,4.132668e-01,4.109102e-01,5.088749e-02
78,4.136543e-01,4.109732e-01,5.083624e-02
79,4.132556e-01,4.109053e-01,5.087307e-02
80,4.125098e-01,4.108649e-01,5.080992e-02
81,4.134303e-01,4.107671e-01,5.088432e-02
82,4.132229e-01,4.107893e-01,5.078240e-02
83,4.132210e-01,4.107879e-01,5.084189e-02
84,4.132653e-01,4.107633e-01,5.089221e-02
85,4.129913e-01,4.107072e-01,5.083112e-02
86,4.127404e-01,4.105767e-01,5.086286e-02
87,4.131657e-01,4.106574e-01,5.074160e-02
88,4.133774e-01,4.105906e-01,5.086344e-02
89,4.129162e-01,4.106045e-01,5.084480e-02
90,4.124260e-01,4.105793e-01,5.088135e-02
91,3.676989e-01,3.693822e-01,2.734210e-02
92,3.452819e-01,3.449829e-01,2.595934e-02
93,3.226116e-01,3.257968e-01,2.548348e-02
94,3.053252e-01,3.091692e-01,2.480952e-02
95,2.887109e-01,2.919041e-01,2.416936e-02
96,2.730907e-01,2.756912e-01,2.318964e-02
97,2.576891e-01,2.586224e-01,2.229330e-02
98,2.412245e-01,2.409935e-01,2.146807e-02
99,2.263134e-01,2.266339e-01,2.051069e-02
100,2.120747e-01,2.125546e-01,1.997671e-02
101,2.010838e-01,2.024009e-01,1.945317e-02
102,1.926392e-01,1.955962e-01,1.911860e-02
103,1.877071e-01,1.914949e-01,1.909712e-02
104,1.841742e-01,1.877999e-01,1.891540e-02
