iteration,train_loss,val_eta2
140,1.910461e-02,2.027394e-02
141,1.918857e-02,2.027086e-02
142,1.911280e-02,2.027376e-02
143,1.913698e-02,2.026909e-02
144,1.914738e-02,2.027092e-02
145,1.918394e-02,2.026786e-02
146,1.908749e-02,2.026812e-02
147,1.925609e-02,2.026546e-02
148,1.922437e-02,2.026448e-02
149,1.921554e-02,2.026679e-02
150,1.913560e-02,2.026371e-02
151,1.923541e-02,2.026693e-02
152,1.914328e-02,2.026136e-02
153,1.926271e-02,2.026069e-02
154,1.911468e-02,2.026268e-02
155,1.917816e-02,2.025907e-02
156,1.924238e-02,2.025879e-02
157,1.904477e-02,2.025898e-02
158,1.923593e-02,2.025808e-02
159,1.907142e-02,2.025902e-02
160,8.389817e-03,8.682316e-03
161,7.870668e-03,8.505521e-03
162,7.765122e-03,8.440922e-03
163,7.697291e-03,8.386380e-03
164,7.681140e-03,8.355919e-03
165,7.610023e-03,8.329022e-03
166,7.662785e-03,8.306701e-03
167,7.591118e-03,8.290443e-03
168,7.578517e-03,8.275691e-03
169,7.605069e-03,8.261002e-03
170,7.595220e-03,8.252304e-03
171,7.610144e-03,8.259550e-03
172,7.514913e-03,8.237836e-03
173,7.536244e-03,8.243046e-03
174,7.595426e-03,8.231824e-03
175,7.570032e-03,8.229243e-03
176,7.572681e-03,8.224788e-03
177,7.639109e-03,8.224088e-03
178,7.528438e-03,8.219823e-03
179,7.544626e-03,8.217850e-03
180,7.531673e-03,8.216833e-03
181,7.510416e-03,8.214739e-03
182,7.516395e-03,8.249047e-03
183,7.497295e-03,8.214416e-03
184,7.578269e-03,8.211619e-03
185,7.543898e-03,8.220009e-03
186,7.491540e-03,8.211914e-03
187,7.484958e-03,8.209896e-03
188,7.548327e-03,8.205795e-03
189,7.564809e-03,8.205228e-03
190,7.478236e-03,8.205773e-03
191,7.553547e-03,8.206616e-03
192,7.538151e-03,8.206073e-03
193,7.485182e-03,8.203767e-03
194,7.462256e-03,8.207201e-03
195,7.475361e-03,8.200914e-03
196,7.503897e-03,8.199233e-03
197,7.565293e-03,8.199393e-03
198,7.490118e-03,8.199951e-03
199,7.481379e-03,8.198516e-03
200,7.506622e-03,8.201854e-03
201,7.540971e-03,8.208273e-03
202,7.561856e-03,8.201513e-03
203,7.531245e-03,8.199217e-03
204,7.548159e-03,8.195456e-03
205,7.552918e-03,8.206922e-03
206,7.475588e-03,8.194076e-03
207,7.495988e-03,8.196856e-03
208,7.507238e-03,8.194409e-03
209,7.501535e-03,8.191137e-03
210,7.453529e-03,8.194452e-03
211,7.574307e-03,8.190763e-03
212,7.508736e-03,8.192605e-03
213,7.622530e-03,8.189748e-03
214,7.542685e-03,8.190717e-03
215,7.510735e-03,8.191298e-03
216,7.520774e-03,8.188724e-03
217,7.576431e-03,8.187233e-03
218,7.490046e-03,8.187599e-03
219,7.467260e-03,8.195146e-03
220,7.486561e-03,8.192937e-03
221,7.485029e-03,8.185502e-03
222,7.527897e-03,8.185630e-03
223,7.455707e-03,8.188747e-03
224,7.525105e-03,8.185843e-03
225,7.451622e-03,8.185336e-03
226,7.479038e-03,8.184695e-03
227,7.541092e-03,8.183441e-03
228,7.499158e-03,8.185300e-03
229,3.400214e-03,3.649880e-03
230,3.234851e-03,3.557331e-03
231,3.191907e-03,3.536438e-03
232,3.161308e-03,3.515087e-03
233,3.159573e-03,3.505201e-03
234,3.124961e-03,3.494936e-03
235,3.130374e-03,3.488398e-03
236,3.130426e-03,3.485797e-03
237,3.123885e-03,3.479882e-03
238,3.089832e-03,3.475135e-03
239,3.096068e-03,3.472868e-03
240,3.085453e-03,3.474579e-03
241,3.092435e-03,3.467970e-03
242,3.084130e-03,3.461267e-03
243,3.069522e-03,3.461318e-03
244,3.082342e-03,3.471557e-03
245,3.079592e-03,3.455639e-03
246,3.060811e-03,3.455662e-03
247,3.073105e-03,3.453060e-03
248,3.064743e-03,3.451369e-03
249,3.060275e-03,3.452494e-03
250,3.066585e-03,3.449102e-03
251,3.070942e-03,3.450628e-03
252,3.085711e-03,3.448505e-03
253,3.098118e-03,3.451009e-03
254,3.072031e-03,3.447044e-03
255,3.081747e-03,3.448592e-03
256,3.089345e-03,3.447823e-03
257,3.081722e-03,3.446499e-03
258,3.063255e-03,3.448489e-03
259,3.083387e-03,3.446212e-03
260,3.060656e-03,3.447091e-03
261,3.063696e-03,3.444188e-03
262,3.069871e-03,3.443753e-03
263,3.076268e-03,3.448309e-03
264,3.060833e-03,3.444773e-03
265,3.088133e-03,3.445895e-03
266,3.059846e-03,3.448236e-03
267,3.065754e-03,3.446479e-03
268,3.098115e-03,3.461167e-03
269,3.085898e-03,3.458377e-03
270,3.058849e-03,3.458987e-03
271,3.076773e-03,3.466629e-03
272,3.060791e-03,3.443834e-03
273,3.067157e-03,3.442135e-03
274,3.054172e-03,3.442725e-03
275,3.048842e-03,3.441447e-03
276,3.066709e-03,3.441431e-03
277,3.051241e-03,3.441715e-03
278,3.067129e-03,3.442268e-03
279,3.049060e-03,3.441783e-03
280,3.054388e-03,3.441208e-03
281,3.049678e-03,3.469321e-03
282,3.056838e-03,3.440497e-03
283,3.047595e-03,3.440549e-03
284,3.067643e-03,3.439869e-03
285,3.056014e-03,3.440059e-03
286,3.057754e-03,3.439760e-03
287,3.106878e-03,3.439935e-03
288,3.053584e-03,3.441546e-03
289,3.067452e-03,3.439556e-03
290,3.067983e-03,3.445515e-03
291,3.076879e-03,3.439018e-03
292,3.037621e-03,3.438983e-03
293,3.073602e-03,3.439040e-03
294,3.029511e-03,3.441193e-03
295,3.080603e-03,3.438858e-03
296,3.031766e-03,3.438350e-03
297,3.039466e-03,3.438987e-03
298,3.045458e-03,3.439836e-03
299,3.081516e-03,3.437875e-03
300,3.056586e-03,3.437885e-03
301,3.081372e-03,3.438524e-03
302,1.344068e-03,1.486134e-03
303,1.251457e-03,1.414041e-03
304,1.212174e-03,1.412174e-03
305,1.215643e-03,1.411101e-03
306,1.219690e-03,1.410199e-03
307,1.224333e-03,1.410247e-03
308,1.228112e-03,1.410014e-03
309,1.225975e-03,1.409733e-03
310,1.215761e-03,1.409082e-03
311,1.233556e-03,1.409038e-03
312,1.222545e-03,1.408875e-03
313,1.222848e-03,1.408632e-03
314,1.233798e-03,1.408870e-03
315,1.221075e-03,1.408135e-03
316,1.217224e-03,1.408141e-03
317,1.222347e-03,1.408850e-03
318,1.213635e-03,1.408278e-03
319,1.209067e-03,1.407681e-03
320,1.216074e-03,1.408274e-03
321,1.230434e-03,1.407490e-03
322,1.219060e-03,1.407638e-03
323,1.208397e-03,1.407353e-03
324,1.217867e-03,1.409367e-03
325,1.228269e-03,1.407567e-03
326,1.223721e-03,1.407638e-03
327,1.218656e-03,1.407737e-03
328,1.219554e-03,1.407528e-03
329,1.223466e-03,1.407527e-03
330,1.228708e-03,1.407258e-03
331,1.213708e-03,1.406665e-03
332,1.212840e-03,1.406789e-03
333,1.210223e-03,1.407642e-03
334,1.222158e-03,1.407374e-03
335,1.213118e-03,1.407135e-03
336,1.216830e-03,1.406490e-03
337,1.207905e-03,1.406688e-03
338,1.213040e-03,1.406237e-03
339,1.214096e-03,1.406631e-03
340,1.220739e-03,1.406640e-03
341,1.209134e-03,1.406155e-03
342,1.207469e-03,1.406524e-03
343,1.207023e-03,1.406856e-03
