iteration,train_loss,val_eta2
281,1.217989e-03,1.408798e-03
282,1.216712e-03,1.409793e-03
283,1.217737e-03,1.408173e-03
284,1.220512e-03,1.408458e-03
285,1.215531e-03,1.408741e-03
286,1.219156e-03,1.408025e-03
287,1.219319e-03,1.407716e-03
288,1.226680e-03,1.407633e-03
289,1.211924e-03,1.408075e-03
290,1.216566e-03,1.407463e-03
291,1.232333e-03,1.407509e-03
292,1.219036e-03,1.407255e-03
293,1.214187e-03,1.408367e-03
294,1.215621e-03,1.406945e-03
295,1.223475e-03,1.407793e-03
296,1.223584e-03,1.407477e-03
297,1.212268e-03,1.407113e-03
298,1.219043e-03,1.407565e-03
299,1.215572e-03,1.407272e-03
300,1.234495e-03,1.407838e-03
301,1.216884e-03,1.406766e-03
302,1.210409e-03,1.406822e-03
303,1.223810e-03,1.406735e-03
304,1.214050e-03,1.406599e-03
305,1.226170e-03,1.406987e-03
306,1.231078e-03,1.406239e-03
307,1.220505e-03,1.406543e-03
308,1.224076e-03,1.406244e-03
309,1.218758e-03,1.406899e-03
310,1.219819e-03,1.406203e-03
311,1.205690e-03,1.406724e-03
312,1.217431e-03,1.406058e-03
313,1.209023e-03,1.406375e-03
314,1.217778e-03,1.407243e-03
315,1.223004e-03,1.405984e-03
316,1.220758e-03,1.407604e-03
317,1.212025e-03,1.409559e-03
318,1.208396e-03,1.405946e-03
319,1.205761e-03,1.406207e-03
320,1.214207e-03,1.406109e-03
321,1.238001e-03,1.405998e-03
322,1.214402e-03,1.406159e-03
323,1.225230e-03,1.406947e-03
