iteration,train_loss,val_eta2
1,3.088897e-01,1.626361e-01
2,1.658451e-01,1.608973e-01
3,1.565207e-01,1.573773e-01
4,1.553343e-01,1.551162e-01
5,1.530945e-01,1.523464e-01
6,1.503302e-01,1.500953e-01
7,1.490437e-01,1.489527e-01
8,1.481119e-01,1.488106e-01
9,1.479961e-01,1.488929e-01
10,1.483448e-01,1.488171e-01
11,1.478650e-01,1.486046e-01
12,1.485682e-01,1.485790e-01
13,1.481214e-01,1.485704e-01
14,1.482190e-01,1.486058e-01
15,1.480060e-01,1.485615e-01
16,1.480091e-01,1.485891e-01
17,1.487527e-01,1.485611e-01
18,1.484606e-01,1.486354e-01
19,1.480144e-01,1.485448e-01
20,1.481683e-01,1.485518e-01
21,1.483697e-01,1.485368e-01
22,1.479360e-01,1.486177e-01
23,1.484071e-01,1.485518e-01
24,1.487084e-01,1.485538e-01
25,1.481310e-01,1.485873e-01
26,1.480075e-01,1.485279e-01
27,1.482330e-01,1.485201e-01
28,1.483818e-01,1.485197e-01
29,1.483633e-01,1.485380e-01
30,1.478824e-01,1.488248e-01
31,1.481356e-01,1.486820e-01
32,1.481991e-01,1.485142e-01
33,1.477324e-01,1.485015e-01
34,1.481916e-01,1.486237e-01
35,1.484006e-01,1.485597e-01
36,1.483380e-01,1.484968e-01
37,1.481784e-01,1.486150e-01
38,1.479442e-01,1.484911e-01
39,1.480562e-01,1.486394e-01
40,1.486349e-01,1.484923e-01
41,1.480905e-01,1.484857e-01
42,1.479245e-01,1.484809e-01
43,1.484873e-01,1.485083e-01
44,1.484994e-01,1.486188e-01
45,1.484466e-01,1.484753e-01
46,1.484654e-01,1.484965e-01
47,1.483106e-01,1.484753e-01
48,1.481267e-01,1.485086e-01
49,1.480483e-01,1.484780e-01
50,1.484544e-01,1.484890e-01
51,1.480727e-01,1.484656e-01
52,1.481470e-01,1.484991e-01
53,8.457342e-02,6.180597e-02
54,5.455637e-02,5.579484e-02
55,5.326551e-02,5.410751e-02
