iteration,train_loss,val_eta2
264,3.088716e-03,3.451871e-03
265,3.092978e-03,3.451772e-03
266,3.094948e-03,3.449809e-03
267,3.069449e-03,3.451089e-03
268,3.077203e-03,3.449503e-03
269,3.079258e-03,3.448302e-03
270,3.098377e-03,3.447938e-03
271,3.077016e-03,3.446918e-03
272,3.079458e-03,3.447817e-03
273,3.047967e-03,3.448043e-03
274,3.058791e-03,3.445885e-03
275,3.088407e-03,3.445077e-03
276,3.068206e-03,3.444632e-03
277,3.076958e-03,3.445048e-03
278,3.089631e-03,3.443495e-03
279,3.060193e-03,3.443341e-03
280,3.064475e-03,3.442830e-03
281,3.087347e-03,3.445815e-03
282,3.065847e-03,3.449428e-03
283,3.077542e-03,3.442669e-03
284,3.050725e-03,3.441899e-03
285,3.054546e-03,3.441310e-03
286,3.056405e-03,3.441151e-03
287,3.050325e-03,3.440766e-03
288,3.056399e-03,3.440440e-03
289,3.064027e-03,3.441380e-03
290,3.078092e-03,3.440060e-03
291,3.104272e-03,3.440748e-03
292,3.075646e-03,3.440428e-03
293,3.058057e-03,3.439321e-03
294,3.083210e-03,3.439138e-03
295,3.053983e-03,3.441264e-03
296,3.046777e-03,3.438980e-03
297,3.073530e-03,3.439196e-03
298,3.056203e-03,3.439876e-03
299,3.062821e-03,3.438438e-03
300,3.063772e-03,3.438482e-03
301,3.042351e-03,3.437989e-03
302,3.044043e-03,3.438184e-03
303,3.031226e-03,3.439176e-03
304,3.042346e-03,3.437457e-03
305,3.058477e-03,3.437603e-03
306,3.055120e-03,3.438046e-03
307,3.049082e-03,3.437133e-03
308,3.068340e-03,3.436522e-03
309,3.033783e-03,3.437822e-03
310,3.035503e-03,3.437852e-03
311,3.063793e-03,3.436938e-03
312,3.058057e-03,3.437346e-03
313,3.091299e-03,3.436460e-03
314,3.029938e-03,3.436376e-03
315,3.056162e-03,3.437022e-03
316,1.369398e-03,1.481785e-03
317,1.263304e-03,1.439531e-03
318,1.222303e-03,1.416301e-03
319,1.226932e-03,1.412882e-03
320,1.210782e-03,1.411679e-03
321,1.214236e-03,1.410951e-03
322,1.230251e-03,1.410252e-03
323,1.215357e-03,1.410294e-03
324,1.219932e-03,1.409700e-03
325,1.211130e-03,1.409231e-03
326,1.213936e-03,1.409121e-03
327,1.214171e-03,1.408979e-03
328,1.213871e-03,1.408591e-03
329,1.218198e-03,1.408618e-03
330,1.228319e-03,1.408205e-03
331,1.216735e-03,1.408515e-03
332,1.217838e-03,1.407970e-03
333,1.213189e-03,1.407852e-03
334,1.223504e-03,1.407893e-03
335,1.217556e-03,1.407819e-03
336,1.227561e-03,1.407815e-03
337,1.223409e-03,1.407271e-03
338,1.213699e-03,1.407209e-03
339,1.220491e-03,1.407138e-03
340,1.215279e-03,1.407034e-03
341,1.210710e-03,1.407114e-03
342,1.226123e-03,1.406979e-03
343,1.219987e-03,1.407201e-03
344,1.217947e-03,1.407104e-03
345,1.217068e-03,1.407246e-03
346,1.214712e-03,1.406824e-03
347,1.224491e-03,1.406673e-03
348,1.218373e-03,1.406690e-03
349,1.211013e-03,1.407340e-03
350,1.228890e-03,1.406612e-03
351,1.224400e-03,1.406416e-03
352,1.218970e-03,1.406681e-03
353,1.208365e-03,1.406249e-03
354,1.227514e-03,1.406467e-03
355,1.214026e-03,1.406862e-03
356,1.206851e-03,1.407458e-03
357,1.221853e-03,1.406314e-03
358,1.216494e-03,1.405998e-03
