p,N,beta,method,x_eval,u_exact,u_h
3,4,1.85,uniform,0.6753507014028055,0.4837592777607619,0.483750829144045
3,4,1.85,uniform,0.6773547094188376,0.4864182782016178,0.4864105997145868
3,4,1.85,uniform,0.6793587174348696,0.489083973898581,0.48907706702785775
3,4,1.85,uniform,0.6813627254509017,0.49175636188542293,0.491750227419994
3,4,1.85,uniform,0.6833667334669338,0.4944354392059606,0.4944300772271316
3,4,1.85,uniform,0.6853707414829658,0.497121202913993,0.49711661278540653
3,4,1.85,uniform,0.6873747494989979,0.49981365007323814,0.4998098304309546
3,4,1.85,uniform,0.68937875751503,0.5025127777572712,0.5025097264999121
3,4,1.85,uniform,0.691382765531062,0.5052185830494625,0.5052162973284149
3,4,1.85,uniform,0.6933867735470941,0.5079310630429166,0.5079295392525991
3,4,1.85,uniform,0.6953907815631262,0.5106502148404113,0.5106494486086006
3,4,1.85,uniform,0.6973947895791582,0.5133760355543384,0.5133760217325554
3,4,1.85,uniform,0.6993987975951903,0.5161085223066436,0.5161092549605995
3,4,1.85,uniform,0.7014028056112224,0.5188476722287676,0.5188491446288689
3,4,1.85,uniform,0.7034068136272544,0.5215934824615882,0.5215956870734998
3,4,1.85,uniform,0.7054108216432865,0.5243459501553618,0.524348878630628
3,4,1.85,uniform,0.7074148296593186,0.5271050724696664,0.5271087156363894
3,4,1.85,uniform,0.7094188376753506,0.5298708465733448,0.5298751944269204
3,4,1.85,uniform,0.7114228456913827,0.5326432696444481,0.5326483113383566
3,4,1.85,uniform,0.7134268537074148,0.5354223388701799,0.5354280627068343
3,4,1.85,uniform,0.7154308617234468,0.5382080514468408,0.5382144448684892
3,4,1.85,uniform,0.7174348697394789,0.5410004045797743,0.5410074541594577
3,4,1.85,uniform,0.719438877755511,0.5437993954833111,0.5438070869158756
3,4,1.85,uniform,0.721442885771543,0.5466050213807165,0.5466133394738788
3,4,1.85,uniform,0.7234468937875751,0.5494172795041363,0.5494262081696035
3,4,1.85,uniform,0.7254509018036072,0.5522361670945439,0.5522456893391854
3,4,1.85,uniform,0.7274549098196392,0.555061681401688,0.5550717793187608
3,4,1.85,uniform,0.7294589178356713,0.5578938196840404,0.5579044744444659
3,4,1.85,uniform,0.7314629258517034,0.5607325792087444,0.5607437710524361
3,4,1.85,uniform,0.7334669338677354,0.5635779572515641,0.5635896654788078
3,4,1.85,uniform,0.7354709418837675,0.566429951096833,0.5664421540597171
3,4,1.85,uniform,0.7374749498997996,0.5692885580374041,0.5693012331312997
3,4,1.85,uniform,0.7394789579158316,0.5721537753746001,0.5721668990296918
3,4,1.85,uniform,0.7414829659318637,0.5750256004181641,0.5750391480910294
3,4,1.85,uniform,0.7434869739478958,0.5779040304862102,0.5779179766514484
3,4,1.85,uniform,0.7454909819639278,0.5807890629051753,0.5808033810470847
3,4,1.85,uniform,0.7474949899799599,0.5836806950097709,0.5836953576140748
3,4,1.85,uniform,0.749498997995992,0.5865789241429353,0.5865939026885542
3,4,1.85,uniform,0.751503006012024,0.5894837476557859,0.5894990127332175
3,4,1.85,uniform,0.7535070140280561,0.5923951629075732,0.5924106853122785
3,4,1.85,uniform,0.7555110220440882,0.5953131672656329,0.5953289185571197
3,4,1.85,uniform,0.7575150300601202,0.5982377581053411,0.5982537106038097
3,4,1.85,uniform,0.7595190380761523,0.6011689328100674,0.6011850595884177
3,4,1.85,uniform,0.7615230460921844,0.6041066887711305,0.6041229636470121
3,4,1.85,uniform,0.7635270541082164,0.6070510233877521,0.6070674209156621
3,4,1.85,uniform,0.7655310621242485,0.6100019340670132,0.6100184295304366
3,4,1.85,uniform,0.7675350701402806,0.6129594182238093,0.6129759876274044
3,4,1.85,uniform,0.7695390781563125,0.6159234732808063,0.6159400933426341
3,4,1.85,uniform,0.7715430861723446,0.6188940966683982,0.6189107448121952
3,4,1.85,uniform,0.7735470941883766,0.6218712858246619,0.621887940172156
3,4,1.85,uniform,0.7755511022044087,0.6248550381953161,0.6248716775585856
3,4,1.85,uniform,0.7775551102204408,0.6278453512336776,0.627861955107553
3,4,1.85,uniform,0.7795591182364728,0.63084222240062,0.630858770955127
3,4,1.85,uniform,0.7815631262525049,0.6338456491645316,0.6338621232373763
3,4,1.85,uniform,0.783567134268537,0.6368556290012736,0.6368720100903701
3,4,1.85,uniform,0.785571142284569,0.6398721593941394,0.639888429650177
3,4,1.85,uniform,0.7875751503006011,0.6428952378338137,0.642911380052866
3,4,1.85,uniform,0.7895791583166332,0.6459248618183319,0.6459408594345059
3,4,1.85,uniform,0.7915831663326652,0.6489610288530399,0.6489768659311657
3,4,1.85,uniform,0.7935871743486973,0.6520037364505544,0.652019397678914
3,4,1.85,uniform,0.7955911823647294,0.6550529821307235,0.6550684528138202
3,4,1.85,uniform,0.7975951903807614,0.6581087634205871,0.6581240294719526
3,4,1.85,uniform,0.7995991983967935,0.6611710778543384,0.6611861257893805
3,4,1.85,uniform,0.8016032064128256,0.6642399229732853,0.6642547399021725
3,4,1.85,uniform,0.8036072144288576,0.6673152963258115,0.6673298699463976
3,4,1.85,uniform,0.8056112224448897,0.6703971954673397,0.6704115140581248
3,4,1.85,uniform,0.8076152304609218,0.6734856179602926,0.6734996703734228
3,4,1.85,uniform,0.8096192384769538,0.6765805613740563,0.6765943370283606
3,4,1.85,uniform,0.8116232464929859,0.6796820232849434,0.6796955121590068
3,4,1.85,uniform,0.813627254509018,0.6827900012761553,0.6828031939014306
3,4,1.85,uniform,0.81563126252505,0.6859044929377465,0.6859173803917008
3,4,1.85,uniform,0.8176352705410821,0.6890254958665879,0.6890380697658863
3,4,1.85,uniform,0.8196392785571142,0.6921530076663313,0.6921652601600559
3,4,1.85,uniform,0.8216432865731462,0.6952870259473731,0.6952989497102784
3,4,1.85,uniform,0.8236472945891783,0.6984275483268195,0.6984391365526228
3,4,1.85,uniform,0.8256513026052104,0.7015745724284508,0.701585818823158
3,4,1.85,uniform,0.8276553106212424,0.704728095882687,0.7047389946579528
3,4,1.85,uniform,0.8296593186372745,0.7078881163265531,0.7078986621930762
3,4,1.85,uniform,0.8316633266533066,0.7110546314036444,0.7110648195645969
3,4,1.85,uniform,0.8336673346693386,0.7142276387640931,0.7142374649085839
3,4,1.85,uniform,0.8356713426853707,0.7174071360645338,0.7174165963611059
3,4,1.85,uniform,0.8376753507014028,0.7205931209680702,0.7206022120582322
3,4,1.85,uniform,0.8396793587174348,0.723785591144242,0.7237943101360311
3,4,1.85,uniform,0.8416833667334669,0.7269845442689916,0.7269928887305719
3,4,1.85,uniform,0.843687374749499,0.7301899780246313,0.7301979459779235
3,4,1.85,uniform,0.845691382765531,0.7334018900998109,0.7334094800141545
3,4,1.85,uniform,0.8476953907815631,0.7366202781894853,0.736627488975334
3,4,1.85,uniform,0.8496993987975952,0.7398451399948821,0.7398519709975306
3,4,1.85,uniform,0.8517034068136272,0.7430764732234705,0.7430829242168135
3,4,1.85,uniform,0.8537074148296593,0.7463142755889287,0.7463203467692515
3,4,1.85,uniform,0.8557114228456913,0.7495585448111137,0.7495642367909133
3,4,1.85,uniform,0.8577154308617234,0.752809278616029,0.7528145924178682
3,4,1.85,uniform,0.8597194388777555,0.7560664747357945,0.7560714117861845
3,4,1.85,uniform,0.8617234468937875,0.7593301309086155,0.7593346930319314
3,4,1.85,uniform,0.8637274549098196,0.7626002448787522,0.7626044342911777
3,4,1.85,uniform,0.8657314629258517,0.7658768143964897,0.7658806336999925
3,4,1.85,uniform,0.8677354709418837,0.7691598372181078,0.7691632893944443
3,4,1.85,uniform,0.8697394789579158,0.7724493111058511,0.7724523995106023
3,4,1.85,uniform,0.8717434869739479,0.7757452338278998,0.7757479621845351
3,4,1.85,uniform,0.8737474949899798,0.7790476031583398,0.7790499755523117
3,4,1.85,uniform,0.8757515030060119,0.7823564168771342,0.7823584377500011
3,4,1.85,uniform,0.877755511022044,0.7856716727700938,0.7856733469136722
3,4,1.85,uniform,0.879759519038076,0.7889933686288485,0.7889947011793936
3,4,1.85,uniform,0.8817635270541081,0.7923215022508191,0.7923224986832345
3,4,1.85,uniform,0.8837675350701402,0.7956560714391884,0.7956567375612635
3,4,1.85,uniform,0.8857715430861722,0.7989970740028737,0.7989974159495496
3,4,1.85,uniform,0.8877755511022043,0.8023445077564982,0.8023445319841617
3,4,1.85,uniform,0.8897795591182364,0.8056983705203643,0.8056980838011687
3,4,1.85,uniform,0.8917835671342684,0.8090586601204247,0.8090580695366394
3,4,1.85,uniform,0.8937875751503005,0.8124253743882565,0.8124244873266427
3,4,1.85,uniform,0.8957915831663326,0.8157985111610326,0.8157973353072475
3,4,1.85,uniform,0.8977955911823646,0.8191780682814964,0.8191766116145227
3,4,1.85,uniform,0.8997995991983967,0.8225640435979334,0.8225623143845371
3,4,1.85,uniform,0.9018036072144288,0.8259564349641461,0.8259544417533596
3,4,1.85,uniform,0.9038076152304608,0.8293552402394262,0.829352991857059
3,4,1.85,uniform,0.9058116232464929,0.8327604572885297,0.8327579628317044
3,4,1.85,uniform,0.907815631262525,0.8361720839816501,0.8361693528133647
3,4,1.85,uniform,0.909819639278557,0.8395901181943928,0.8395871599381084
3,4,1.85,uniform,0.9118236472945891,0.8430145578077494,0.8430113823420048
3,4,1.85,uniform,0.9138276553106212,0.8464454007080722,0.8464420181611224
3,4,1.85,uniform,0.9158316633266532,0.8498826447870492,0.8498790655315303
3,4,1.85,uniform,0.9178356713426853,0.8533262879416786,0.8533225225892975
3,4,1.85,uniform,0.9198396793587174,0.8567763280742439,0.8567723874704926
3,4,1.85,uniform,0.9218436873747494,0.8602327630922892,0.8602286583111847
3,4,1.85,uniform,0.9238476953907815,0.8636955909085947,0.8636913332474424
3,4,1.85,uniform,0.9258517034068136,0.8671648094411522,0.8671604104153348
3,4,1.85,uniform,0.9278557114228456,0.8706404166131405,0.8706358879509309
3,4,1.85,uniform,0.9298597194388777,0.8741224103529018,0.8741177639902994
3,4,1.85,uniform,0.9318637274549098,0.8776107885939175,0.877606036669509
3,4,1.85,uniform,0.9338677354709418,0.8811055492747842,0.8811007041246288
3,4,1.85,uniform,0.9358717434869739,0.8846066903391908,0.8846017644917277
3,4,1.85,uniform,0.937875751503006,0.888114209735894,0.8881092159068746
3,4,1.85,uniform,0.939879759519038,0.8916281054186959,0.8916230565061383
3,4,1.85,uniform,0.9418837675350701,0.8951483753464201,0.8951432844255875
3,4,1.85,uniform,0.9438877755511021,0.8986750174828898,0.8986698978012915
3,4,1.85,uniform,0.9458917835671342,0.9022080297969035,0.9022028947693187
3,4,1.85,uniform,0.9478957915831663,0.9057474102622135,0.9057422734657384
3,4,1.85,uniform,0.9498997995991983,0.909293156857503,0.9092880320266192
3,4,1.85,uniform,0.9519038076152304,0.9128452675663632,0.9128401685880302
3,4,1.85,uniform,0.9539078156312625,0.916403740377272,0.91639868128604
3,4,1.85,uniform,0.9559118236472945,0.9199685732835712,0.9199635682567178
3,4,1.85,uniform,0.9579158316633266,0.9235397642834448,0.923534827636132
3,4,1.85,uniform,0.9599198396793587,0.9271173113798971,0.9271124575603521
3,4,1.85,uniform,0.9619238476953907,0.9307012125807312,0.9306964561654465
3,4,1.85,uniform,0.9639278557114228,0.9342914658985276,0.9342868215874842
3,4,1.85,uniform,0.9659318637274549,0.9378880693506225,0.9378835519625343
3,4,1.85,uniform,0.9679358717434869,0.9414910209590864,0.9414866454266655
3,4,1.85,uniform,0.969939879759519,0.9451003187507039,0.9450961001159465
3,4,1.85,uniform,0.9719438877755511,0.9487159607569516,0.9487119141664463
3,4,1.85,uniform,0.9739478957915831,0.9523379450139782,0.952334085714234
3,4,1.85,uniform,0.9759519038076151,0.9559662695625831,0.9559626128953781
3,4,1.85,uniform,0.9779559118236472,0.9596009324481968,0.9595974938459478
3,4,1.85,uniform,0.9799599198396792,0.9632419317208594,0.9632387267020119
3,4,1.85,uniform,0.9819639278557113,0.9668892654352008,0.9668863095996393
3,4,1.85,uniform,0.9839679358717434,0.9705429316504207,0.9705402406748987
3,4,1.85,uniform,0.9859719438877754,0.9742029284302685,0.9742005180638593
3,4,1.85,uniform,0.9879759519038075,0.9778692538430228,0.9778671399025896
3,4,1.85,uniform,0.9899799599198396,0.9815419059614728,0.9815401043271587
3,4,1.85,uniform,0.9919839679358716,0.9852208828628977,0.9852194094736354
3,4,1.85,uniform,0.9939879759519037,0.9889061826290473,0.9889050534780888
3,4,1.85,uniform,0.9959919839679358,0.992597803346123,0.9925970344765873
3,4,1.85,uniform,0.9979959919839678,0.9962957431047584,0.9962953506052002
3,4,1.85,uniform,1.0,1.0,0.9999999999999964
3,4,1.85,positional,0.0,0.0,8.673617379884035e-19
3,4,1.85,positional,1e-07,1.1220184543019618e-13,6.168914122082834e-10
3,4,1.85,positional,1.0233402121916422e-07,1.1709465575239706e-13,6.312901539698935e-10
3,4,1.85,positional,1.0472251898884354e-07,1.2220082792045038e-13,6.460249826718972e-10
3,4,1.85,positional,1.0716676480328644e-07,1.275296660508593e-13,6.611037434695452e-10
3,4,1.85,positional,1.0966805983368674e-07,1.3309087998676214e-13,6.765344646641516e-10
3,4,1.85,positional,1.1222773562085071e-07,1.3889460299054423e-13,6.923253619795844e-10
3,4,1.85,positional,1.148471547840289e-07,1.4495141020797023e-13,7.084848429386425e-10
3,4,1.85,positional,1.1752771174629453e-07,1.5127233793749106e-13,7.250215113416814e-10
3,4,1.85,positional,1.202708334768512e-07,1.578689037398288e-13,7.419441718498584e-10
3,4,1.85,positional,1.2307798025066658e-07,1.6475312742448573e-13,7.592618346754526e-10
3,4,1.85,positional,1.259506464258359e-07,1.7193755295141614e-13,7.769837203817592e-10
3,4,1.85,positional,1.2889036123908913e-07,1.7943527128776865e-13,7.951192647951225e-10
3,4,1.85,positional,1.318986896198669e-07,1.8725994426135097e-13,8.136781240317378e-10
3,4,1.85,positional,1.3497723302339418e-07,1.9542582945427068e-13,8.326701796418806e-10
3,4,1.85,positional,1.3812763028320093e-07,2.0394780618212575e-13,8.521055438743462e-10
3,4,1.85,positional,1.4135155848353955e-07,2.1284140260607173e-13,8.719945650638831e-10
3,4,1.85,positional,1.446507338521647e-07,2.2212282402717113e-13,8.923478331445066e-10
3,4,1.85,positional,1.48026912673951e-07,2.31808982414581e-13,9.131761852916394e-10
3,4,1.85,positional,1.5148189222583472e-07,2.4191752722138246e-13,9.344907116960881e-10
3,4,1.85,positional,1.5501751173357687e-07,2.52466877544202e-13,9.563027614729417e-10
3,4,1.85,positional,1.5863565335085897e-07,2.634762556852291e-13,9.786239487085563e-10
3,4,1.85,positional,1.6233824316122781e-07,2.7496572217777036e-13,1.0014661586488326e-09
3,4,1.85,positional,1.6612725220342929e-07,2.8695621233918037e-13,1.0248415540321252e-09
3,4,1.85,positional,1.7000469752067182e-07,2.994695744177596e-13,1.0487625815701446e-09
3,4,1.85,positional,1.7397264323438026e-07,3.125286094031324e-13,1.0732419785803197e-09
3,4,1.85,positional,1.7803320164301157e-07,3.261571125726463e-13,1.098292779773171e-09
3,4,1.85,positional,1.8218853434651651e-07,3.4037991684949167e-13,1.123928324198316e-09
3,4,1.85,positional,1.864408533970485e-07,3.5522293805155534e-13,1.1501622623528292e-09
3,4,1.85,positional,1.907924224765265e-07,3.7071322211343793e-13,1.177008563455733e-09
3,4,1.85,positional,1.9524555810168608e-07,3.868789943677046e-13,1.2044815228925417e-09
3,4,1.85,positional,1.9980263085725506e-07,4.0374971097514803e-13,1.2325957698338157e-09
3,4,1.85,positional,2.0446606665791177e-07,4.213561125977829e-13,1.261366275031805e-09
3,4,1.85,positional,2.092383480396979e-07,4.397302804123708e-13,1.290808358799355e-09
3,4,1.85,positional,2.1412201548157316e-07,4.589056945665388e-13,1.3209376991753397e-09
3,4,1.85,positional,2.1911966875781473e-07,4.789172951840046e-13,1.3517703402809873e-09
3,4,1.85,positional,2.242339683219845e-07,4.998015460300804e-13,1.3833227008715843e-09
3,4,1.85,positional,2.2946763672319364e-07,5.215965009534317e-13,1.4156115830880944e-09
3,4,1.85,positional,2.3482346005542765e-07,5.443418732251964e-13,1.4486541814134273e-09
3,4,1.85,positional,2.4030428944069694e-07,5.680791079017807e-13,1.4824680918381108e-09
3,4,1.85,positional,2.4591304254680464e-07,5.928514573431962e-13,1.5170713212402902e-09
3,4,1.85,positional,2.516527051405389e-07,6.187040600245396e-13,1.552482296985063e-09
3,4,1.85,positional,2.5752633267711987e-07,6.45684022784234e-13,1.5887198767483153e-09
3,4,1.85,positional,2.635370519267393e-07,6.738405066588628e-13,1.6258033585702677e-09
3,4,1.85,positional,2.6968806263906925e-07,7.03224816461046e-13,1.6637524911441776e-09
3,4,1.85,positional,2.7598263924661804e-07,7.338904942635472e-13,1.7025874843456617e-09
3,4,1.85,positional,2.8242413260784357e-07,7.658934169599633e-13,1.7423290200082973e-09
3,4,1.85,positional,2.8901597179095113e-07,7.992918980797659e-13,1.7829982629512727e-09
3,4,1.85,positional,2.9576166589932564e-07,8.341467940432128e-13,1.8246168722649925e-09
3,4,1.85,positional,3.026648059395689e-07,8.705216150497368e-13,1.867207012860686e-09
3,4,1.85,positional,3.097290667331407e-07,9.084826408018862e-13,1.910791367290226e-09
3,4,1.85,positional,3.169582088726115e-07,9.480990412756302e-13,1.9553931478424433e-09
3,4,1.85,positional,3.243560807235811e-07,9.894430027571563e-13,2.001036108922493e-09
3,4,1.85,positional,3.3192662047331894e-07,1.0325898593757621e-12,2.047744559720854e-09
3,4,1.85,positional,3.3967385822722097e-07,1.0776182303725377e-12,2.095543377178782e-09
3,4,1.85,positional,3.4760191815419815e-07,1.124610163354949e-12,2.1444580192571663e-09
3,4,1.85,positional,3.5571502068213824e-07,1.1736512837983543e-12,2.1945145385158983e-09
3,4,1.85,positional,3.640174847446138e-07,1.2248309510668884e-12,2.245739596011076e-09
3,4,1.85,positional,3.725137300800209e-07,1.278242421237934e-12,2.2981604755174255e-09
3,4,1.85,positional,3.812082795843888e-07,1.3339830170269663e-12,2.3518050980836695e-09
3,4,1.85,positional,3.9010576171909933e-07,1.3921543051223195e-12,2.406702036928587e-09
3,4,1.85,positional,3.9921091297480534e-07,1.452862281253038e-12,2.462880532685794e-09
3,4,1.85,positional,4.0852858039285653e-07,1.516217563327018e-12,2.5203705090054237e-09
3,4,1.85,positional,4.180637241455762e-07,1.58233559299137e-12,2.5792025885210926e-09
3,4,1.85,positional,4.2782142017676126e-07,1.6513368459822568e-12,2.639408109190723e-09
3,4,1.85,positional,4.3780686290381663e-07,1.7233470516475392e-12,2.7010191410200387e-09
3,4,1.85,positional,4.4802536798294896e-07,1.7984974220421275e-12,2.76406850317764e-09
3,4,1.85,positional,4.5848237513890964e-07,1.8769248910136072e-12,2.8285897815109735e-09
3,4,1.85,positional,4.691834510607799e-07,1.9587723637136924e-12,2.8946173464725305e-09
3,4,1.85,positional,4.801342923653455e-07,2.0441889769901875e-12,2.9621863714659554e-09
3,4,1.85,positional,4.913407286296366e-07,2.1333303711339165e-12,3.0313328516219206e-09
3,4,1.85,positional,5.028087254942475e-07,2.22635897347577e-12,3.1020936230138793e-09
3,4,1.85,positional,5.145443878390924e-07,2.3234442943506724e-12,3.1745063823240686e-09
3,4,1.85,positional,5.265539630332755e-07,2.424763235967637e-12,3.2486097069702626e-09
3,4,1.85,positional,5.388438442608223e-07,2.5305004147488593e-12,3.3244430757042395e-09
3,4,1.85,positional,5.514205739240302e-07,2.640848497725084e-12,3.4020468896929694e-09
3,4,1.85,positional,5.642908471262542e-07,2.756008553600249e-12,3.4814624940939206e-09
3,4,1.85,positional,5.774615152359826e-07,2.8761904191250765e-12,3.562732200136102e-09
3,4,1.85,positional,5.909395895340976e-07,3.001613081447199e-12,3.6458993077187583e-09
3,4,1.85,positional,6.047322449462642e-07,3.1325050771345027e-12,3.731008128539897e-09
3,4,1.85,positional,6.188468238624383e-07,3.2691049085988226e-12,3.8181040097671674e-09
3,4,1.85,positional,6.332908400455115e-07,3.4116614786785987e-12,3.907233358263743e-09
3,4,1.85,positional,6.480719826311971e-07,3.560434544172595e-12,3.998443665382485e-09
3,4,1.85,positional,6.631981202212675e-07,3.7156951891508995e-12,4.091783532341583e-09
3,4,1.85,positional,6.786773050723303e-07,3.877726318905715e-12,4.187302696195514e-09
3,4,1.85,positional,6.94517777382369e-07,4.046823175441946e-12,4.285052056415273e-09
3,4,1.85,positional,7.107279696773412e-07,4.223293875446986e-12,4.3850837020923354e-09
3,4,1.85,positional,7.273165113001455e-07,4.407459971719712e-12,4.487450939780911e-09
3,4,1.85,positional,7.442922330043758e-07,4.5996570390819725e-12,4.592208321993737e-09
3,4,1.85,positional,7.616641716552891e-07,4.800235285840003e-12,4.6994116763667014e-09
3,4,1.85,positional,7.794415750404951e-07,5.009560191909954e-12,4.8091181355081355e-09
3,4,1.85,positional,7.97633906792928e-07,5.228013174770316e-12,4.921386167548927e-09
3,4,1.85,positional,8.162508514287236e-07,5.455992284454678e-12,5.036275607410027e-09
3,4,1.85,positional,8.35302319502677e-07,5.693912928851153e-12,5.153847688804264e-09
3,4,1.85,positional,8.547984528840405e-07,5.9422086306302125e-12,5.274165076989902e-09
3,4,1.85,positional,8.747496301554416e-07,6.201331817179818e-12,5.397291902293535e-09
3,4,1.85,positional,8.951664721378301e-07,6.471754644987644e-12,5.523293794420746e-09
3,4,1.85,positional,9.16059847544371e-07,6.753969859972204e-12,5.652237917572986e-09
3,4,1.85,positional,9.374408787663001e-07,7.048491695330648e-12,5.7841930063898025e-09
3,4,1.85,positional,9.59320947793825e-07,7.355856808539202e-12,5.919229402735976e-09
3,4,1.85,positional,9.817117022752183e-07,7.676625259213572e-12,6.057419093353523e-09
3,4,1.85,positional,1.0046250617173402e-06,8.011381529611241e-12,6.198835748399125e-09
3,4,1.85,positional,1.0280732238308647e-06,8.360735589634771e-12,6.3435547608878e-09
3,4,1.85,positional,1.052068671023623e-06,8.725324008277201e-12,6.4916532870645056e-09
3,4,1.85,positional,1.0766241770454934e-06,9.105811113534357e-12,6.6432102877255094e-09
3,4,1.85,positional,1.1017528137883874e-06,9.50289020289773e-12,6.798306570512123e-09
3,4,1.85,positional,1.1274679582449471e-06,9.917284806633602e-12,6.957024833199842e-09
3,4,1.85,positional,1.153783299629662e-06,1.0349750006150226e-11,7.11944970800653e-09
3,4,1.85,positional,1.180712846666189e-06,1.080107380985531e-11,7.285667806943817e-09
3,4,1.85,positional,1.208270935044776e-06,1.127207858901103e-11,7.455767768236583e-09
3,4,1.85,positional,1.236472235053715e-06,1.176362257620226e-11,7.629840303835674e-09
3,4,1.85,positional,1.2653317593889428e-06,1.2276601429149255e-11,7.807978248050165e-09
3,4,1.85,positional,1.2948648711459048e-06,1.2811949862713632e-11,7.990276607325485e-09
3,4,1.85,positional,1.3250872919979539e-06,1.3370643352071654e-11,8.17683261119489e-09
3,4,1.85,positional,1.356015110565632e-06,1.3953699910158097e-11,8.367745764432037e-09
3,4,1.85,positional,1.3876647909813072e-06,1.4562181942619762e-11,8.563117900433454e-09
3,4,1.85,positional,1.4200531816536819e-06,1.519719818365783e-11,8.76305323585991e-09
3,4,1.85,positional,1.4531975242368955e-06,1.5859905716287433e-11,8.967658426567028e-09
3,4,1.85,positional,1.4871154628089536e-06,1.6551512080694875e-11,9.177042624855641e-09
3,4,1.85,positional,1.5218250532643868e-06,1.7273277474534486e-11,9.39131753807347e-09
3,4,1.85,positional,1.5573447729261351e-06,1.80265170491743e-11,9.610597488600348e-09
3,4,1.85,positional,1.593693530381776e-06,1.8812603306074615e-11,9.834999475250026e-09
3,4,1.85,positional,1.6308906755493342e-06,1.9632968597665983e-11,1.006464323612245e-08
3,4,1.85,positional,1.668956009978023e-06,2.0489107737283425e-11,1.029965131294108e-08
3,4,1.85,positional,1.7079097973894268e-06,2.138258072291301e-11,1.054014911691097e-08
3,4,1.85,positional,1.7477727744646807e-06,2.231501557971267e-11,1.0786264996133622e-08
3,4,1.85,positional,1.7885661618834618e-06,2.328811132648823e-11,1.1038130304616379e-08
3,4,1.85,positional,1.8303116756206132e-06,2.4303641071528774e-11,1.129587947291416e-08
3,4,1.85,positional,1.8730315385064386e-06,2.5363455243442913e-11,1.1559650080442858e-08
3,4,1.85,positional,1.916748492056813e-06,2.64694849628827e-11,1.1829582929504414e-08
3,4,1.85,positional,1.9614858085794294e-06,2.7623745561299555e-11,1.2105822121064812e-08
3,4,1.85,positional,2.0072673035625683e-06,2.882834025314233e-11,1.2388515132326707e-08
3,4,1.85,positional,2.0541173483530643e-06,3.008546396819073e-11,1.2677812896140312e-08
3,4,1.85,positional,2.1020608831301583e-06,3.139740735100563e-11,1.2973869882296385e-08
3,4,1.85,positional,2.1511234301821673e-06,3.276656093478443e-11,1.3276844180746721e-08
3,4,1.85,positional,2.2013311074930323e-06,3.41954194972265e-11,1.3586897586798571e-08
3,4,1.85,positional,2.2527106426459824e-06,3.5686586606346e-11,1.3904195688330524e-08
3,4,1.85,positional,2.305289387051711e-06,3.724277936451481e-11,1.4228907955078592e-08
3,4,1.85,positional,2.3590953305086338e-06,3.8866833359379776e-11,1.4561207830042441e-08
3,4,1.85,positional,2.414157116103018e-06,4.0561707830676636e-11,1.4901272823063112e-08
3,4,1.85,positional,2.4705040554568255e-06,4.2330491062352626e-11,1.5249284606624295e-08
3,4,1.85,positional,2.5281661443315005e-06,4.417640600982613e-11,1.5605429113931494e-08
3,4,1.85,positional,2.587174078595924e-06,4.610281617263478e-11,1.5969896639323733e-08
3,4,1.85,positional,2.6475592705670637e-06,4.811323172317322e-11,1.6342881941074593e-08
3,4,1.85,positional,2.709353865732049e-06,5.0211315902689165e-11,1.6724584346640477e-08
3,4,1.85,positional,2.7725907598604813e-06,5.2400891696188994e-11,1.7115207860415057e-08
3,4,1.85,positional,2.8373036165162114e-06,5.4685948798419544e-11,1.751496127405156e-08
3,4,1.85,positional,2.903526884977814e-06,5.70706508836158e-11,1.792405827941454e-08
3,4,1.85,positional,2.971295818577334e-06,5.955934319226235e-11,1.8342717584225494e-08
3,4,1.85,positional,3.0406464934670685e-06,6.215656044869245e-11,1.8771163030467847e-08
3,4,1.85,positional,3.111615827824363e-06,6.48670351239514e-11,1.9209623715618443e-08
3,4,1.85,positional,3.1842416015046563e-06,6.769570605898063e-11,1.9658334116774666e-08
3,4,1.85,positional,3.258562476153223e-06,7.064772746383435e-11,2.0117534217747662e-08
3,4,1.85,positional,3.3346180157863626e-06,7.372847830932855e-11,2.058746963919454e-08
3,4,1.85,positional,3.4124487078528892e-06,7.694357212823077e-11,2.1068391771863213e-08
3,4,1.85,positional,3.492095984787271e-06,8.029886724385549e-11,2.1560557913026943e-08
3,4,1.85,positional,3.573602246065788e-06,8.38004774446984e-11,2.206423140618618e-08
3,4,1.85,positional,3.6570108807774936e-06,8.74547831245624e-11,2.2579681784118105e-08
3,4,1.85,positional,3.7423662907219773e-06,9.126844290847271e-11,2.3107184915356036e-08
3,4,1.85,positional,3.829713914046277e-06,9.524840578556811e-11,2.364702315418339e-08
3,4,1.85,positional,3.919100249433402e-06,9.940192377106987e-11,2.419948549422791e-08
3,4,1.85,positional,4.010572880855496e-06,1.0373656512040748e-10,2.4764867725745976e-08
3,4,1.85,positional,4.1041805029047085e-06,1.0826022811957413e-10,2.5343472596687303e-08
3,4,1.85,positional,4.199972946715306e-06,1.1298115547684133e-10,2.5935609977633704e-08
3,4,1.85,positional,4.2980012064907985e-06,1.1790794934205617e-10,2.6541597030707728e-08
3,4,1.85,positional,4.398317466650228e-06,1.2304958698088854e-10,2.716175838254955e-08
3,4,1.85,positional,4.500975129608051e-06,1.2841543713258865e-10,2.779642630146293e-08
3,4,1.85,positional,4.606028844202398e-06,1.3401527708105998e-10,2.8445940878833753e-08
3,4,1.85,positional,4.713534534786907e-06,1.3985931047035712e-10,2.911065021492776e-08
