p,seed,level_N,epoch,train_loss,val_loss,h1_rel_val_median,lr,time_sec,optimizer_restarts,is_best
3,3,2,0,0.29030513997560886,0.0730095504622343,0.0030811545961940564,0.01,39.2536218430032,0,1
3,3,2,1,0.06351861058826644,0.053439074442877245,0.0036682502478609367,0.01,39.366251990024466,0,1
3,3,2,2,0.05186137647076219,0.05179377117018621,0.003856847242369246,0.01,39.47702517401194,0,1
3,3,2,3,0.05123400129640719,0.05127008919614527,0.003769089790035932,0.01,39.58850228105439,0,1
3,3,2,4,0.050759190592004885,0.05057994299530695,0.0038076472232508713,0.01,39.69893840001896,0,1
3,3,2,5,0.05009468843519014,0.049995562144433535,0.003848984745392671,0.01,39.80873817502288,0,1
3,3,2,6,0.04966476726588392,0.04949686239216233,0.003922611976164844,0.01,39.92002158705145,0,0
3,3,2,7,0.04927397540195466,0.0492634748141248,0.003963012724389279,0.01,40.030109630024526,0,1
3,3,2,8,0.049159488577807345,0.04930091261470968,0.0038797244010718044,0.01,40.14195938000921,0,0
3,3,2,9,0.049255620950265644,0.04932774569982253,0.003865988074214867,0.01,40.255068784055766,0,0
3,3,2,10,0.04913338898097824,0.049212973013553464,0.003941904919650442,0.01,40.368493883055635,0,0
3,3,2,11,0.04930606202066197,0.049214506707651984,0.004004178162404917,0.01,40.48179955704836,0,0
3,3,2,12,0.04920105276311532,0.04921148848043997,0.003998855532234506,0.01,40.59598374704365,0,0
3,3,2,13,0.04922415286707128,0.04920826769733264,0.003937972214119327,0.01,40.70805576205021,0,0
3,3,2,14,0.04917010707698849,0.04921689658954176,0.003923274113824599,0.01,40.821248265041504,0,0
3,3,2,15,0.04916057387473254,0.049202965849365926,0.003988968898947608,0.01,40.93413931300165,0,0
3,3,2,16,0.049395541310717925,0.049209948351332446,0.004000381185884219,0.01,41.04439294000622,0,0
3,3,2,17,0.04930578685898795,0.049199327668743915,0.003940362267968711,0.01,41.15522845601663,0,0
3,3,2,18,0.04917484968563697,0.049196240920924866,0.003944603914845214,0.01,41.265638521057554,0,0
3,3,2,19,0.04920373009348218,0.04919546761025581,0.003942198663976422,0.01,41.37703151401365,0,0
3,3,2,20,0.04926911535721574,0.049193873244913054,0.00397502021466649,0.01,41.48997401603265,0,0
3,3,2,21,0.049150747261614156,0.04922213748288884,0.003904423138445248,0.01,41.60343890800141,0,0
3,3,2,22,0.04928455881484041,0.04920751969523164,0.003916675734217906,0.01,41.71509077202063,0,0
3,3,2,23,0.04934952194307257,0.04919557206256904,0.003929435270877736,0.01,41.82780905801337,0,0
3,3,2,24,0.049197199431612965,0.049210024728423105,0.0039091429122126925,0.01,41.94106936600292,0,0
3,3,2,25,0.049163774457196725,0.049187310570407906,0.003941821557695689,0.01,42.05286972201429,0,0
3,3,2,26,0.04922807957019361,0.04918532568946369,0.003961057649221964,0.01,42.165190161031205,0,0
3,3,2,27,0.049270571284884865,0.04918607899826937,0.0039384310333261206,0.01,42.27553086401895,0,0
3,3,2,28,0.049259448386063054,0.0491928739833133,0.00392137131600312,0.01,42.38692798902048,0,0
3,3,2,29,0.04914783859257491,0.04933817747880817,0.003833071482010242,0.01,42.49744970101165,0,0
3,3,2,30,0.04921455125673287,0.04926284388424638,0.004038496745267402,0.01,42.60727322404273,0,0
3,3,2,31,0.04922091247790562,0.04918313607246662,0.003964618232405373,0.01,42.716623897023965,0,0
3,3,2,32,0.04908044338377414,0.04917929701267829,0.003945716558319572,0.01,42.827586040017195,0,0
3,3,2,33,0.04921324989914173,0.04922341034727348,0.0038834203324899174,0.01,42.937297860044055,0,0
3,3,2,34,0.04927407392087747,0.0492049617806844,0.003997513921190405,0.01,43.046202552039176,0,0
3,3,2,35,0.04925318230526037,0.04918172832582353,0.003923987972340594,0.01,43.15734398900531,0,0
3,3,2,36,0.04920760371020545,0.04923514926590934,0.0038717311870631477,0.01,43.266154934011865,0,0
3,3,2,37,0.04913987100636267,0.04917621683245948,0.0039523652928651724,0.01,43.37582903500879,0,0
3,3,2,38,0.04917506924522573,0.049224689136856195,0.004013153374674617,0.01,43.486942016053945,0,0
3,3,2,39,0.04933384633461513,0.049177853475383414,0.003922343690578615,0.01,43.596326581027824,0,0
3,3,2,40,0.04917728944408291,0.049173095392293725,0.003946493573933659,0.01,43.7075379450107,0,0
3,3,2,41,0.04913627402444967,0.04917245127848893,0.0039346706468124555,0.01,43.81949608604191,0,0
3,3,2,42,0.04928693804165288,0.04918296677663291,0.003907453363949677,0.01,43.93227054801537,0,0
3,3,2,43,0.04929570729385284,0.04924534867980173,0.004023429301313753,0.01,44.04498012200929,0,0
3,3,2,44,0.04929282158141239,0.049179124724601044,0.003909216227324047,0.01,44.157981549040414,0,0
3,3,2,45,0.04928400766654058,0.0491820008547395,0.003903648629781017,0.01,44.27161422802601,0,0
3,3,2,46,0.0492393587353883,0.04917194465655267,0.003955427904010773,0.01,44.38761238503503,0,0
3,3,2,47,0.049199875420558134,0.04920536217183363,0.0038778659550627874,0.01,44.50306104600895,0,0
3,3,4,0,0.009659668598243108,0.005577848370848063,0.0007554878655815076,0.01,40.39022780000232,0,1
3,3,4,1,0.005387365700496586,0.005504208553151671,0.0007960951854183164,0.01,40.52625675301533,0,1
3,3,4,2,0.005253939212005267,0.005274634817674187,0.0007633155617921393,0.01,40.6593943000189,0,1
3,3,4,3,0.005167027356583162,0.0052284757628611855,0.0007596610385821171,0.01,40.791907339997124,0,0
3,3,4,4,0.005131488156871958,0.005192720076870318,0.0007716840020546423,0.01,40.92540126404492,0,1
3,3,4,5,0.005110154610517643,0.0051727249618962945,0.0007813346807497238,0.01,41.062947758007795,0,0
3,3,4,6,0.00508763651922973,0.0051572053876623915,0.0007809410443093331,0.01,41.20375184004661,0,0
3,3,4,7,0.005079062810341129,0.005150923549051256,0.0007846763168261615,0.01,41.34347068401985,0,0
3,3,4,8,0.005097967095943152,0.005148823313837612,0.0007837604412305823,0.01,41.48089541605441,0,0
3,3,4,9,0.005075949669346113,0.005152707082108689,0.0007899492939047606,0.01,41.61696599103743,0,0
3,3,4,10,0.0050781740719140515,0.005144847055462778,0.0007805741118130398,0.01,41.75520715303719,0,0
3,3,4,11,0.005089957480820285,0.005144251650356538,0.0007844330244490606,0.01,41.89370085700648,0,0
3,3,4,12,0.005080142002261655,0.005143271853787624,0.0007818163059745214,0.01,42.028381187003106,0,0
3,3,4,13,0.005097847557793007,0.0051427474254244435,0.0007817619201189107,0.01,42.1634225390153,0,0
3,3,4,14,0.005072466984705924,0.005144630076776633,0.000785545821351201,0.01,42.298984465014655,0,0
3,3,4,15,0.005089996947802246,0.005142828979258979,0.0007844634121557463,0.01,42.43359847704414,0,0
3,3,4,16,0.005065267000193193,0.005146262848674337,0.0007883942419565273,0.01,42.57030419301009,0,0
