iteration,train_loss,val_eta2
1,2.031872e-01,6.106566e-02
2,6.820551e-02,5.471267e-02
3,5.447646e-02,5.507927e-02
4,5.234931e-02,5.257991e-02
5,5.165008e-02,5.156914e-02
6,5.089753e-02,5.072154e-02
7,5.024217e-02,5.012286e-02
8,4.977659e-02,4.972959e-02
9,4.970361e-02,5.006249e-02
10,4.956999e-02,4.943412e-02
11,4.939784e-02,4.937138e-02
12,4.933963e-02,4.939835e-02
13,4.928198e-02,4.927050e-02
14,4.924408e-02,4.926272e-02
15,4.916612e-02,4.926065e-02
16,4.935582e-02,4.929907e-02
17,4.922707e-02,4.925974e-02
18,4.919700e-02,4.928459e-02
19,4.933506e-02,4.932312e-02
20,4.919396e-02,4.926420e-02
21,4.929073e-02,4.936192e-02
22,4.934387e-02,4.924664e-02
23,4.923018e-02,4.924939e-02
24,4.932684e-02,4.925841e-02
25,4.926393e-02,4.924713e-02
26,4.937299e-02,4.923969e-02
27,4.937917e-02,4.925426e-02
28,4.924101e-02,4.925331e-02
29,4.929531e-02,4.923645e-02
30,4.914021e-02,4.923392e-02
31,4.926526e-02,4.923853e-02
32,4.937322e-02,4.924298e-02
33,4.921036e-02,4.942704e-02
34,4.928090e-02,4.927535e-02
35,4.932999e-02,4.937655e-02
36,4.922004e-02,4.923236e-02
37,4.923694e-02,4.923660e-02
38,4.931179e-02,4.922459e-02
39,4.936986e-02,4.929751e-02
40,4.921003e-02,4.922368e-02
41,4.920588e-02,4.937911e-02
42,4.940346e-02,4.933912e-02
43,4.919385e-02,4.922053e-02
44,4.921461e-02,4.934236e-02
45,4.911950e-02,4.921922e-02
46,4.920212e-02,4.922697e-02
47,4.930824e-02,4.921716e-02
48,4.921887e-02,4.921571e-02
49,4.923745e-02,4.927165e-02
50,4.926061e-02,4.927154e-02
51,2.578739e-02,1.791204e-02
52,9.741432e-03,5.931011e-03
53,5.595645e-03,5.646659e-03
54,5.450079e-03,5.568784e-03
55,5.377680e-03,5.514994e-03
56,5.353526e-03,5.426526e-03
57,5.260127e-03,5.394908e-03
58,5.200271e-03,5.270681e-03
59,5.164893e-03,5.237474e-03
60,5.131653e-03,5.206950e-03
61,5.107980e-03,5.185276e-03
62,5.111086e-03,5.176977e-03
63,5.092659e-03,5.172306e-03
64,5.089671e-03,5.165446e-03
65,5.068279e-03,5.161014e-03
66,5.079179e-03,5.159150e-03
67,5.088426e-03,5.156125e-03
68,5.092428e-03,5.156056e-03
69,5.061456e-03,5.152799e-03
70,5.077518e-03,5.154527e-03
71,5.086127e-03,5.151141e-03
72,5.080856e-03,5.153078e-03
73,5.079618e-03,5.153831e-03
74,5.078195e-03,5.150601e-03
75,5.086301e-03,5.154306e-03
76,5.092391e-03,5.147129e-03
77,5.072377e-03,5.158086e-03
78,5.086197e-03,5.167303e-03
79,5.052070e-03,5.146996e-03
80,5.071629e-03,5.147354e-03
81,5.088929e-03,5.149525e-03
82,5.081112e-03,5.147561e-03
83,5.078858e-03,5.144794e-03
84,5.079731e-03,5.144985e-03
85,5.067759e-03,5.144607e-03
86,5.082865e-03,5.143334e-03
87,5.079447e-03,5.144327e-03
88,5.082723e-03,5.142782e-03
89,5.069957e-03,5.147235e-03
90,5.055464e-03,5.142269e-03
91,5.068391e-03,5.142271e-03
92,5.067823e-03,5.142262e-03
93,5.063750e-03,5.142635e-03
94,5.069488e-03,5.146619e-03
95,5.049680e-03,5.142036e-03
96,5.080230e-03,5.143353e-03
97,5.048492e-03,5.141845e-03
98,5.084063e-03,5.141352e-03
99,5.068038e-03,5.140631e-03
100,5.069508e-03,5.141230e-03
101,5.066532e-03,5.140940e-03
102,5.068936e-03,5.139968e-03
103,5.064137e-03,5.140876e-03
104,5.085920e-03,5.140002e-03
105,5.062000e-03,5.140823e-03
106,5.062790e-03,5.139956e-03
107,5.069599e-03,5.140500e-03
108,5.078365e-03,5.139539e-03
109,5.062675e-03,5.141542e-03
110,6.022430e-04,5.838400e-04
111,5.301406e-04,5.358486e-04
112,5.080390e-04,5.292110e-04
113,5.065185e-04,5.253197e-04
114,5.010956e-04,5.238287e-04
115,5.011938e-04,5.217590e-04
116,5.018547e-04,5.211721e-04
117,5.036931e-04,5.197889e-04
118,4.988486e-04,5.191604e-04
119,4.971375e-04,5.189699e-04
120,4.997652e-04,5.187455e-04
121,5.003523e-04,5.184574e-04
122,4.947356e-04,5.183088e-04
123,4.976716e-04,5.180883e-04
124,4.976067e-04,5.181836e-04
125,4.987098e-04,5.180163e-04
126,4.965757e-04,5.180997e-04
127,4.958198e-04,5.180613e-04
128,4.937702e-04,5.182006e-04
129,4.973972e-04,5.177435e-04
130,4.983306e-04,5.179052e-04
131,4.967550e-04,5.175901e-04
132,4.968696e-04,5.176621e-04
133,5.009124e-04,5.176774e-04
134,4.983356e-04,5.179040e-04
135,4.984785e-04,5.174699e-04
136,4.946171e-04,5.176081e-04
137,4.965920e-04,5.173751e-04
138,4.994126e-04,5.174017e-04
139,4.997342e-04,5.176421e-04
140,4.958270e-04,5.172385e-04
141,4.986203e-04,5.172607e-04
142,4.979451e-04,5.172960e-04
143,4.985481e-04,5.171341e-04
144,4.942909e-04,5.171125e-04
145,4.952514e-04,5.173626e-04
146,4.965719e-04,5.170299e-04
147,4.950680e-04,5.171489e-04
148,4.954452e-04,5.169755e-04
149,4.940805e-04,5.169412e-04
150,4.944450e-04,5.169496e-04
151,4.968955e-04,5.169019e-04
152,4.947778e-04,5.168366e-04
153,4.953392e-04,5.167960e-04
154,4.956831e-04,5.170551e-04
155,4.965971e-04,5.169441e-04
156,4.943116e-04,5.169141e-04
157,4.980803e-04,5.167986e-04
158,4.973204e-04,5.167405e-04
159,4.971837e-04,5.168291e-04
160,4.953683e-04,5.168134e-04
161,4.976469e-04,5.166961e-04
162,5.350669e-05,5.441400e-05
163,5.033947e-05,5.314784e-05
