iteration,train_loss,val_eta2
164,4.942652e-05,5.296696e-05
165,4.918081e-05,5.280986e-05
166,4.922108e-05,5.276256e-05
167,4.892191e-05,5.274337e-05
168,4.939500e-05,5.272483e-05
169,4.906486e-05,5.270981e-05
170,4.905608e-05,5.270547e-05
171,4.929362e-05,5.268778e-05
172,4.929848e-05,5.268291e-05
173,4.940627e-05,5.266781e-05
174,4.880570e-05,5.266941e-05
175,4.896758e-05,5.266240e-05
176,4.936455e-05,5.267423e-05
177,4.916764e-05,5.265549e-05
178,4.919598e-05,5.264271e-05
179,4.967996e-05,5.264504e-05
180,4.901283e-05,5.263160e-05
181,4.910617e-05,5.263191e-05
182,4.903341e-05,5.264585e-05
183,4.896460e-05,5.264954e-05
184,4.902771e-05,5.265366e-05
185,4.890685e-05,5.267592e-05
186,4.941438e-05,5.264855e-05
187,4.917754e-05,5.262170e-05
188,4.882363e-05,5.262306e-05
189,4.880062e-05,5.262259e-05
190,4.919727e-05,5.260902e-05
191,4.927962e-05,5.260328e-05
192,4.875264e-05,5.260277e-05
193,4.922779e-05,5.261026e-05
194,4.910136e-05,5.259964e-05
195,4.880861e-05,5.259603e-05
196,4.868921e-05,5.259532e-05
197,4.874380e-05,5.259249e-05
198,4.896052e-05,5.260135e-05
199,4.928011e-05,5.259088e-05
200,4.886882e-05,5.259221e-05
201,4.881422e-05,5.258937e-05
202,4.898021e-05,5.259646e-05
203,4.918522e-05,5.258600e-05
204,4.927544e-05,5.258159e-05
205,4.909652e-05,5.257919e-05
206,4.922703e-05,5.258327e-05
207,4.927545e-05,5.259128e-05
208,4.876827e-05,5.258445e-05
209,4.892587e-05,5.258019e-05
210,4.900879e-05,5.259811e-05
211,4.896086e-05,5.261838e-05
212,4.867171e-05,5.258991e-05
213,4.939671e-05,5.257698e-05
214,4.900206e-05,5.257133e-05
215,4.966191e-05,5.258208e-05
216,4.916872e-05,5.256533e-05
217,4.901707e-05,5.256964e-05
218,4.905595e-05,5.256608e-05
219,4.942267e-05,5.259410e-05
220,4.893291e-05,5.258054e-05
221,4.875288e-05,5.257948e-05
222,4.887269e-05,5.256673e-05
223,4.888998e-05,5.257789e-05
224,4.912508e-05,5.256293e-05
225,4.870869e-05,5.255802e-05
226,4.912065e-05,5.255829e-05
227,4.867843e-05,5.255549e-05
228,4.884590e-05,5.255775e-05
229,4.921724e-05,5.255461e-05
230,4.896782e-05,5.255379e-05
231,5.138114e-06,5.639674e-06
232,5.007562e-06,5.479818e-06
233,4.970448e-06,5.461476e-06
234,4.941832e-06,5.456436e-06
235,4.955579e-06,5.451895e-06
236,4.916146e-06,5.450870e-06
237,4.940780e-06,5.444779e-06
238,4.948398e-06,5.444332e-06
239,4.939862e-06,5.443862e-06
240,4.894360e-06,5.441051e-06
241,4.909799e-06,5.439874e-06
242,4.899394e-06,5.440451e-06
243,4.912713e-06,5.438206e-06
244,4.903484e-06,5.440407e-06
245,4.887553e-06,5.437045e-06
246,4.911465e-06,5.477719e-06
247,4.920440e-06,5.442864e-06
248,4.888224e-06,5.476883e-06
249,4.918931e-06,5.456785e-06
250,4.893686e-06,5.435401e-06
251,4.882391e-06,5.434979e-06
252,4.895545e-06,5.434438e-06
253,4.907027e-06,5.434427e-06
254,4.928708e-06,5.433755e-06
255,4.951839e-06,5.433605e-06
256,4.908867e-06,5.433490e-06
257,4.925963e-06,5.433039e-06
258,4.938554e-06,5.432816e-06
259,4.928063e-06,5.432609e-06
260,4.903448e-06,5.432651e-06
261,4.931104e-06,5.431996e-06
262,4.894672e-06,5.431948e-06
263,4.902103e-06,5.431643e-06
264,4.915311e-06,5.432656e-06
265,4.923027e-06,5.431288e-06
266,4.891992e-06,5.431256e-06
267,4.940025e-06,5.430898e-06
268,4.895675e-06,5.430784e-06
269,4.907455e-06,5.431007e-06
270,4.957239e-06,5.431030e-06
271,4.916668e-06,5.431625e-06
272,4.890939e-06,5.430444e-06
273,5.520263e-07,6.169433e-07
274,5.387009e-07,6.041858e-07
275,5.242149e-07,5.969288e-07
276,5.211653e-07,5.933069e-07
277,5.208850e-07,5.917058e-07
278,5.212219e-07,5.904778e-07
279,5.221499e-07,5.905080e-07
280,5.202737e-07,5.883943e-07
281,5.157338e-07,5.883181e-07
282,5.219954e-07,5.871658e-07
283,5.177231e-07,5.867231e-07
284,5.182925e-07,5.862867e-07
285,5.210197e-07,5.859106e-07
286,5.160207e-07,5.855426e-07
287,5.141683e-07,5.851774e-07
288,5.156561e-07,5.850756e-07
289,5.122345e-07,5.847171e-07
290,5.103809e-07,5.843046e-07
291,5.128693e-07,5.841419e-07
292,5.180714e-07,5.838977e-07
293,5.138302e-07,5.838281e-07
294,5.098439e-07,5.836929e-07
295,5.129235e-07,5.832914e-07
296,5.167538e-07,5.831271e-07
297,5.149476e-07,5.839814e-07
298,5.127781e-07,5.832094e-07
299,5.127031e-07,5.826300e-07
300,5.143612e-07,5.826981e-07
301,5.163477e-07,5.823990e-07
302,5.109094e-07,5.826009e-07
303,5.106152e-07,5.833325e-07
304,5.092761e-07,5.819890e-07
305,5.135117e-07,5.820295e-07
306,5.099047e-07,5.820276e-07
307,5.115352e-07,5.827969e-07
308,5.079176e-07,5.818752e-07
309,5.100516e-07,5.814016e-07
310,5.100096e-07,5.814554e-07
311,5.125147e-07,5.812663e-07
312,5.080746e-07,5.813490e-07
313,5.073424e-07,5.810171e-07
314,5.070748e-07,5.810789e-07
315,5.046713e-07,5.808741e-07
316,5.155409e-07,5.810099e-07
317,5.111753e-07,5.807424e-07
318,5.064931e-07,5.807912e-07
319,5.122976e-07,5.806405e-07
320,5.117489e-07,5.806752e-07
321,5.087169e-07,5.812919e-07
322,5.118023e-07,5.803657e-07
323,5.115849e-07,5.804406e-07
324,5.118959e-07,5.802064e-07
325,5.069269e-07,5.801357e-07
326,5.090298e-07,5.802035e-07
327,5.135563e-07,5.800881e-07
328,5.141367e-07,5.800330e-07
329,5.063830e-07,5.800755e-07
330,5.072214e-07,5.799218e-07
