iteration,train_loss,val_eta2
57,5.149294e-03,5.234261e-03
58,5.141056e-03,5.199661e-03
59,5.104759e-03,5.179719e-03
60,5.109378e-03,5.167539e-03
61,5.102852e-03,5.163411e-03
62,5.087876e-03,5.155128e-03
63,5.068584e-03,5.160988e-03
64,5.086213e-03,5.156561e-03
65,5.100297e-03,5.148230e-03
66,5.091730e-03,5.148072e-03
67,5.093886e-03,5.148160e-03
68,5.081393e-03,5.152840e-03
69,5.084588e-03,5.145513e-03
70,5.081398e-03,5.144836e-03
71,5.059920e-03,5.144075e-03
72,5.078930e-03,5.144168e-03
73,5.072833e-03,5.147157e-03
74,5.069092e-03,5.152386e-03
75,5.087166e-03,5.143147e-03
76,5.101821e-03,5.143267e-03
77,5.082913e-03,5.142907e-03
78,5.054506e-03,5.142670e-03
79,5.090414e-03,5.149223e-03
80,5.066393e-03,5.142372e-03
81,5.087984e-03,5.143288e-03
82,5.062348e-03,5.145363e-03
83,5.061167e-03,5.143265e-03
84,5.069317e-03,5.144148e-03
85,5.067198e-03,5.142021e-03
86,5.061186e-03,5.145735e-03
87,5.070002e-03,5.144213e-03
88,5.080637e-03,5.148099e-03
89,5.067131e-03,5.143877e-03
90,5.066519e-03,5.151996e-03
91,5.064191e-03,5.142921e-03
92,5.048471e-03,5.144408e-03
93,5.062026e-03,5.141188e-03
94,5.089838e-03,5.141173e-03
95,5.072819e-03,5.141453e-03
96,5.082549e-03,5.142256e-03
97,5.091207e-03,5.141796e-03
98,5.080650e-03,5.140957e-03
99,5.074863e-03,5.144594e-03
100,5.055116e-03,5.142975e-03
101,5.060979e-03,5.144319e-03
102,5.066236e-03,5.140644e-03
103,5.068172e-03,5.141349e-03
104,5.051467e-03,5.140731e-03
105,5.061741e-03,5.140449e-03
106,5.077568e-03,5.143028e-03
107,5.083075e-03,5.142425e-03
108,5.065136e-03,5.140448e-03
109,5.061400e-03,5.142369e-03
110,5.554194e-04,5.372166e-04
111,5.123337e-04,5.297579e-04
112,5.022997e-04,5.220816e-04
113,5.003611e-04,5.202549e-04
114,5.000369e-04,5.197702e-04
115,5.003619e-04,5.194506e-04
116,4.999589e-04,5.192351e-04
117,4.977603e-04,5.189910e-04
118,4.980827e-04,5.188689e-04
119,4.989323e-04,5.187393e-04
120,4.996522e-04,5.186111e-04
121,4.991512e-04,5.186590e-04
122,4.974191e-04,5.183833e-04
123,4.985071e-04,5.182763e-04
124,4.968859e-04,5.183197e-04
125,4.975986e-04,5.181049e-04
126,5.002017e-04,5.179983e-04
127,4.948806e-04,5.180260e-04
128,4.973412e-04,5.180258e-04
129,4.981000e-04,5.178766e-04
130,4.975057e-04,5.179559e-04
131,4.971447e-04,5.179240e-04
132,4.954447e-04,5.176966e-04
133,4.949348e-04,5.176664e-04
134,4.977188e-04,5.179473e-04
135,4.960870e-04,5.177925e-04
136,4.979073e-04,5.175874e-04
137,5.000917e-04,5.174364e-04
138,4.969895e-04,5.173743e-04
139,4.954547e-04,5.174393e-04
140,4.957950e-04,5.177301e-04
141,4.941772e-04,5.182298e-04
142,4.970977e-04,5.173715e-04
143,4.935429e-04,5.174884e-04
144,4.964054e-04,5.184026e-04
145,4.963577e-04,5.181793e-04
146,4.964691e-04,5.171745e-04
147,4.948346e-04,5.174910e-04
148,4.964361e-04,5.172961e-04
149,4.955629e-04,5.170938e-04
150,4.960916e-04,5.173198e-04
151,4.957410e-04,5.170106e-04
152,4.983337e-04,5.169578e-04
153,5.357042e-05,5.534379e-05
154,5.072773e-05,5.339172e-05
155,4.931032e-05,5.303048e-05
156,4.952533e-05,5.286840e-05
157,4.917411e-05,5.282117e-05
158,4.925604e-05,5.278428e-05
159,4.938794e-05,5.274652e-05
160,4.934872e-05,5.276797e-05
161,4.917901e-05,5.283308e-05
162,4.935211e-05,5.273300e-05
163,4.908737e-05,5.270546e-05
164,4.934318e-05,5.268345e-05
165,4.871438e-05,5.272691e-05
166,4.909341e-05,5.268019e-05
167,4.944755e-05,5.268113e-05
168,4.899686e-05,5.266630e-05
169,4.892732e-05,5.265887e-05
170,4.913283e-05,5.267158e-05
171,4.902949e-05,5.265446e-05
172,4.916870e-05,5.272618e-05
173,4.916528e-05,5.272987e-05
174,4.963816e-05,5.265187e-05
175,4.922947e-05,5.264769e-05
176,4.899201e-05,5.264429e-05
177,4.925341e-05,5.267372e-05
178,4.873965e-05,5.263331e-05
179,4.893004e-05,5.272865e-05
180,4.894822e-05,5.263914e-05
181,4.909092e-05,5.263025e-05
182,4.920131e-05,5.318222e-05
183,4.910296e-05,5.269774e-05
184,4.956466e-05,5.262094e-05
185,4.891271e-05,5.261567e-05
186,4.881864e-05,5.263049e-05
187,4.913153e-05,5.262960e-05
188,4.881646e-05,5.261779e-05
189,4.917690e-05,5.262503e-05
190,4.867467e-05,5.266315e-05
191,4.942083e-05,5.260375e-05
192,4.905493e-05,5.260904e-05
193,4.940859e-05,5.261090e-05
194,4.915503e-05,5.264500e-05
195,4.901261e-05,5.259185e-05
196,4.917528e-05,5.259475e-05
197,4.932210e-05,5.258537e-05
198,5.216765e-06,5.667157e-06
199,5.064179e-06,5.523678e-06
200,5.006885e-06,5.482090e-06
201,4.949657e-06,5.470017e-06
202,4.929933e-06,5.463073e-06
203,4.942764e-06,5.457720e-06
204,4.929808e-06,5.456320e-06
205,4.911417e-06,5.455747e-06
206,4.932421e-06,5.454457e-06
207,4.935684e-06,5.465389e-06
208,4.949540e-06,5.447146e-06
209,4.974501e-06,5.449253e-06
210,4.929908e-06,5.443976e-06
211,4.887589e-06,5.452105e-06
212,4.926561e-06,5.444323e-06
213,4.900992e-06,5.441804e-06
214,4.950106e-06,5.440597e-06
215,4.918443e-06,5.440724e-06
216,4.873114e-06,5.439271e-06
217,4.921200e-06,5.439710e-06
218,4.884889e-06,5.438970e-06
219,4.955338e-06,5.438084e-06
220,4.957831e-06,5.438149e-06
221,4.947145e-06,5.437245e-06
222,4.909719e-06,5.436636e-06
223,4.942512e-06,5.436231e-06
224,4.929670e-06,5.435677e-06
225,4.898089e-06,5.436474e-06
226,4.928038e-06,5.439858e-06
227,4.950712e-06,5.441642e-06
228,4.921258e-06,5.435084e-06
229,4.898935e-06,5.434654e-06
230,4.931221e-06,5.434006e-06
231,4.908127e-06,5.434547e-06
232,4.928013e-06,5.433706e-06
233,4.937505e-06,5.433153e-06
234,4.934976e-06,5.433134e-06
235,4.938880e-06,5.433306e-06
236,4.908936e-06,5.432650e-06
237,4.926786e-06,5.432487e-06
238,4.918666e-06,5.432427e-06
239,4.954061e-06,5.435012e-06
240,4.906451e-06,5.432352e-06
241,4.945483e-06,5.431604e-06
242,4.900124e-06,5.431806e-06
243,5.411073e-07,6.103498e-07
244,5.304264e-07,6.004286e-07
245,5.205147e-07,5.952524e-07
246,5.273326e-07,5.948297e-07
247,5.237271e-07,5.933747e-07
248,5.188450e-07,5.919345e-07
249,5.172141e-07,5.911916e-07
250,5.156183e-07,5.895962e-07
251,5.207027e-07,5.886805e-07
252,5.218466e-07,5.902706e-07
253,5.174048e-07,5.878975e-07
254,5.130447e-07,5.869021e-07
255,5.142766e-07,5.866290e-07
256,5.208263e-07,5.864343e-07
257,5.122187e-07,5.871492e-07
258,5.140608e-07,5.864620e-07
259,5.140260e-07,5.851863e-07
260,5.129362e-07,5.849512e-07
261,5.133431e-07,5.847742e-07
262,5.145316e-07,5.851875e-07
263,5.124585e-07,5.855736e-07
264,5.140163e-07,5.845469e-07
265,5.140315e-07,5.874913e-07
266,5.178148e-07,5.837402e-07
267,5.106841e-07,5.835882e-07
268,5.121640e-07,5.836179e-07
269,5.182600e-07,5.834665e-07
270,5.135246e-07,5.833924e-07
271,5.115567e-07,5.838125e-07
272,5.116257e-07,5.830995e-07
273,5.144985e-07,5.837403e-07
274,5.142342e-07,5.827515e-07
275,5.100569e-07,5.829205e-07
276,5.124681e-07,5.823358e-07
277,5.110544e-07,5.821822e-07
278,5.178634e-07,5.820597e-07
279,5.113245e-07,5.818994e-07
280,5.088606e-07,5.839857e-07
281,5.141986e-07,5.820088e-07
282,5.101244e-07,5.818174e-07
283,5.146958e-07,5.814855e-07
284,5.164029e-07,5.814000e-07
285,5.119525e-07,5.813243e-07
286,5.134377e-07,5.812987e-07
287,5.114902e-07,5.812088e-07
288,5.118825e-07,5.810933e-07
289,5.064733e-07,5.821494e-07
290,5.109848e-07,5.810248e-07
291,5.075259e-07,5.808128e-07
292,5.105363e-07,5.813369e-07
293,5.125985e-07,5.807472e-07
294,5.117645e-07,5.807284e-07
295,5.087121e-07,5.809500e-07
296,5.068122e-07,5.804538e-07
297,5.060774e-07,5.803605e-07
298,5.092955e-07,5.804702e-07
299,5.182355e-07,5.802465e-07
300,5.091631e-07,5.805712e-07
301,5.131650e-07,5.801506e-07
302,5.126470e-07,5.800670e-07
303,5.109529e-07,5.807357e-07
304,5.113321e-07,5.799736e-07
305,5.119269e-07,5.799570e-07
306,5.130756e-07,5.803259e-07
307,5.112628e-07,5.805095e-07
308,5.064192e-07,5.798533e-07
309,5.088449e-07,5.796956e-07
310,5.090602e-07,5.797979e-07
311,5.143607e-07,5.795803e-07
312,5.082396e-07,5.796047e-07
313,5.077244e-07,5.797044e-07
314,5.121418e-07,5.794349e-07
315,5.127485e-07,5.794067e-07
316,5.083427e-07,5.795559e-07
317,5.081466e-07,5.794269e-07
318,5.070445e-07,5.795464e-07
319,5.050909e-07,5.791770e-07
320,5.091434e-07,5.791424e-07
321,5.107591e-07,5.791498e-07
322,5.099540e-07,5.791543e-07
323,5.149630e-07,5.791555e-07
324,5.104926e-07,5.790250e-07
325,5.038183e-07,5.790083e-07
326,5.104903e-07,5.789083e-07
327,5.092461e-07,5.790141e-07
328,5.046130e-07,5.790149e-07
329,5.111645e-07,5.787723e-07
330,5.115565e-07,5.787798e-07
