iteration,train_loss,val_eta2
1,2.903051e-01,7.300955e-02
2,6.351861e-02,5.343907e-02
3,5.186138e-02,5.179377e-02
4,5.123400e-02,5.127009e-02
5,5.075919e-02,5.057994e-02
6,5.009469e-02,4.999556e-02
7,4.966477e-02,4.949686e-02
8,4.927398e-02,4.926347e-02
9,4.915949e-02,4.930091e-02
10,4.925562e-02,4.932775e-02
11,4.913339e-02,4.921297e-02
12,4.930606e-02,4.921451e-02
13,4.920105e-02,4.921149e-02
14,4.922415e-02,4.920827e-02
15,4.917011e-02,4.921690e-02
16,4.916057e-02,4.920297e-02
17,4.939554e-02,4.920995e-02
18,4.930579e-02,4.919933e-02
19,4.917485e-02,4.919624e-02
20,4.920373e-02,4.919547e-02
21,4.926912e-02,4.919387e-02
22,4.915075e-02,4.922214e-02
23,4.928456e-02,4.920752e-02
24,4.934952e-02,4.919557e-02
25,4.919720e-02,4.921002e-02
26,4.916377e-02,4.918731e-02
27,4.922808e-02,4.918533e-02
28,4.927057e-02,4.918608e-02
29,4.925945e-02,4.919287e-02
30,4.914784e-02,4.933818e-02
31,4.921455e-02,4.926284e-02
32,4.922091e-02,4.918314e-02
33,4.908044e-02,4.917930e-02
34,4.921325e-02,4.922341e-02
35,4.927407e-02,4.920496e-02
36,4.925318e-02,4.918173e-02
37,4.920760e-02,4.923515e-02
38,4.913987e-02,4.917622e-02
39,4.917507e-02,4.922469e-02
40,4.933385e-02,4.917785e-02
41,4.917729e-02,4.917310e-02
42,4.913627e-02,4.917245e-02
43,4.928694e-02,4.918297e-02
44,4.929571e-02,4.924535e-02
45,4.929282e-02,4.917912e-02
46,4.928401e-02,4.918200e-02
47,4.923936e-02,4.917194e-02
48,4.919988e-02,4.920536e-02
49,9.659669e-03,5.577848e-03
50,5.387366e-03,5.504209e-03
51,5.253939e-03,5.274635e-03
52,5.167027e-03,5.228476e-03
53,5.131488e-03,5.192720e-03
54,5.110155e-03,5.172725e-03
55,5.087637e-03,5.157205e-03
56,5.079063e-03,5.150924e-03
57,5.097967e-03,5.148823e-03
58,5.075950e-03,5.152707e-03
59,5.078174e-03,5.144847e-03
60,5.089957e-03,5.144252e-03
61,5.080142e-03,5.143272e-03
62,5.097848e-03,5.142747e-03
63,5.072467e-03,5.144630e-03
64,5.089997e-03,5.142829e-03
65,5.065267e-03,5.146263e-03
66,5.085022e-03,5.141951e-03
67,5.069719e-03,5.144384e-03
68,5.093471e-03,5.141942e-03
69,5.081964e-03,5.141020e-03
70,5.071098e-03,5.141859e-03
71,5.066029e-03,5.140541e-03
72,5.063282e-03,5.141014e-03
73,5.064532e-03,5.144420e-03
74,5.096442e-03,5.141305e-03
75,5.089815e-03,5.139971e-03
76,5.054116e-03,5.139573e-03
77,5.076957e-03,5.139422e-03
78,5.065555e-03,5.141402e-03
79,5.039039e-03,5.139301e-03
80,5.074162e-03,5.139056e-03
81,5.064515e-03,5.143399e-03
82,5.080530e-03,5.139586e-03
83,5.046621e-03,5.139271e-03
84,5.053301e-03,5.139901e-03
85,5.066375e-03,5.138971e-03
86,5.059778e-03,5.138743e-03
87,5.067051e-03,5.138838e-03
88,5.086157e-03,5.138309e-03
89,5.062187e-03,5.138438e-03
90,5.063277e-03,5.138366e-03
91,5.073873e-03,5.138096e-03
92,5.061686e-03,5.142865e-03
93,5.058944e-03,5.138266e-03
94,5.054209e-03,5.138265e-03
95,5.076735e-03,5.138306e-03
96,5.071534e-03,5.140331e-03
97,5.059923e-03,5.138268e-03
98,5.088137e-03,5.138357e-03
99,5.041903e-03,5.139049e-03
100,5.076025e-03,5.138419e-03
101,5.065829e-03,5.139156e-03
102,5.075282e-03,5.138002e-03
103,5.053704e-03,5.137816e-03
104,5.053962e-03,5.137830e-03
105,5.076683e-03,5.138459e-03
106,5.065556e-03,5.138883e-03
107,5.047378e-03,5.138022e-03
108,5.067658e-03,5.137978e-03
109,5.058684e-03,5.137748e-03
110,5.066746e-03,5.139039e-03
111,5.066071e-03,5.137566e-03
112,5.871200e-04,5.521280e-04
113,5.152586e-04,5.247533e-04
114,5.012790e-04,5.205503e-04
115,5.021265e-04,5.198998e-04
116,4.989259e-04,5.195736e-04
117,4.987710e-04,5.193538e-04
118,4.975139e-04,5.195344e-04
119,4.982514e-04,5.191382e-04
120,4.959554e-04,5.189781e-04
121,4.984807e-04,5.188632e-04
122,4.982210e-04,5.187698e-04
123,5.000000e-04,5.186212e-04
124,4.948779e-04,5.185480e-04
125,4.948533e-04,5.185465e-04
