iteration,train_loss,val_eta2
96,5.085109e-03,5.149525e-03
97,5.063559e-03,5.145623e-03
98,5.079206e-03,5.147884e-03
99,5.058979e-03,5.145120e-03
100,5.072840e-03,5.145437e-03
101,5.061589e-03,5.149068e-03
102,5.090595e-03,5.146885e-03
103,5.088495e-03,5.146244e-03
104,5.080766e-03,5.143759e-03
105,5.076516e-03,5.145044e-03
106,6.083464e-04,5.859812e-04
107,5.223112e-04,5.289951e-04
108,5.059316e-04,5.241994e-04
109,5.053253e-04,5.225765e-04
110,5.019503e-04,5.215890e-04
111,4.999794e-04,5.212882e-04
112,4.988457e-04,5.201652e-04
113,4.986577e-04,5.202892e-04
114,4.958948e-04,5.194258e-04
115,4.964031e-04,5.192454e-04
116,4.983514e-04,5.190398e-04
117,4.962942e-04,5.193020e-04
118,4.980315e-04,5.186797e-04
119,4.997824e-04,5.184925e-04
120,4.977365e-04,5.183612e-04
121,4.951493e-04,5.182562e-04
122,4.982434e-04,5.181662e-04
123,4.978552e-04,5.181073e-04
124,4.980943e-04,5.180524e-04
125,4.974543e-04,5.181222e-04
126,4.977157e-04,5.184193e-04
127,4.945720e-04,5.187578e-04
128,4.948198e-04,5.179138e-04
129,4.998487e-04,5.178599e-04
130,4.984480e-04,5.187780e-04
131,4.956140e-04,5.187566e-04
132,4.974929e-04,5.177694e-04
133,5.003040e-04,5.177267e-04
134,4.991366e-04,5.177693e-04
135,4.973389e-04,5.182570e-04
136,4.940011e-04,5.178942e-04
137,4.957064e-04,5.176845e-04
138,4.997989e-04,5.176318e-04
139,4.982794e-04,5.175886e-04
140,4.963364e-04,5.175647e-04
141,4.967275e-04,5.176485e-04
142,4.971082e-04,5.175219e-04
143,4.998074e-04,5.176216e-04
144,4.997666e-04,5.174705e-04
145,4.971177e-04,5.174576e-04
146,4.995491e-04,5.174370e-04
147,4.964682e-04,5.175387e-04
148,4.981185e-04,5.174533e-04
149,4.962191e-04,5.173752e-04
150,5.478848e-05,5.564153e-05
151,5.111824e-05,5.380626e-05
152,4.975118e-05,5.328500e-05
153,4.978496e-05,5.308243e-05
154,4.919673e-05,5.300752e-05
155,4.938443e-05,5.292767e-05
156,4.911332e-05,5.287891e-05
157,4.928166e-05,5.282274e-05
158,4.895965e-05,5.279660e-05
159,4.902921e-05,5.278568e-05
160,4.935217e-05,5.275625e-05
161,4.908558e-05,5.275508e-05
162,4.942587e-05,5.272475e-05
163,4.887293e-05,5.271125e-05
164,4.934098e-05,5.270555e-05
165,4.888400e-05,5.269960e-05
166,4.899642e-05,5.270759e-05
167,4.910090e-05,5.271588e-05
168,4.920778e-05,5.268046e-05
169,4.880125e-05,5.272741e-05
170,4.915560e-05,5.270678e-05
171,4.930073e-05,5.269529e-05
172,4.920931e-05,5.265753e-05
173,4.917908e-05,5.265372e-05
174,4.893260e-05,5.266093e-05
175,4.904981e-05,5.264891e-05
176,4.905807e-05,5.266338e-05
177,4.908098e-05,5.265471e-05
178,4.892585e-05,5.264599e-05
179,4.906852e-05,5.263748e-05
180,4.881621e-05,5.263671e-05
181,4.931787e-05,5.264330e-05
182,4.887010e-05,5.262912e-05
183,4.899770e-05,5.266628e-05
184,4.933880e-05,5.262719e-05
185,4.889091e-05,5.261865e-05
186,4.900974e-05,5.262033e-05
187,4.886834e-05,5.262672e-05
188,4.919630e-05,5.265112e-05
189,4.890000e-05,5.263693e-05
190,4.901663e-05,5.261902e-05
191,4.915385e-05,5.261094e-05
192,4.959488e-05,5.261443e-05
193,4.888605e-05,5.260909e-05
194,5.324050e-06,5.844130e-06
195,5.114505e-06,5.570818e-06
196,5.050186e-06,5.522127e-06
197,4.982741e-06,5.498851e-06
198,4.998973e-06,5.487668e-06
199,4.970278e-06,5.480642e-06
200,4.955680e-06,5.477470e-06
201,4.947091e-06,5.466377e-06
202,4.906597e-06,5.473201e-06
203,4.936453e-06,5.461313e-06
204,4.923404e-06,5.456753e-06
205,4.923872e-06,5.452743e-06
206,4.905346e-06,5.469455e-06
207,4.963018e-06,5.456863e-06
208,4.914737e-06,5.449910e-06
209,4.918743e-06,5.447047e-06
210,4.922582e-06,5.445509e-06
211,4.912350e-06,5.445224e-06
212,4.905730e-06,5.443477e-06
213,4.929952e-06,5.444314e-06
214,4.919786e-06,5.442311e-06
215,4.893945e-06,5.441398e-06
216,4.938420e-06,5.440665e-06
217,4.934547e-06,5.440221e-06
218,4.937528e-06,5.440501e-06
219,4.932495e-06,5.554081e-06
220,5.036141e-06,5.516836e-06
221,4.948696e-06,5.441559e-06
222,4.962721e-06,5.439477e-06
223,4.927463e-06,5.438314e-06
224,4.931334e-06,5.437862e-06
225,4.881582e-06,5.437785e-06
226,4.901098e-06,5.437413e-06
227,4.947395e-06,5.437272e-06
228,4.916969e-06,5.436789e-06
229,4.931775e-06,5.436467e-06
230,4.952932e-06,5.436276e-06
231,4.907694e-06,5.436225e-06
232,4.911788e-06,5.436179e-06
233,4.946153e-06,5.435467e-06
234,4.911901e-06,5.435223e-06
235,4.932916e-06,5.435083e-06
236,4.894284e-06,5.435167e-06
237,4.899841e-06,5.435287e-06
238,4.905372e-06,5.434674e-06
239,4.893841e-06,5.434805e-06
240,4.902713e-06,5.434373e-06
241,4.915645e-06,5.434473e-06
242,4.937034e-06,5.434272e-06
243,4.977916e-06,5.434249e-06
244,4.937735e-06,5.433644e-06
245,4.908170e-06,5.433576e-06
246,4.948371e-06,5.433535e-06
247,4.904147e-06,5.433289e-06
248,4.893805e-06,5.433229e-06
249,4.934674e-06,5.433197e-06
250,4.904729e-06,5.432975e-06
251,4.919461e-06,5.432795e-06
252,4.918938e-06,5.432735e-06
253,5.336502e-07,5.988137e-07
254,5.222818e-07,5.948210e-07
255,5.178645e-07,5.982431e-07
256,5.210329e-07,5.898886e-07
257,5.135820e-07,5.888283e-07
258,5.147539e-07,5.880212e-07
259,5.201123e-07,5.871664e-07
260,5.140865e-07,5.866111e-07
261,5.156989e-07,5.868138e-07
262,5.121937e-07,5.872411e-07
263,5.131527e-07,5.859037e-07
264,5.130683e-07,5.853527e-07
265,5.131061e-07,5.850717e-07
266,5.138601e-07,5.845596e-07
267,5.175065e-07,5.851279e-07
268,5.131901e-07,5.845736e-07
269,5.132446e-07,5.838805e-07
270,5.111300e-07,5.839370e-07
271,5.149253e-07,5.833545e-07
272,5.124310e-07,5.834723e-07
273,5.160223e-07,5.831165e-07
274,5.145958e-07,5.836982e-07
275,5.110474e-07,5.825701e-07
276,5.132656e-07,5.825668e-07
277,5.109504e-07,5.826757e-07
278,5.092738e-07,5.833238e-07
279,5.152152e-07,5.820653e-07
280,5.126887e-07,5.818757e-07
281,5.117663e-07,5.836152e-07
282,5.117516e-07,5.821188e-07
283,5.103334e-07,5.830810e-07
284,5.139770e-07,5.813572e-07
285,5.113471e-07,5.814183e-07
286,5.087039e-07,5.812095e-07
287,5.156196e-07,5.817106e-07
288,5.136386e-07,5.812639e-07
289,5.113551e-07,5.815266e-07
290,5.073919e-07,5.819407e-07
291,5.144753e-07,5.809602e-07
292,5.094839e-07,5.805745e-07
293,5.065203e-07,5.804111e-07
294,5.120353e-07,5.808208e-07
295,5.101597e-07,5.806597e-07
296,5.086575e-07,5.802664e-07
297,5.096596e-07,5.805011e-07
298,5.097884e-07,5.804011e-07
299,5.052949e-07,5.809876e-07
300,5.105691e-07,5.802746e-07
301,5.067282e-07,5.801677e-07
302,5.058507e-07,5.803198e-07
303,5.083019e-07,5.800855e-07
304,5.085707e-07,5.796617e-07
305,5.075238e-07,5.795014e-07
306,5.116847e-07,5.794710e-07
307,5.091094e-07,5.796983e-07
308,5.076816e-07,5.796296e-07
309,5.115456e-07,5.792343e-07
