# loss=eq26 uniform_same_level eps=1e-12; h1_rel_val_median=median over FULL val set vs analytic u* (H1-seminorm, q=20)
level_N,iteration,train_loss,val_eta2,h1_rel_val_median
4,1,4.958709e-01,4.923150e-01,4.338477e-01
4,2,4.728206e-01,4.652051e-01,4.321215e-01
4,3,4.425822e-01,4.455411e-01,4.255261e-01
4,4,4.181995e-01,4.165245e-01,4.157490e-01
4,5,3.915704e-01,3.974165e-01,4.098678e-01
4,6,3.711141e-01,3.833874e-01,3.984415e-01
4,7,3.597568e-01,3.710576e-01,3.837471e-01
4,8,3.521030e-01,3.690849e-01,3.937014e-01
4,9,3.353218e-01,3.509575e-01,3.783107e-01
4,10,3.210359e-01,3.226881e-01,3.598077e-01
4,11,3.035422e-01,3.046418e-01,3.377882e-01
4,12,2.870628e-01,3.126064e-01,3.221052e-01
4,13,2.796897e-01,2.759023e-01,2.979600e-01
4,14,2.694546e-01,2.715792e-01,2.827627e-01
4,15,2.569081e-01,2.553292e-01,2.618315e-01
4,16,2.507746e-01,2.507244e-01,2.450733e-01
4,17,2.497230e-01,2.510106e-01,2.330244e-01
4,18,2.481582e-01,2.442346e-01,2.394205e-01
4,19,2.395258e-01,2.329185e-01,2.238112e-01
4,20,2.374246e-01,2.317943e-01,2.160600e-01
4,21,2.359113e-01,2.286193e-01,2.190233e-01
4,22,2.314687e-01,2.311984e-01,2.214659e-01
4,23,2.311408e-01,2.523460e-01,2.420896e-01
4,24,2.349581e-01,2.397183e-01,2.338074e-01
4,25,2.268027e-01,2.227094e-01,2.112868e-01
4,26,2.378098e-01,2.189142e-01,2.072878e-01
4,27,2.251892e-01,2.509353e-01,2.390501e-01
4,28,2.282162e-01,2.139137e-01,1.913311e-01
4,29,2.266578e-01,2.143709e-01,2.015383e-01
4,30,2.221959e-01,2.166734e-01,2.024716e-01
4,31,2.267845e-01,2.139659e-01,2.007782e-01
4,32,2.279762e-01,2.281340e-01,2.128671e-01
4,33,2.230430e-01,2.390938e-01,2.306486e-01
4,34,2.288664e-01,2.625570e-01,2.514221e-01
