# loss=eq26 uniform_same_level eps=1e-12; h1_rel_val_median=median over FULL val set vs analytic u* (H1-seminorm, q=20)
level_N,iteration,train_loss,val_eta2,h1_rel_val_median
4,1,4.976823e-01,4.785239e-01,4.342069e-01
4,2,4.593157e-01,4.642539e-01,4.322115e-01
4,3,4.449052e-01,4.493807e-01,4.258542e-01
4,4,4.242705e-01,4.295398e-01,4.266823e-01
4,5,4.063088e-01,4.112919e-01,4.111952e-01
4,6,3.891647e-01,3.975493e-01,4.067990e-01
4,7,3.774664e-01,3.873955e-01,3.899621e-01
4,8,3.713282e-01,3.879276e-01,3.956853e-01
4,9,3.679953e-01,3.848082e-01,3.952354e-01
4,10,3.605676e-01,3.766253e-01,3.903921e-01
4,11,3.571932e-01,3.674470e-01,3.905313e-01
4,12,3.486009e-01,3.621377e-01,3.829459e-01
4,13,3.432755e-01,3.554383e-01,3.804074e-01
4,14,3.361724e-01,3.446017e-01,3.782218e-01
4,15,3.232065e-01,3.371333e-01,3.619382e-01
4,16,3.148367e-01,3.244174e-01,3.487976e-01
4,17,3.080236e-01,3.088395e-01,3.369600e-01
4,18,2.934650e-01,2.939980e-01,3.187372e-01
4,19,2.878912e-01,2.893685e-01,3.089732e-01
4,20,2.804976e-01,2.832697e-01,3.104619e-01
4,21,2.744789e-01,2.719411e-01,2.818410e-01
4,22,2.644457e-01,2.600753e-01,2.642132e-01
4,23,2.591935e-01,2.609285e-01,2.721936e-01
4,24,2.601226e-01,2.561735e-01,2.674212e-01
4,25,2.509749e-01,2.561866e-01,2.643536e-01
4,26,2.500171e-01,2.403580e-01,2.448685e-01
4,27,2.401613e-01,2.547840e-01,2.544273e-01
4,28,2.395553e-01,2.311445e-01,2.312391e-01
4,29,2.391797e-01,2.379448e-01,2.414384e-01
4,30,2.394463e-01,2.303965e-01,2.267732e-01
4,31,2.396694e-01,2.343179e-01,2.299729e-01
4,32,2.291139e-01,2.274631e-01,2.127777e-01
4,33,2.265548e-01,2.323743e-01,2.313829e-01
4,34,2.255919e-01,2.213356e-01,2.171723e-01
4,35,2.262107e-01,2.208101e-01,2.155531e-01
4,36,2.232218e-01,2.366678e-01,2.217003e-01
4,37,2.252429e-01,2.163491e-01,2.100707e-01
4,38,2.197628e-01,2.182793e-01,1.992526e-01
4,39,2.199745e-01,2.440761e-01,2.373381e-01
4,40,2.194984e-01,2.409857e-01,2.247687e-01
4,41,2.197985e-01,2.164816e-01,1.964062e-01
4,42,2.165460e-01,2.179434e-01,1.996117e-01
4,43,2.181084e-01,2.219739e-01,1.971572e-01
4,44,2.193314e-01,2.139000e-01,1.801659e-01
4,45,2.163805e-01,2.130737e-01,1.922189e-01
4,46,2.194850e-01,2.370387e-01,2.051608e-01
4,47,2.219483e-01,2.137414e-01,1.943829e-01
4,48,2.147313e-01,2.143803e-01,1.939097e-01
4,49,2.154128e-01,2.260221e-01,2.080119e-01
4,50,2.186166e-01,2.273288e-01,2.102239e-01
4,51,2.216169e-01,2.330507e-01,2.163105e-01
4,52,2.143021e-01,2.136163e-01,1.980893e-01
4,53,2.148829e-01,2.294088e-01,2.051068e-01
4,54,2.143079e-01,2.147132e-01,1.902004e-01
4,55,2.125821e-01,2.246154e-01,2.056412e-01
4,56,2.116804e-01,2.103741e-01,1.840651e-01
4,57,2.133794e-01,2.103700e-01,1.901043e-01
4,58,2.136199e-01,2.091189e-01,1.886196e-01
4,59,2.115824e-01,2.112991e-01,1.872484e-01
4,60,2.134773e-01,2.178416e-01,2.060193e-01
4,61,2.107522e-01,2.140855e-01,1.895488e-01
4,62,2.125980e-01,2.238509e-01,2.110501e-01
4,63,2.106435e-01,2.085808e-01,1.875135e-01
4,64,2.132021e-01,2.080524e-01,1.817485e-01
4,65,2.123474e-01,2.103131e-01,1.918262e-01
4,66,2.119710e-01,2.113456e-01,1.930743e-01
4,67,2.123627e-01,2.169452e-01,1.933161e-01
4,68,2.087814e-01,2.080092e-01,1.856717e-01
