p,seed,level_N,epoch,train_loss,val_loss,h1_rel_val_median,lr,time_sec,optimizer_restarts,is_best
2,3,2,0,0.3088896557398476,0.16263614152988481,0.012716713195456433,0.01,22.920591619971674,0,1
2,3,2,1,0.16584507834532386,0.16089726625011397,0.013165974227107878,0.01,23.02618905797135,0,1
2,3,2,2,0.15652070712316335,0.15737725702520916,0.012169532119949788,0.01,23.13009269698523,0,1
2,3,2,3,0.15533426038480028,0.15511622324104654,0.012242403969169596,0.01,23.23345329897711,0,1
2,3,2,4,0.153094489136242,0.1523464023535238,0.012811527434002202,0.01,23.336633467988577,0,1
2,3,2,5,0.15033023582407296,0.15009528640065548,0.01267116266437735,0.01,23.44034416700015,0,1
2,3,2,6,0.14904367908325833,0.14895269290072843,0.012788912709330769,0.01,23.54476377100218,0,0
2,3,2,7,0.14811194450942008,0.14881061941236415,0.01302655446656538,0.01,23.64907249400858,0,0
2,3,2,8,0.14799613345547355,0.14889289122034652,0.012564812435140628,0.01,23.753317622002214,0,0
2,3,2,9,0.14834479956678132,0.1488170743390902,0.012592074022380937,0.01,23.85812354995869,0,0
2,3,2,10,0.14786499674391282,0.14860460324374547,0.01290656545017574,0.01,23.962963781959843,0,0
2,3,2,11,0.148568212412501,0.14857902051325353,0.012864255318236425,0.01,24.067259636998642,0,1
2,3,2,12,0.14812140513036437,0.14857038731216232,0.012785214643838678,0.01,24.1735545929987,0,0
2,3,2,13,0.1482190181677892,0.14860579755221448,0.012706822303113038,0.01,24.27948445500806,0,0
2,3,2,14,0.14800598078453456,0.14856150606842813,0.012783218210619843,0.01,24.384849681984633,0,0
2,3,2,15,0.14800911716207169,0.14858907834166935,0.012896787428209893,0.01,24.489043066976592,0,0
2,3,2,16,0.14875274370249006,0.14856106999801663,0.012747663380868943,0.01,24.59436577098677,0,0
2,3,2,17,0.1484605939969383,0.14863539295109532,0.012649412485011044,0.01,24.703202400007285,0,0
2,3,2,18,0.14801441687262154,0.1485448392337215,0.01277044646610885,0.01,24.80864029499935,0,0
2,3,2,19,0.14816829620438549,0.14855176312162185,0.01273309075555084,0.01,24.914535573974717,0,0
2,3,2,20,0.14836974637329342,0.14853680418560697,0.012795297084218393,0.01,25.019599002960604,0,0
2,3,2,21,0.14793598394833268,0.14861773205322337,0.01264269230537659,0.01,25.124757819983643,0,0
2,3,2,22,0.1484071194667412,0.14855183975207809,0.012707294089382468,0.01,25.228944000962656,0,0
2,3,2,23,0.14870843384941884,0.1485537765499382,0.012696324332215778,0.01,25.333208038995508,0,0
2,3,2,24,0.14813098665368377,0.14858729944675952,0.012651946421514822,0.01,25.43684438796481,0,0
2,3,2,25,0.14800749054190385,0.14852790185112638,0.012728746158139806,0.01,25.541675539978314,0,0
2,3,2,26,0.14823304202262613,0.14852006006383334,0.012789762310739057,0.01,25.64579544699518,0,0
2,3,2,27,0.14838184713361202,0.14851972192270702,0.01273367237357781,0.01,25.749967304989696,0,0
2,3,2,28,0.14836327595330157,0.148538021681883,0.012684868342292457,0.01,25.85340822400758,0,0
2,3,2,29,0.14788240130070168,0.14882475357648023,0.012495741667543728,0.01,25.957002231967635,0,0
2,3,2,30,0.14813557877336003,0.14868197013923942,0.012967493296575965,0.01,26.06035519397119,0,0
2,3,2,31,0.14819905621365015,0.14851418527758817,0.012802279954613192,0.01,26.16486688196892,0,0
2,3,2,32,0.1477324364462756,0.14850152069154593,0.012747668134060423,0.01,26.26836996997008,0,0
2,3,2,33,0.14819161584555515,0.14862372572216054,0.012580133415695843,0.01,26.372152358002495,0,0
2,3,2,34,0.148400603239737,0.1485597123479764,0.01287059367556504,0.01,26.477955223992467,0,0
2,3,2,35,0.14833799899459216,0.14849677316006246,0.01271766044638393,0.01,26.582590284990147,0,0
2,3,2,36,0.14817835813424857,0.14861499447659968,0.012573716893258579,0.01,26.686059653991833,0,0
2,3,2,37,0.14794424856839256,0.14849113013010926,0.012727498991539236,0.01,26.789719172986224,0,0
2,3,2,38,0.14805616819092735,0.1486393537364736,0.012931185867288772,0.01,26.894410812994465,0,0
2,3,2,39,0.1486348824078811,0.1484923437231062,0.012691502442057172,0.01,26.999071898986585,0,0
2,3,2,40,0.1480905238830516,0.1484857184219836,0.01270547023841331,0.01,27.102631565008778,0,0
2,3,2,41,0.14792452855068644,0.14848092691470374,0.012729681225942504,0.01,27.206898605974857,0,0
2,3,2,42,0.14848731454496922,0.1485082645295453,0.0126413047127295,0.01,27.311678499972913,0,0
2,3,2,43,0.1484993828034027,0.14861883594802897,0.012908635652918927,0.01,27.415301692963112,0,0
2,3,2,44,0.1484466494152011,0.14847527230952842,0.01270569358820695,0.01,27.519691645982675,0,0
2,3,2,45,0.14846542289636908,0.14849645583712037,0.012642382176447803,0.01,27.623142197960988,0,0
2,3,2,46,0.14831055506961482,0.148475273177822,0.01274448675383551,0.01,27.728181105980184,0,0
2,3,2,47,0.14812666612941583,0.14850859333177455,0.012616484667310338,0.01,27.834083602996543,0,0
2,3,2,48,0.1480483215689821,0.14847801541546662,0.012659104013788634,0.01,27.94020986900432,0,0
2,3,2,49,0.14845443893042637,0.1484890077512676,0.012632995637146429,0.01,28.045625928964,0,0
2,3,2,50,0.14807267396014848,0.14846555123361374,0.01268227169359129,0.01,28.151932045002468,0,0
2,3,2,51,0.14814697438598806,0.1484991286925166,0.012608935421138725,0.01,28.258164029975887,0,0
2,3,4,0,0.08457342182366959,0.061805970416538195,0.003498073686295495,0.01,23.192885899043176,0,1
2,3,4,1,0.05455637311130075,0.0557948377393051,0.003497816782981135,0.01,23.30858786700992,0,1
2,3,4,2,0.053265506370403594,0.054107507844098415,0.0034153836068684927,0.01,23.421495780989062,0,1
2,3,4,3,0.05220422539865847,0.05341084361525483,0.0034237133579251944,0.01,23.53444236703217,0,1
2,3,4,4,0.051850592876493684,0.053138386088717494,0.0034390963746834063,0.01,23.649901436001528,0,0
2,3,4,5,0.05173127425566043,0.0529900269690845,0.0034998317159214876,0.01,23.76315765804611,0,0
2,3,4,6,0.051565307521447536,0.05288523623927591,0.0034703117203137056,0.01,23.87611872400157,0,0
2,3,4,7,0.051510373647889685,0.052829599777923404,0.0034872073587777193,0.01,23.98929603601573,0,1
2,3,4,8,0.051749087563313464,0.05279403951556171,0.003491206851570935,0.01,24.104548319010064,0,0
2,3,4,9,0.051448007135995164,0.052824192557576616,0.0035077393989082655,0.01,24.218294774997048,0,0
2,3,4,10,0.05153339925449274,0.05280971089635302,0.0034489787596475334,0.01,24.33189830300398,0,0
2,3,4,11,0.05165056426927082,0.05274854588134721,0.0034695164867755645,0.01,24.44488533801632,0,0
2,3,4,12,0.05152546580896032,0.052737199209331564,0.0034691731501675215,0.01,24.558736923034303,0,0
2,3,4,13,0.051744667346516705,0.052722507409939584,0.0034831043620842748,0.01,24.67344567499822,0,0
2,3,4,14,0.05142329824910402,0.05272083438478412,0.003485082699332677,0.01,24.786730991036166,0,0
2,3,4,15,0.05161979968796841,0.0527120958161174,0.003474145328485523,0.01,24.901504581037443,0,0
2,3,4,16,0.05131450795902015,0.05272169080819285,0.0034915070810198306,0.01,25.016975761041977,0,0
2,3,4,17,0.05155145569807327,0.05270809052950626,0.0034652300490008348,0.01,25.131395703007,0,0
2,3,4,18,0.05138028980418935,0.052716869402616495,0.003453284707402222,0.01,25.24630708701443,0,0
2,3,4,19,0.05168631596503892,0.052694703588738984,0.0034837658950741084,0.01,25.362193316046614,0,0
2,3,4,20,0.0515232748159418,0.05268737408519405,0.0034675798170198642,0.01,25.478378341998905,0,0
2,3,4,21,0.05140388606514529,0.05268350498957657,0.0034730735645406813,0.01,25.593211901024915,0,0
2,3,4,22,0.05135131708126169,0.05268320493516908,0.003460758515465593,0.01,25.70990185899427,0,0
2,3,4,23,0.05129313533225162,0.052697604810909536,0.003449405266039723,0.01,25.82429892802611,0,0
2,3,4,24,0.051311655850933245,0.0526752446779992,0.003474751739441451,0.01,25.939918704039883,0,0
2,3,4,25,0.05169758628913039,0.05269661033470744,0.0034464914933009507,0.01,26.055222776019946,0,0
2,3,4,26,0.05162103718286866,0.052673724186585155,0.003454341549364728,0.01,26.16991690499708,0,0
2,3,4,27,0.051196130494175277,0.05266491803363181,0.00346253507370106,0.01,26.28445472603198,0,0
2,3,4,28,0.05146518076759894,0.05266399879852302,0.0034722513375907774,0.01,26.39963652502047,0,0
2,3,4,29,0.0513204126425449,0.05266325430126129,0.0034576927581705607,0.01,26.513535786012653,0,0
2,3,4,30,0.05102445073923484,0.05266569359314908,0.0034758324347003143,0.01,26.626980307046324,0,0
2,3,4,31,0.05144066105547838,0.05266098881817694,0.003450966901123782,0.01,26.74164105404634,0,0
2,3,4,32,0.051323335347967756,0.05267373174153283,0.003480825729365554,0.01,26.85576992999995,0,0
2,3,4,33,0.051498829697206816,0.05265317375246946,0.003458242512461856,0.01,26.97021619201405,0,0
2,3,4,34,0.051125514009832985,0.05265130594997152,0.0034636978836423285,0.01,27.08415083901491,0,0
2,3,4,35,0.05117104033094364,0.052653098751435604,0.0034483809373761967,0.01,27.208072517998517,0,0
2,3,4,36,0.05133834484030901,0.052648504009072165,0.0034566680916371883,0.01,27.323559969023336,0,0
2,3,4,37,0.051244550444426676,0.05266846048433388,0.0034370526597164684,0.01,27.43722094700206,0,0
2,3,4,38,0.05134538177780353,0.052657807481390935,0.0034409669194535603,0.01,27.551432528009173,0,0
2,3,4,39,0.05156531362240178,0.05265187992437945,0.0034422737357377568,0.01,27.66515610803617,0,0
2,3,4,40,0.05129142765498708,0.05264583561803456,0.003461118130971982,0.01,27.781078312022146,0,0
2,3,4,41,0.05129449260356448,0.05264953891185754,0.0034404938138071633,0.01,27.895371381018776,0,0
2,3,4,42,0.0514241012776553,0.05265912603740053,0.0034333947478531707,0.01,28.0100125890458,0,0
2,3,4,43,0.05128081922337653,0.052642735940413854,0.0034550240504324366,0.01,28.127435279020574,0,0
2,3,4,44,0.051237694528545284,0.05265102480976276,0.003440050830961086,0.01,28.24419678101549,0,0
2,3,4,45,0.051201199723390725,0.05264104972077138,0.0034526206866919273,0.01,28.35969929600833,0,0
2,3,4,46,0.051460544311510925,0.052640733368930624,0.003446745445961435,0.01,28.47636498801876,0,0
2,3,4,47,0.051387322088162345,0.052644486449459856,0.003438828109507342,0.01,28.593014713027515,0,0
2,3,8,0,0.02249479982131629,0.021135415492884592,0.0008850987261469345,0.01,25.23864253802458,0,1
2,3,8,1,0.019874917709272515,0.020813274531402973,0.0008915129884173648,0.01,25.37512644700473,0,1
2,3,8,2,0.019487819877998712,0.020647662941886694,0.0008898090841216882,0.01,25.50695942802122,0,0
2,3,8,3,0.019565216300939138,0.020571881076143755,0.0008890189530110581,0.01,25.641972657002043,0,1
2,3,8,4,0.01939988720603849,0.020530928657858143,0.0008911963529010799,0.01,25.77451605600072,0,0
2,3,8,5,0.01937189728067617,0.02049302846979471,0.0008936805029711731,0.01,25.90731850999873,0,0
2,3,8,6,0.01929073783104851,0.020460721762879493,0.0008934079984755367,0.01,26.040007223025896,0,0
2,3,8,7,0.019308311967507825,0.020430501739298133,0.0008957634187015628,0.01,26.172225471003912,0,0
2,3,8,8,0.019193343385900445,0.02040326366635236,0.0008992332528347484,0.01,26.30560202599736,0,0
2,3,8,9,0.019290358470068856,0.020385104844522897,0.0008956713806342809,0.01,26.437594393035397,0,0
2,3,8,10,0.019264594365403714,0.020366698648137227,0.0008972117926479635,0.01,26.571147953043692,0,0
2,3,8,11,0.01933674503618955,0.020351239574517982,0.0008992172072369251,0.01,26.702957704022992,0,1
2,3,8,12,0.01911192123185318,0.020342813896107995,0.0008998028207160373,0.01,26.83656644000439,0,0
2,3,8,13,0.019100943799498664,0.020340903704487667,0.0008976773307234772,0.01,26.96890226303367,0,0
2,3,8,14,0.019203300912476823,0.020332692669319183,0.000895755534612701,0.01,27.10225789103424,0,0
2,3,8,15,0.01920768714202225,0.020342241691487208,0.0008960352124384455,0.01,27.23321036004927,0,0
2,3,8,16,0.019136439182363706,0.020328976325602707,0.000899461756309822,0.01,27.366360354004428,0,0
2,3,8,17,0.019120414369731935,0.020313218830433084,0.0008976651261616645,0.01,27.498546745046042,0,0
2,3,8,18,0.019305637420330337,0.02031050276173597,0.0008954422218980008,0.01,27.630949184007477,0,0
2,3,8,19,0.0192543369686921,0.02030935170833165,0.0008965337817944481,0.01,27.764378212043084,0,0
2,3,8,20,0.019156580809278307,0.020303557826293207,0.0008981630960389932,0.01,27.89662015804788,0,0
2,3,8,21,0.0193110547076076,0.020302371861780372,0.0008957155559187654,0.01,28.030198950029444,0,0
2,3,8,22,0.019256641468777768,0.02029885535984021,0.000896986583067042,0.01,28.16302811302012,0,0
2,3,8,23,0.019366708633667715,0.020298255404584808,0.0008957788094173597,0.01,28.297456995001994,0,0
2,3,8,24,0.01917091669142983,0.020296929276444668,0.0008947786058612175,0.01,28.430206482007634,0,0
2,3,8,25,0.019158528202610322,0.020291353213554263,0.0008960956944898389,0.01,28.56297337304568,0,0
2,3,8,26,0.019221518750662896,0.020289081205164254,0.0008951887933995918,0.01,28.693218861997593,0,0
2,3,8,27,0.019176629369292764,0.020287771808777496,0.0008958011544638203,0.01,28.82415880804183,0,0
2,3,8,28,0.019376286251219215,0.020285990878658643,0.0008965847338836015,0.01,28.955766093044076,0,0
2,3,8,29,0.01917834016956219,0.020284462962013753,0.0008946922671321007,0.01,29.08874067000579,0,0
2,3,8,30,0.019214065242448918,0.020298810553353544,0.0008925768317930499,0.01,29.22196325304685,0,0
2,3,8,31,0.019153114814442727,0.020282624729263562,0.0008944311887348331,0.01,29.354339276032988,0,0
2,3,8,32,0.019370532732784444,0.020280895317354376,0.0008954069157105334,0.01,29.48698723805137,0,0
2,3,8,33,0.019282672024026566,0.02028276297076418,0.0008929122419339973,0.01,29.625659737037495,0,0
2,3,8,34,0.019159580869977218,0.0202869905274415,0.0008961221778905899,0.01,29.76019288902171,0,0
2,3,8,35,0.019211498217036733,0.02028937411535396,0.0008969424397771538,0.01,29.89226565900026,0,0
2,3,8,36,0.019168954533597325,0.020287418141535882,0.0008924103703345091,0.01,30.02559423504863,0,0
2,3,8,37,0.019290095669502388,0.02027362289770369,0.0008952068992561019,0.01,30.157761889044195,0,0
2,3,8,38,0.01922144133493519,0.020272563203656065,0.0008942118717964617,0.01,30.29248030600138,0,0
2,3,8,39,0.019079680551575013,0.020271152684987605,0.0008941394973691092,0.01,30.426704262034036,0,0
2,3,8,40,0.01915541143730224,0.020269984718611356,0.0008949189854361148,0.01,30.560291187022813,0,0
2,3,8,41,0.019127176957386006,0.020269797041149527,0.0008948701897200545,0.01,30.69380326004466,0,0
2,3,8,42,0.019156467637718305,0.020269963445406873,0.0008948711387492919,0.01,30.82642689504428,0,0
2,3,8,43,0.019255108270833134,0.020277988529152892,0.0008930389849977479,0.01,30.96045256103389,0,0
2,3,8,44,0.01916432403963332,0.02026751687287918,0.0008947122181768349,0.01,31.09176550200209,0,0
2,3,8,45,0.019101987581834404,0.020267840557628453,0.0008933805853368015,0.01,31.224657990038395,0,0
2,3,8,46,0.019117013817917035,0.020265260695632267,0.0008942965270558651,0.01,31.35610492900014,0,0
2,3,8,47,0.01924065496802139,0.020265792755554107,0.0008943787920026248,0.01,31.487445583043154,0,0
2,3,8,48,0.01922390101213597,0.020275214875242233,0.0008939491147636959,0.01,31.61750713305082,0,0
2,3,8,49,0.01903370782155055,0.0202626872238503,0.0008931833923285248,0.01,31.748544895031955,0,0
2,3,8,50,0.01911382413249405,0.020261996025120545,0.0008947773577132068,0.01,31.879229562997352,0,0
2,3,8,51,0.0192581896053061,0.020261170277651792,0.000893154692457831,0.01,32.01102966204053,0,0
2,3,16,0,0.008488305217675147,0.00882943511098924,0.00022682437875171744,0.01,28.561052836012095,0,1
2,3,16,1,0.007933290957448897,0.008513295078813828,0.00022445837292504452,0.01,28.741276063024998,0,1
2,3,16,2,0.007804684441966943,0.008448201743731575,0.00022423673833516314,0.01,28.91937290300848,0,0
2,3,16,3,0.007723472531906278,0.00840017268003811,0.00022481377814466248,0.01,29.09490416001063,0,1
2,3,16,4,0.007689285854676878,0.008367136853362758,0.00022521810608780812,0.01,29.270661932998337,0,0
2,3,16,5,0.007645613910818336,0.008349596441504825,0.00022544816917729164,0.01,29.446361217007507,0,0
2,3,16,6,0.007643436047979793,0.00832114802860579,0.00022562994388444617,0.01,29.622127359034494,0,0
2,3,16,7,0.007641405166017158,0.00830231474108726,0.00022586544165365,0.01,29.797956390015315,0,1
2,3,16,8,0.007564774087110353,0.008290632016144297,0.0002262857331039134,0.01,29.970841432048474,0,0
2,3,16,9,0.007560672201913728,0.008293012606651242,0.00022646024264576706,0.01,30.14391762804007,0,0
2,3,16,10,0.007570809770307006,0.008274463121266649,0.0002267053192112631,0.01,30.315719176025596,0,0
2,3,16,11,0.007521836866968341,0.008268139884720967,0.0002265055266260025,0.01,30.489956431032624,0,0
2,3,16,12,0.007597390601761676,0.008280950290955172,0.00022685225692149598,0.01,30.663626803027,0,0
2,3,16,13,0.007605726522912066,0.008256933386311649,0.00022659954864107088,0.01,30.835993201006204,0,0
2,3,16,14,0.007533020273753695,0.008285756509610612,0.0002274298542202301,0.01,31.011767313000746,0,0
2,3,16,15,0.0076133162459297975,0.008248590993179233,0.00022658295640821903,0.01,31.187250451999716,0,0
2,3,16,16,0.007574079764557348,0.00824457603751777,0.0002266635048811784,0.01,31.361839099030476,0,0
2,3,16,17,0.007566712459360546,0.008254031781520777,0.00022702438042991922,0.01,31.53426386404317,0,0
2,3,16,18,0.007584543982054072,0.008240076626255649,0.00022723366087299231,0.01,31.70778519200394,0,0
2,3,16,19,0.007567115984294259,0.008242362262022223,0.00022618837695607933,0.01,31.879514541011304,0,0
2,3,16,20,0.007509889222700057,0.00823433333929252,0.00022654764771875825,0.01,32.053481650014874,0,0
2,3,16,21,0.00754619961469787,0.008229659798252728,0.0002267287195237898,0.01,32.22759176103864,0,0
2,3,16,22,0.007517984079405395,0.008230049674374233,0.0002270176720605397,0.01,32.40057837503264,0,0
2,3,16,23,0.007563373822358691,0.0082205079385666,0.0002268045335438775,0.01,32.572739785013255,0,0
2,3,16,24,0.007541790481107445,0.008221078833099053,0.00022699746745602107,0.01,32.74451355903875,0,0
2,3,16,25,0.007490338751097862,0.00822353876393509,0.0002269465067432041,0.01,32.916621151030995,0,0
2,3,16,26,0.007500428658401939,0.008216779144482508,0.00022666587377264758,0.01,33.08661136502633,0,1
2,3,16,27,0.007521388109306181,0.00821506245877305,0.0002269065138359813,0.01,33.25979835999897,0,0
2,3,16,28,0.007555398130982559,0.008212208674882416,0.00022672373368533898,0.01,33.43439444003161,0,0
2,3,16,29,0.007574840494574862,0.008230954474229417,0.00022707731915939188,0.01,33.60783250402892,0,0
2,3,16,30,0.007588590083718887,0.008216405919353074,0.00022693920780794303,0.01,33.780165799020324,0,0
2,3,16,31,0.007493673891464244,0.008217872645534618,0.00022729873546573296,0.01,33.95140119304415,0,0
2,3,16,32,0.007610350835620713,0.008207539491196137,0.00022664756983504814,0.01,34.123870208044536,0,0
2,3,16,33,0.007534335325592728,0.008208887011677508,0.00022685993442525616,0.01,34.295199330023024,0,0
2,3,16,34,0.007548541427332811,0.008220233361894447,0.00022711931405680144,0.01,34.46758170501562,0,0
2,3,16,35,0.007528195173251722,0.008210519208333414,0.00022678089855103912,0.01,34.64004971104441,0,0
2,3,16,36,0.007583259297944902,0.0082031442351508,0.00022689865201889898,0.01,34.812052566034254,0,0
2,3,16,37,0.007549334285664127,0.00820106861683033,0.00022690204388119915,0.01,34.98195297800703,0,0
2,3,16,38,0.007511732794699896,0.008205747505154005,0.0002266695320908609,0.01,35.15398028603522,0,0
2,3,16,39,0.007503106487610729,0.008202355550320213,0.00022676378092774594,0.01,35.3269541960326,0,0
2,3,16,40,0.007520493973581674,0.008199861303961978,0.00022701830805691562,0.01,35.49832728400361,0,0
2,3,16,41,0.00746103822382207,0.008198052727889402,0.00022697914131988294,0.01,35.67305268801283,0,0
2,3,16,42,0.007433789394051056,0.008202903176889025,0.00022730865369519036,0.01,35.845810544036794,0,0
2,3,16,43,0.0074884290322079685,0.00820375041593585,0.00022677231689119593,0.01,36.01847370399628,0,0
2,3,16,44,0.00749372201520186,0.008206284737476548,0.0002273463463531078,0.01,36.18999156705104,0,0
2,3,16,45,0.00755509725639317,0.008205894541626296,0.0002269121273829814,0.01,36.36324604001129,0,0
2,3,16,46,0.00751484045654736,0.008208107242017416,0.00022739649223815309,0.01,36.53522324701771,0,0
2,3,16,47,0.0075101906707473855,0.008210702412156821,0.00022698128652837914,0.01,36.70670510700438,0,0
2,3,16,48,0.007553250168868401,0.008194417694314105,0.0002269405246196682,0.01,36.87683175300481,0,0
2,3,16,49,0.007506127890158613,0.008192754838323078,0.00022700338711081338,0.01,37.04829593002796,0,0
2,3,16,50,0.007547787438718867,0.00819201396351065,0.00022712894574093164,0.01,37.22227535600541,0,0
2,3,16,51,0.007511184665094263,0.008197674936469177,0.00022696607436521139,0.01,37.39575568202417,0,0
