p,N,beta,method,x_eval,u_exact,u_h
2,2,1.55,uniform,0.8517034068136272,0.7797349407652214,0.7802804494811211
2,2,1.55,uniform,0.8537074148296593,0.7825805193786098,0.7831178500993311
2,2,1.55,uniform,0.8557114228456913,0.7854297742361995,0.7859588611969083
2,2,1.55,uniform,0.8577154308617234,0.7882827014612251,0.788803482773853
2,2,1.55,uniform,0.8597194388777555,0.7911392971900637,0.7916517148301652
2,2,1.55,uniform,0.8617234468937875,0.7939995575721596,0.7945035573658447
2,2,1.55,uniform,0.8637274549098196,0.7968634787699497,0.7973590103808916
2,2,1.55,uniform,0.8657314629258517,0.7997310569587902,0.8002180738753057
2,2,1.55,uniform,0.8677354709418837,0.8026022883268826,0.8030807478490876
2,2,1.55,uniform,0.8697394789579158,0.8054771690752012,0.8059470323022366
2,2,1.55,uniform,0.8717434869739479,0.808355695417421,0.8088169272347531
2,2,1.55,uniform,0.8737474949899798,0.8112378635798462,0.8116904326466369
2,2,1.55,uniform,0.8757515030060119,0.814123669801339,0.8145675485378883
2,2,1.55,uniform,0.877755511022044,0.8170131103332494,0.8174482749085068
2,2,1.55,uniform,0.879759519038076,0.819906181439345,0.820332611758493
2,2,1.55,uniform,0.8817635270541081,0.8228028793957416,0.8232205590878465
2,2,1.55,uniform,0.8837675350701402,0.8257032004908351,0.8261121168965674
2,2,1.55,uniform,0.8857715430861722,0.8286071410252323,0.8290072851846557
2,2,1.55,uniform,0.8877755511022043,0.8315146973116837,0.8319060639521113
2,2,1.55,uniform,0.8897795591182364,0.8344258656750163,0.8348084531989345
2,2,1.55,uniform,0.8917835671342684,0.8373406424520669,0.8377144529251249
2,2,1.55,uniform,0.8937875751503005,0.8402590239916157,0.8406240631306828
2,2,1.55,uniform,0.8957915831663326,0.8431810066543207,0.8435372838156082
2,2,1.55,uniform,0.8977955911823646,0.846106586812653,0.8464541149799009
2,2,1.55,uniform,0.8997995991983967,0.8490357608508317,0.849374556623561
2,2,1.55,uniform,0.9018036072144288,0.8519685251647597,0.8522986087465885
2,2,1.55,uniform,0.9038076152304608,0.8549048761619604,0.8552262713489833
2,2,1.55,uniform,0.9058116232464929,0.8578448102615145,0.8581575444307457
2,2,1.55,uniform,0.907815631262525,0.8607883238939968,0.8610924279918754
2,2,1.55,uniform,0.909819639278557,0.8637354135014148,0.8640309220323724
2,2,1.55,uniform,0.9118236472945891,0.8666860755371462,0.8669730265522371
2,2,1.55,uniform,0.9138276553106212,0.8696403064658783,0.8699187415514688
2,2,1.55,uniform,0.9158316633266532,0.8725981027635465,0.8728680670300681
2,2,1.55,uniform,0.9178356713426853,0.8755594609172749,0.8758210029880348
2,2,1.55,uniform,0.9198396793587174,0.8785243774253153,0.8787775494253689
2,2,1.55,uniform,0.9218436873747494,0.8814928487969887,0.8817377063420705
2,2,1.55,uniform,0.9238476953907815,0.8844648715526257,0.8847014737381392
2,2,1.55,uniform,0.9258517034068136,0.8874404422235084,0.8876688516135756
2,2,1.55,uniform,0.9278557114228456,0.8904195573518118,0.8906398399683793
2,2,1.55,uniform,0.9298597194388777,0.8934022134905466,0.8936144388025503
2,2,1.55,uniform,0.9318637274549098,0.896388407203502,0.8965926481160889
2,2,1.55,uniform,0.9338677354709418,0.899378135065188,0.8995744679089946
2,2,1.55,uniform,0.9358717434869739,0.9023713936607803,0.902559898181268
2,2,1.55,uniform,0.937875751503006,0.9053681795860632,0.9055489389329087
2,2,1.55,uniform,0.939879759519038,0.9083684894473745,0.9085415901639168
2,2,1.55,uniform,0.9418837675350701,0.9113723198615507,0.9115378518742924
2,2,1.55,uniform,0.9438877755511021,0.9143796674558713,0.9145377240640351
2,2,1.55,uniform,0.9458917835671342,0.9173905288680055,0.9175412067331454
2,2,1.55,uniform,0.9478957915831663,0.9204049007459575,0.9205482998816231
2,2,1.55,uniform,0.9498997995991983,0.923422779748013,0.9235590035094682
2,2,1.55,uniform,0.9519038076152304,0.9264441625426867,0.9265733176166808
2,2,1.55,uniform,0.9539078156312625,0.9294690458086685,0.9295912422032605
2,2,1.55,uniform,0.9559118236472945,0.9324974262347719,0.9326127772692079
2,2,1.55,uniform,0.9579158316633266,0.9355293005198816,0.9356379228145226
2,2,1.55,uniform,0.9599198396793587,0.938564665372902,0.9386666788392046
2,2,1.55,uniform,0.9619238476953907,0.9416035175127057,0.9416990453432542
2,2,1.55,uniform,0.9639278557114228,0.9446458536680827,0.944735022326671
2,2,1.55,uniform,0.9659318637274549,0.9476916705776903,0.9477746097894553
2,2,1.55,uniform,0.9679358717434869,0.9507409649900022,0.9508178077316071
2,2,1.55,uniform,0.969939879759519,0.9537937336632589,0.953864616153126
2,2,1.55,uniform,0.9719438877755511,0.9568499733654185,0.9569150350540125
2,2,1.55,uniform,0.9739478957915831,0.9599096808741074,0.9599690644342663
2,2,1.55,uniform,0.9759519038076151,0.9629728529765714,0.9630267042938874
2,2,1.55,uniform,0.9779559118236472,0.9660394864696278,0.9660879546328762
2,2,1.55,uniform,0.9799599198396792,0.9691095781596166,0.9691528154512323
2,2,1.55,uniform,0.9819639278557113,0.972183124862353,0.9722212867489557
2,2,1.55,uniform,0.9839679358717434,0.9752601234030805,0.9752933685260466
2,2,1.55,uniform,0.9859719438877754,0.9783405706164231,0.9783690607825049
2,2,1.55,uniform,0.9879759519038075,0.981424463346339,0.9814483635183305
2,2,1.55,uniform,0.9899799599198396,0.9845117984460741,0.9845312767335237
2,2,1.55,uniform,0.9919839679358716,0.9876025727781158,0.9876178004280841
2,2,1.55,uniform,0.9939879759519037,0.9906967832141474,0.990707934602012
2,2,1.55,uniform,0.9959919839679358,0.9937944266350026,0.9938016792553072
2,2,1.55,uniform,0.9979959919839678,0.9968954999306203,0.99689903438797
2,2,1.55,uniform,1.0,1.0,1.0000000000000002
2,2,1.55,positional,0.0,0.0,1.5610349997904414e-18
2,2,1.55,positional,1e-07,1.4125375446227531e-11,1.4531781738380087e-08
2,2,1.55,positional,1.0233402121916422e-07,1.463966241333415e-11,1.4870956926627408e-08
2,2,1.55,positional,1.0472251898884354e-07,1.51726739152712e-11,1.5218048550802798e-08
2,2,1.55,positional,1.0716676480328644e-07,1.5725091688553572e-11,1.557324138291203e-08
2,2,1.55,positional,1.0966805983368674e-07,1.6297622290856173e-11,1.5936724507612274e-08
2,2,1.55,positional,1.1222773562085071e-07,1.6890998004720982e-11,1.6308691422871976e-08
2,2,1.55,positional,1.148471547840289e-07,1.7505977774166465e-11,1.6689340142979996e-08
2,2,1.55,positional,1.1752771174629453e-07,1.8143348175398274e-11,1.7078873303959318e-08
2,2,1.55,positional,1.202708334768512e-07,1.8803924422861986e-11,1.7477498271441113e-08
2,2,1.55,positional,1.2307798025066658e-07,1.9488551411925026e-11,1.788542725105669e-08
2,2,1.55,positional,1.259506464258359e-07,2.0198104799521324e-11,1.830287740140614e-08
2,2,1.55,positional,1.2889036123908913e-07,2.093349212414077e-11,1.8730070949663736e-08
2,2,1.55,positional,1.318986896198669e-07,2.1695653966596432e-11,1.916723530988186e-08
2,2,1.55,positional,1.3497723302339418e-07,2.2485565153053113e-11,1.96146032040559e-08
2,2,1.55,positional,1.3812763028320093e-07,2.330423600185737e-11,2.0072412786015342e-08
2,2,1.55,positional,1.4135155848353955e-07,2.4152713615762703e-11,2.0540907768206395e-08
2,2,1.55,positional,1.446507338521647e-07,2.5032083221203018e-11,2.102033755143393e-08
2,2,1.55,positional,1.48026912673951e-07,2.5943469556327386e-11,2.1510957357631736e-08
2,2,1.55,positional,1.5148189222583472e-07,2.6888038309571383e-11,2.2013028365731776e-08
2,2,1.55,positional,1.5501751173357687e-07,2.7866997610604897e-11,2.252681785070481e-08
2,2,1.55,positional,1.5863565335085897e-07,2.8881599575563854e-11,2.3052599325846543e-08
2,2,1.55,positional,1.6233824316122781e-07,2.993314190854102e-11,2.3590652688384524e-08
2,2,1.55,positional,1.6612725220342929e-07,3.102296956138596e-11,2.414126436848413e-08
2,2,1.55,positional,1.7000469752067182e-07,3.2152476453935654e-11,2.4704727481732304e-08
2,2,1.55,positional,1.7397264323438026e-07,3.3323107256876737e-11,2.528134198518054e-08
2,2,1.55,positional,1.7803320164301157e-07,3.453635923951941e-11,2.5871414837030077e-08
2,2,1.55,positional,1.8218853434651651e-07,3.5793784184846374e-11,2.6475260160044404e-08
2,2,1.55,positional,1.864408533970485e-07,3.70969903742868e-11,2.709319940877621e-08
2,2,1.55,positional,1.907924224765265e-07,3.844764464475228e-11,2.7725561540697174e-08
2,2,1.55,positional,1.9524555810168608e-07,3.984747452056797e-11,2.8372683191322707e-08
2,2,1.55,positional,1.9980263085725506e-07,4.12982704230241e-11,2.9034908853424107e-08
2,2,1.55,positional,2.0446606665791177e-07,4.2801887960374476e-11,2.9712591060423825e-08
2,2,1.55,positional,2.092383480396979e-07,4.4360250301211026e-11,3.040609057407149e-08
2,2,1.55,positional,2.1412201548157316e-07,4.5975350634249843e-11,3.111577657650061e-08
2,2,1.55,positional,2.1911966875781473e-07,4.764925471767471e-11,3.184202686676807e-08
2,2,1.55,positional,2.242339683219845e-07,4.938410352129985e-11,3.258522806198154e-08
2,2,1.55,positional,2.2946763672319364e-07,5.118211596492886e-11,3.334577580312095e-08
2,2,1.55,positional,2.3482346005542765e-07,5.304559175641534e-11,3.412407496566472e-08
2,2,1.55,positional,2.4030428944069694e-07,5.4976914333053006e-11,3.492053987513219e-08
2,2,1.55,positional,2.4591304254680464e-07,5.6978553910058195e-11,3.5735594527657116e-08
2,2,1.55,positional,2.516527051405389e-07,5.905307064004347e-11,3.656967281570987e-08
2,2,1.55,positional,2.5752633267711987e-07,6.120311788752473e-11,3.7423218759088594e-08
2,2,1.55,positional,2.635370519267393e-07,6.343144562264702e-11,3.829668674130152e-08
2,2,1.55,positional,2.6968806263906925e-07,6.574090393847336e-11,3.9190541751467645e-08
2,2,1.55,positional,2.7598263924661804e-07,6.813444669633293e-11,4.010525963186341e-08
2,2,1.55,positional,2.8242413260784357e-07,7.061513530389154e-11,4.104132733124779e-08
2,2,1.55,positional,2.8901597179095113e-07,7.31861426307772e-11,4.1999243164100443e-08
2,2,1.55,positional,2.9576166589932564e-07,7.585075706676851e-11,4.297951707591107e-08
2,2,1.55,positional,3.026648059395689e-07,7.861238672773615e-11,4.3982670914661135e-08
2,2,1.55,positional,3.097290667331407e-07,8.147456381471883e-11,4.500923870864293e-08
2,2,1.55,positional,3.169582088726115e-07,8.444094913170501e-11,4.6059766950762794e-08
2,2,1.55,positional,3.243560807235811e-07,8.751533676790386e-11,4.7134814889481426e-08
2,2,1.55,positional,3.3192662047331894e-07,9.070165895049053e-11,4.8234954826545053e-08
2,2,1.55,positional,3.3967385822722097e-07,9.400399107403384e-11,4.936077242166637e-08
2,2,1.55,positional,3.4760191815419815e-07,9.742655691303915e-11,5.051286700431756e-08
2,2,1.55,positional,3.5571502068213824e-07,1.0097373402427298e-10,5.1691851892801214e-08
2,2,1.55,positional,3.640174847446138e-07,1.04650059345781e-10,5.289835472076972e-08
2,2,1.55,positional,3.725137300800209e-07,1.0846023499975577e-10,5.4133017771365404e-08
2,2,1.55,positional,3.812082795843888e-07,1.1240913430668307e-10,5.5396498319161474e-08
2,2,1.55,positional,3.9010576171909933e-07,1.1650180801845364e-10,5.668946898008423e-08
2,2,1.55,positional,3.9921091297480534e-07,1.2074349077841524e-10,5.8012618069503615e-08
2,2,1.55,positional,4.0852858039285653e-07,1.2513960781662688e-10,5.936664996868257e-08
2,2,1.55,positional,4.180637241455762e-07,1.2969578188887874e-10,6.075228549978037e-08
2,2,1.55,positional,4.2782142017676126e-07,1.3441784046835254e-10,6.217026230960964e-08
2,2,1.55,positional,4.3780686290381663e-07,1.3931182319912327e-10,6.362133526235195e-08
2,2,1.55,positional,4.4802536798294896e-07,1.4438398962102928e-10,6.51062768414393e-08
2,2,1.55,positional,4.5848237513890964e-07,1.4964082717579915e-10,6.662587756081827e-08
2,2,1.55,positional,4.691834510607799e-07,1.5508905950466944e-10,6.818094638581363e-08
2,2,1.55,positional,4.801342923653455e-07,1.6073565504810868e-10,6.977231116381642e-08
2,2,1.55,positional,4.913407286296366e-07,1.6658783595864615e-10,7.140081906502587e-08
2,2,1.55,positional,5.028087254942475e-07,1.7265308733820512e-10,7.306733703347942e-08
2,2,1.55,positional,5.145443878390924e-07,1.7893916681175806e-10,7.477275224861238e-08
2,2,1.55,positional,5.265539630332755e-07,1.8545411444954151e-10,7.651797259759031e-08
2,2,1.55,positional,5.388438442608223e-07,1.9220626305053117e-10,7.83039271586692e-08
2,2,1.55,positional,5.514205739240302e-07,1.9920424880032264e-10,8.013156669583793e-08
2,2,1.55,positional,5.642908471262542e-07,2.0645702231705285e-10,8.20018641650082e-08
2,2,1.55,positional,5.774615152359826e-07,2.1397386009948917e-10,8.391581523202063e-08
2,2,1.55,positional,5.909395895340976e-07,2.217643763919288e-10,8.587443880274323e-08
2,2,1.55,positional,6.047322449462642e-07,2.2983853548108384e-10,8.787877756554464e-08
2,2,1.55,positional,6.188468238624383e-07,2.382066644406835e-10,8.99298985464316e-08
2,2,1.55,positional,6.332908400455115e-07,2.4687946634008375e-10,9.202889367714396e-08
2,2,1.55,positional,6.480719826311971e-07,2.5586803393379335e-10,9.417688037651357e-08
2,2,1.55,positional,6.631981202212675e-07,2.651838638494143e-10,9.63750021453935e-08
2,2,1.55,positional,6.786773050723303e-07,2.7483887129214776e-10,9.862442917547609e-08
2,2,1.55,positional,6.94517777382369e-07,2.8484540528467127e-10,1.0092635897232316e-07
2,2,1.55,positional,7.107279696773412e-07,2.9521626446188577e-10,1.0328201699294224e-07
2,2,1.55,positional,7.273165113001455e-07,3.0596471344071963e-10,1.0569265729824445e-07
2,2,1.55,positional,7.442922330043758e-07,3.171044997859454e-10,1.0815956322073632e-07
2,2,1.55,positional,7.616641716552891e-07,3.2864987159369656e-10,1.1068404804779805e-07
2,2,1.55,positional,7.794415750404951e-07,3.4061559571517775e-10,1.1326745572091294e-07
2,2,1.55,positional,7.97633906792928e-07,3.530169766438777e-10,1.159111615512209e-07
2,2,1.55,positional,8.162508514287236e-07,3.6586987609044187e-10,1.186165729517769e-07
2,2,1.55,positional,8.35302319502677e-07,3.7919073327023907e-10,1.2138513018690403e-07
2,2,1.55,positional,8.547984528840405e-07,3.929965859295798e-10,1.24218307139042e-07
2,2,1.55,positional,8.747496301554416e-07,4.0730509213745963e-10,1.2711761209349638e-07
2,2,1.55,positional,8.951664721378301e-07,4.221345528707246e-10,1.3008458854151026e-07
2,2,1.55,positional,9.16059847544371e-07,4.3750393542152787e-10,1.3312081600208414e-07
2,2,1.55,positional,9.374408787663001e-07,4.53432897657023e-10,1.362279108629819e-07
2,2,1.55,positional,9.59320947793825e-07,4.699418131623221e-10,1.394075272413716e-07
2,2,1.55,positional,9.817117022752183e-07,4.870517972988755e-10,1.4266135786455891e-07
2,2,1.55,positional,1.0046250617173402e-06,5.047847342116118e-10,1.4599113497128411e-07
2,2,1.55,positional,1.0280732238308647e-06,5.231633048193575e-10,1.493986312340589e-07
2,2,1.55,positional,1.052068671023623e-06,5.422110158243688e-10,1.5288566070303967e-07
2,2,1.55,positional,1.0766241770454934e-06,5.619522297780544e-10,1.5645407977193617e-07
2,2,1.55,positional,1.1017528137883874e-06,5.824121962413559e-10,1.601057881664723e-07
2,2,1.55,positional,1.1274679582449471e-06,6.036170840796375e-10,1.6384272995592418e-07
2,2,1.55,positional,1.153783299629662e-06,6.255940149333917e-10,1.676668945882761e-07
2,2,1.55,positional,1.180712846666189e-06,6.48371097907568e-10,1.7158031794954428e-07
2,2,1.55,positional,1.208270935044776e-06,6.719774655239082e-10,1.7558508344783577e-07
2,2,1.55,positional,1.236472235053715e-06,6.964433109822376e-10,1.7968332312271458e-07
2,2,1.55,positional,1.2653317593889428e-06,7.217999267784149e-10,1.8387721878047339e-07
2,2,1.55,positional,1.2948648711459048e-06,7.480797447283011e-10,1.881690031559103e-07
2,2,1.55,positional,1.3250872919979539e-06,7.753163774489529e-10,1.9256096110123215e-07
2,2,1.55,positional,1.356015110565632e-06,8.035446613500913e-10,1.9705543080271728e-07
2,2,1.55,positional,1.3876647909813072e-06,8.328007011908462e-10,2.0165480502578805e-07
2,2,1.55,positional,1.4200531816536819e-06,8.631219162587326e-10,2.063615323891513e-07
2,2,1.55,positional,1.4531975242368955e-06,8.945470882299673e-10,2.1117811866869362e-07
2,2,1.55,positional,1.4871154628089536e-06,9.271164107723082e-10,2.1610712813182012e-07
2,2,1.55,positional,1.5218250532643868e-06,9.608715409538712e-10,2.2115118490295078e-07
2,2,1.55,positional,1.5573447729261351e-06,9.95855652523678e-10,2.2631297436090108e-07
2,2,1.55,positional,1.593693530381776e-06,1.0321134911320789e-09,2.3159524456889278e-07
2,2,1.55,positional,1.6308906755493342e-06,1.0696914315616837e-09,2.370008077379563e-07
2,2,1.55,positional,1.668956009978023e-06,1.1086375370419928e-09,2.425325417245046e-07
2,2,1.55,positional,1.7079097973894268e-06,1.1490016207236166e-09,2.4819339156287967e-07
2,2,1.55,positional,1.7477727744646807e-06,1.190835309390657e-09,2.5398637103368134e-07
2,2,1.55,positional,1.7885661618834618e-06,1.2341921094928135e-09,2.5991456426872495e-07
2,2,1.55,positional,1.8303116756206132e-06,1.2791274755816136e-09,2.659811273934747e-07
2,2,1.55,positional,1.8730315385064386e-06,1.3256988812383252e-09,2.7218929020783284e-07
2,2,1.55,positional,1.916748492056813e-06,1.3739658925842585e-09,2.785423579061787e-07
2,2,1.55,positional,1.9614858085794294e-06,1.423990244467508e-09,2.850437128375792e-07
2,2,1.55,positional,2.0072673035625683e-06,1.4758359194235103e-09,2.916968163070992e-07
2,2,1.55,positional,2.0541173483530643e-06,1.5295692295105024e-09,2.9850521041918547e-07
2,2,1.55,positional,2.1020608831301583e-06,1.5852589011244807e-09,3.0547251996409716e-07
2,2,1.55,positional,2.1511234301821673e-06,1.642976162902172e-09,3.1260245434839343e-07
2,2,1.55,positional,2.2013311074930323e-06,1.7027948368244351e-09,3.1989880957050583e-07
2,2,1.55,positional,2.2527106426459824e-06,1.7647914326366283e-09,3.273654702424506e-07
2,2,1.55,positional,2.305289387051711e-06,1.8290452457066972e-09,3.350064116587582e-07
2,2,1.55,positional,2.3590953305086338e-06,1.8956384584461446e-09,3.4282570191372195e-07
2,2,1.55,positional,2.414157116103018e-06,1.964656245423644e-09,3.5082750406810206e-07
2,2,1.55,positional,2.4705040554568255e-06,2.036186882305643e-09,3.590160783664273e-07
2,2,1.55,positional,2.5281661443315005e-06,2.110321858763414e-09,3.6739578450609284e-07
2,2,1.55,positional,2.587174078595924e-06,2.18715599549088e-09,3.7597108395945376e-07
2,2,1.55,positional,2.6475592705670637e-06,2.2667875654829097e-09,3.847465423501562e-07
2,2,1.55,positional,2.709353865732049e-06,2.349318419729234e-09,3.937268318849793e-07
2,2,1.55,positional,2.7725907598604813e-06,2.434854117484648e-09,4.029167338424701e-07
2,2,1.55,positional,2.8373036165162114e-06,2.52350406128226e-09,4.123211411197207e-07
2,2,1.55,positional,2.903526884977814e-06,2.6153816368623625e-09,4.219450608386292e-07
2,2,1.55,positional,2.971295818577334e-06,2.7106043581959403e-09,4.3179361701304285e-07
2,2,1.55,positional,3.0406464934670685e-06,2.8092940177883077e-09,4.418720532782064e-07
2,2,1.55,positional,3.111615827824363e-06,2.911576842455101e-09,4.5218573568396954e-07
2,2,1.55,positional,3.1842416015046563e-06,3.0175836547698855e-09,4.627401555532479e-07
2,2,1.55,positional,3.258562476153223e-06,3.127450040389847e-09,4.7354093240725904e-07
2,2,1.55,positional,3.3346180157863626e-06,3.2413165214736565e-09,4.84593816959103e-07
2,2,1.55,positional,3.4124487078528892e-06,3.3593287364131513e-09,4.959046941772694e-07
2,2,1.55,positional,3.492095984787271e-06,3.481637626108925e-09,5.074795864207274e-07
2,2,1.55,positional,3.573602246065788e-06,3.6083996270279205e-09,5.193246566472553e-07
2,2,1.55,positional,3.6570108807774936e-06,3.7397768712900175e-09,5.314462116967327e-07
2,2,1.55,positional,3.7423662907219773e-06,3.8759373940395004e-09,5.43850705651141e-07
2,2,1.55,positional,3.829713914046277e-06,4.017055348366729e-09,5.565447432730782e-07
2,2,1.55,positional,3.919100249433402e-06,4.163311228054706e-09,5.695350835246048e-07
2,2,1.55,positional,4.010572880855496e-06,4.314892098435679e-09,5.828286431683215e-07
2,2,1.55,positional,4.1041805029047085e-06,4.47199183565289e-09,5.964325004525894e-07
2,2,1.55,positional,4.199972946715306e-06,4.63481137463355e-09,6.10353898882863e-07
2,2,1.55,positional,4.2980012064907985e-06,4.803558966090184e-09,6.246002510811533e-07
2,2,1.55,positional,4.398317466650228e-06,4.978450442879077e-09,6.391791427356805e-07
2,2,1.55,positional,4.500975129608051e-06,5.159709496056505e-09,6.540983366428296e-07
2,2,1.55,positional,4.606028844202398e-06,5.347567960985775e-09,6.693657768435614e-07
2,2,1.55,positional,4.713534534786907e-06,5.542266113861166e-09,6.849895928565057e-07
2,2,1.55,positional,4.823549431001467e-06,5.7440529790277616e-09,7.009781040099703e-07
2,2,1.55,positional,4.9361320982379165e-06,5.953186647490562e-09,7.173398238752157e-07
2,2,1.55,positional,5.0513424688167665e-06,6.169934607020037e-09,7.340834648033385e-07
2,2,1.55,positional,5.169241873891593e-06,6.394574084276385e-09,7.512179425681995e-07
2,2,1.55,positional,5.2898930760981455e-06,6.627392399390225e-09,7.687523811178865e-07
2,2,1.55,positional,5.413360302965376e-06,6.868687333452892e-09,7.866961174372257e-07
2,2,1.55,positional,5.539709281106401e-06,7.118767509386804e-09,8.050587065239775e-07
2,2,1.55,positional,5.669007271207434e-06,7.377952786682739e-09,8.238499264813505e-07
2,2,1.55,positional,5.801323103833378e-06,7.646574670509003e-09,8.430797837295709e-07
2,2,1.55,positional,5.936727216069126e-06,7.924976735715747e-09,8.627585183392884e-07
2,2,1.55,positional,6.075291689016077e-06,8.21351506627674e-09,8.828966094896772e-07
2,2,1.55,positional,6.217090286163833e-06,8.512558710730676e-09,9.035047810541485e-07
2,2,1.55,positional,6.362198492657495e-06,8.822490154204479e-09,9.245940073166646e-07
2,2,1.55,positional,6.510693555481454e-06,9.143705807622401e-09,9.461755188217123e-07
2,2,1.55,positional,6.662654524581149e-06,9.476616514726698e-09,9.682608083610777e-07
2,2,1.55,positional,6.818162294944479e-06,9.821648077558038e-09,9.908616371005983e-07
2,2,1.55,positional,6.9772996496655375e-06,1.0179241801068227e-08,1.0139900408502093e-06
2,2,1.55,positional,7.140151304013403e-06,1.0549855057561486e-08,1.0376583364806182e-06
2,2,1.55,positional,7.306803950529492e-06,1.0933961871686294e-08,1.0618791284900438e-06
2,2,1.55,positional,7.477346305177581e-06,1.1332053526726215e-08,1.086665315724555e-06
2,2,1.55,positional,7.651869154570818e-06,1.1744639192964656e-08,1.1120300982555768e-06
2,2,1.55,positional,7.830465404301182e-06,1.2172246578927938e-08,1.1379869844182839e-06
2,2,1.55,positional,8.013230128396886e-06,1.2615422606339138e-08,1.1645497980146321e-06
2,2,1.55,positional,8.20026061993413e-06,1.3074734109646128e-08,1.1917326856848876e-06
2,2,1.55,positional,8.391656442830162e-06,1.3550768561018625e-08,1.2195501244516139e-06
2,2,1.55,positional,8.58751948484518e-06,1.4044134821741357e-08,1.2480169294401542e-06
2,2,1.55,positional,8.787954011821328e-06,1.455546392096461e-08,1.27714826177975e-06
2,2,1.55,positional,8.993066723187614e-06,1.5085409862807967e-08,1.3069596366895323e-06
2,2,1.55,positional,9.202966808760409e-06,1.5634650462849913e-08,1.3374669317537326e-06
2,2,1.55,positional,9.417766006869519e-06,1.620388821507254e-08,1.368686395390519e-06
2,2,1.55,positional,9.637578663841089e-06,1.679385119037101e-08,1.40063465551905e-06
2,2,1.55,positional,9.862521794868784e-06,1.740529396777644e-08,1.4333287284293575e-06
2,2,1.55,positional,1.0092715146305697e-05,1.8038998599583356e-08,1.4667860278598366e-06
2,2,1.55,positional,1.0328281259410275e-05,1.8695775611616543e-08,1.5010243742872217e-06
2,2,1.55,positional,1.0569345535579871e-05,1.9376465039915743e-08,1.536062004434001e-06
2,2,1.55,positional,1.0816036303107094e-05,2.0081937505165305e-08,1.5719175809984312e-06
2,2,1.55,positional,1.106848488549412e-05,2.0813095326242154e-08,1.6086102026123274e-06
2,2,1.55,positional,1.1326825671361538e-05,2.1570873674306718e-08,1.646159414032013e-06
2,2,1.55,positional,1.1591196185988858e-05,2.23562417689128e-08,1.6845852165678791e-06
2,2,1.55,positional,1.1861737164524791e-05,2.3170204117666304e-08,1.7239080787581813e-06
2,2,1.55,positional,1.2138592626906288e-05,2.4013801801018384e-08,1.7641489472927977e-06
2,2,1.55,positional,1.2421909954526187e-05,2.4888113803836236e-08,1.8053292581928249e-06
2,2,1.55,positional,1.2711839968690301e-05,2.57942583954547e-08,1.8474709482520304e-06
2,2,1.55,positional,1.3008537010905705e-05,2.6733394559973748e-08,1.8905964667463051e-06
2,2,1.55,positional,1.3312159025043077e-05,2.770672347863165e-08,1.934728787417444e-06
2,2,1.55,positional,1.3622867641416468e-05,2.871549006614864e-08,1.979891420737647e-06
2,2,1.55,positional,1.3940828262825757e-05,2.976098456300767e-08,2.0261084264614117e-06
2,2,1.55,positional,1.4266210152607354e-05,3.08445441857081e-08,2.0734044264715527e-06
2,2,1.55,positional,1.4599186524739771e-05,3.1967554837102176e-08,2.1218046179262156e-06
2,2,1.55,positional,1.4939934636052563e-05,3.313145287900369e-08,2.1713347867140632e-06
2,2,1.55,positional,1.5288635880587294e-05,3.433772696933445e-08,2.222021321224808e-06
2,2,1.55,positional,1.564547588616096e-05,3.558791996615923e-08,2.2738912264425502e-06
2,2,1.55,positional,1.6010644613183176e-05,3.688363090104394e-08,2.3269721383695133e-06
2,2,1.55,positional,1.6384336455779847e-05,3.822651702426157e-08,2.3812923387879587e-06
2,2,1.55,positional,1.676675034527701e-05,3.961829592446117e-08,2.436880770368239e-06
2,2,1.55,positional,1.7158089856100067e-05,4.1060747725511554e-08,2.493767052131153e-06
2,2,1.55,positional,1.7558563314144703e-05,4.255571736332907e-08,2.5519814952729464e-06
2,2,1.55,positional,1.7968383907677192e-05,4.4105116945601854e-08,2.6115551193615014e-06
2,2,1.55,positional,1.8387769800823267e-05,4.571092819742909e-08,2.672519668912489e-06
2,2,1.55,positional,1.8816944249705553e-05,4.7375204996001735e-08,2.7349076303543785e-06
2,2,1.55,positional,1.9256135721291986e-05,4.910007599756901e-08,2.7987522493915716e-06
2,2,1.55,positional,1.970557801501796e-05,5.08877473600485e-08,2.864087548774966e-06
2,2,1.55,positional,2.0165510387247444e-05,5.2740505564764174e-08,2.930948346489636e-06
2,2,1.55,positional,2.0636177678638567e-05,5.466072034091842e-08,2.9993702743693733e-06
2,2,1.55,positional,2.111783044448242e-05,5.665084769654221e-08,3.0693897971482947e-06
2,2,1.55,positional,2.1610725088083767e-05,5.871343305979745e-08,3.1410442319597363e-06
2,2,1.55,positional,2.2115123997254888e-05,6.085111453465021e-08,3.2143717682930376e-06
2,2,1.55,positional,2.2631295683995298e-05,6.30666262750791e-08,3.2894114884190403e-06
2,2,1.55,positional,2.3159514927431545e-05,6.536280198213397e-08,3.3662033882953588e-06
2,2,1.55,positional,2.3700062920093303e-05,6.774257852831842e-08,3.4447883989627856e-06
2,2,1.55,positional,2.4253227417603554e-05,7.020899971393126e-08,3.5252084084444222e-06
2,2,1.55,positional,2.4819302891862576e-05,7.276522016017154e-08,3.6075062841594532e-06
2,2,1.55,positional,2.539859068780724e-05,7.541450934398656e-08,3.6917258958637087e-06
2,2,1.55,positional,2.5991399183829328e-05,7.816025577982454e-08,3.777912139129545e-06
2,2,1.55,positional,2.6598043955937582e-05,8.100597135363741e-08,3.866110959377695e-06
