p,seed,level_N,epoch,train_loss,val_loss,h1_rel_val_median,lr,time_sec,optimizer_restarts,is_best
2,1,2,0,0.28960206435863284,0.16872443205557272,0.013593880422700188,0.01,22.171885378018487,0,1
2,1,2,1,0.16790277914176308,0.16770836841298872,0.013703020808650945,0.01,22.27649855002528,0,0
2,1,2,2,0.15912717973396673,0.15989554773202075,0.012415239188832262,0.01,22.37815494503593,0,1
2,1,2,3,0.15671959197612959,0.16029852054478194,0.013411427300045091,0.01,22.479662297002506,0,0
2,1,2,4,0.15529720787026052,0.15515815695727364,0.012809598721138819,0.01,22.58090674999403,0,1
2,1,2,5,0.15280160215419972,0.152492145549423,0.012822834589280865,0.01,22.682122553000227,0,1
2,1,2,6,0.15074809452798055,0.15055035182956392,0.01252693227635283,0.01,22.783342706039548,0,1
2,1,2,7,0.15000241308952983,0.14945521030085795,0.012544965241717783,0.01,22.884592114016414,0,0
2,1,2,8,0.14868321656638012,0.1487706498189479,0.012722208434909715,0.01,22.986159747990314,0,1
2,1,2,9,0.1484236148163231,0.14863500766993132,0.012919283454379343,0.01,23.087314133998007,0,0
2,1,2,10,0.14861100950304076,0.14863131478226596,0.012934990320787081,0.01,23.188455794006586,0,0
2,1,2,11,0.14800165872180765,0.1485857355628701,0.012825616257074138,0.01,23.28978981199907,0,0
2,1,2,12,0.14877422869303308,0.14857727618830782,0.012829400854765072,0.01,23.391242292011157,0,0
2,1,2,13,0.1477742449569607,0.14862111120614702,0.012929510308302394,0.01,23.492177589039784,0,0
2,1,2,14,0.1485471772575416,0.14863235246380205,0.012686922547873257,0.01,23.593354088021442,0,0
2,1,2,15,0.14826530112981512,0.1485887971579021,0.012726199098975299,0.01,23.69436087401118,0,0
2,1,2,16,0.1485222241571171,0.14856231044853455,0.0127660618573451,0.01,23.79565464699408,0,0
2,1,2,17,0.14850321827975493,0.14861861050489325,0.012673734893303243,0.01,23.896646815002896,0,0
2,1,2,18,0.14839358318400928,0.14862671531974564,0.012941437254922084,0.01,23.997704941022675,0,0
2,1,2,19,0.14821046140580946,0.1485525533838395,0.01284680243610142,0.01,24.098693845036905,0,0
2,1,2,20,0.14867780906234462,0.14855848034738453,0.012863227046306608,0.01,24.199958098994102,0,0
2,1,2,21,0.14827108973198866,0.14863057412694541,0.012634329683803687,0.01,24.30082578700967,0,0
2,1,2,22,0.14830148654287872,0.1485373021035662,0.012827887878237345,0.01,24.401850624999497,0,0
2,1,2,23,0.148309474461837,0.14855803662853193,0.012686206789415394,0.01,24.502824358001817,0,0
2,1,2,24,0.14860867063957844,0.14853173399218378,0.01271961997582855,0.01,24.603904268005863,0,0
2,1,2,25,0.14802966117519123,0.14858122331231138,0.01264430768144119,0.01,24.70494642201811,0,0
2,1,2,26,0.14815270007902456,0.1489410335046949,0.012458495291009902,0.01,24.80573020299198,0,0
2,1,2,27,0.1483208059875974,0.1485930322540909,0.012905997296731048,0.01,24.906620369001757,0,0
2,1,2,28,0.14865737332472811,0.14853506026604957,0.012668777202283276,0.01,25.007744914037175,0,0
2,1,2,29,0.14844983567018116,0.14852155073697057,0.012678577009166005,0.01,25.108479664020706,0,0
2,1,2,30,0.14834616931576466,0.14849650560253796,0.01273073304882198,0.01,25.209566312027164,0,0
2,1,2,31,0.1485948371945935,0.14852702029950876,0.012834546667763347,0.01,25.310422231035773,0,0
2,1,2,32,0.14821586886895696,0.14867635532158002,0.0125352868538651,0.01,25.411143754026853,0,0
2,1,2,33,0.1475855877540521,0.14849040422598359,0.012701397375293022,0.01,25.512052234029397,0,0
2,1,2,34,0.1482202208943716,0.14856865502622119,0.012875239483354436,0.01,25.61289430502802,0,0
2,1,2,35,0.14840228317979598,0.14851999299650795,0.01262544262916136,0.01,25.713756451033987,0,0
2,1,2,36,0.14811373723077015,0.1486541758064321,0.01252638378041299,0.01,25.81459804699989,0,0
2,1,2,37,0.1484676942208443,0.14847784230087802,0.012676017072737626,0.01,25.915668516012374,0,0
2,1,2,38,0.14880497619385574,0.1484707294481985,0.012734233232484462,0.01,26.01661613798933,0,0
2,1,2,39,0.1478466337620959,0.14847840517871624,0.012652647411736145,0.01,26.117315132985823,0,0
2,1,2,40,0.1483010785609465,0.14846625628697552,0.012671176469937004,0.01,26.218136626004707,0,0
2,1,2,41,0.14835247915336539,0.14850326632065947,0.012798481807076762,0.01,26.31887896201806,0,0
2,1,2,42,0.14799253747297278,0.14846536800336302,0.012649020210788887,0.01,26.419902633992024,0,0
2,1,2,43,0.14752730283857338,0.148457101665619,0.01271464719046238,0.01,26.521006302034948,0,0
2,1,2,44,0.1478506963275968,0.14850671904364193,0.012584773255775783,0.01,26.621824285015464,0,0
2,1,2,45,0.14803413710274957,0.1485482115708143,0.012831947553500355,0.01,26.722511773987208,0,0
2,1,2,46,0.14836059332242774,0.14848114734174298,0.012612950794102998,0.01,26.82353045803029,0,0
2,1,2,47,0.14827149645051624,0.148449445626089,0.012654758806887708,0.01,26.924154868989717,0,0
2,1,2,48,0.1485845843354395,0.14845772931907392,0.01272363511424581,0.01,27.024857981014065,0,0
2,1,4,0,0.085872153978701,0.06418094065911255,0.0035993691181009967,0.01,22.41763263300527,0,1
2,1,4,1,0.05700780769571706,0.05818539926564623,0.003422516554945163,0.01,22.529785891005304,0,1
2,1,4,2,0.05397813551675941,0.055418765831400804,0.0034677408778268923,0.01,22.639272217988037,0,1
2,1,4,3,0.05358763677642638,0.054492499584127364,0.003405243263089834,0.01,22.748991552973166,0,1
2,1,4,4,0.052326618213160404,0.05394001539234014,0.003474937804258839,0.01,22.85972585499985,0,1
2,1,4,5,0.052267358969684416,0.053493546811453366,0.003473641542820407,0.01,22.96944147796603,0,0
2,1,4,6,0.051800465961018304,0.053247661766292996,0.0034765792149775983,0.01,23.078691730974242,0,1
2,1,4,7,0.05182791819947689,0.05308949072380917,0.0034736216397872268,0.01,23.188064543996006,0,0
2,1,4,8,0.051840187253203086,0.05300625259734776,0.0034892632669344206,0.01,23.297032110975124,0,0
2,1,4,9,0.05140579374864329,0.05294983782082716,0.0035026377992992256,0.01,23.406586147961207,0,0
2,1,4,10,0.05161135970346481,0.05285394964064022,0.0034705428287041254,0.01,23.515736299974378,0,0
2,1,4,11,0.05165816614630916,0.05281513860460863,0.0034770947226245375,0.01,23.62527511897497,0,0
2,1,4,12,0.051501644941944605,0.05279237174734228,0.0034809718483441174,0.01,23.73439557797974,0,0
2,1,4,13,0.0513102147736146,0.052786435815651365,0.003498176174622058,0.01,23.843400500016287,0,0
2,1,4,14,0.05151554266778707,0.05281247214435559,0.003443697963396841,0.01,23.952524889959022,0,0
2,1,4,15,0.05168242674353145,0.052738313222207234,0.0034761268539828197,0.01,24.06148192996625,0,0
2,1,4,16,0.05161393780054459,0.052735771688921795,0.0034901396233594506,0.01,24.170277024968527,0,0
2,1,4,17,0.05165457751052226,0.05274687614148498,0.003502957043257378,0.01,24.279456230986398,0,0
2,1,4,18,0.05148548328929373,0.05277717795081103,0.003443349453842691,0.01,24.388636327988934,0,0
2,1,4,19,0.051553732972474266,0.052713007321639326,0.0034871378234641883,0.01,24.497630333993584,0,1
2,1,4,20,0.051503407452010395,0.05270363416790106,0.003472120068830102,0.01,24.606843777990434,0,0
2,1,4,21,0.05125466657585106,0.05269969202096294,0.0034804994518416238,0.01,24.716012571996544,0,0
2,1,4,22,0.051475851043214595,0.052696726022768946,0.0034678968140601806,0.01,24.824930989008863,0,0
2,1,4,23,0.05140152229334301,0.05271288937137876,0.003453777722364146,0.01,24.93389396899147,0,0
2,1,4,24,0.05133430289805713,0.05275446643594584,0.0034364143414261092,0.01,25.042758503986988,0,0
2,1,4,25,0.051546790463854165,0.05268620073973477,0.0034688959626135037,0.01,25.151487191964407,0,0
2,1,4,26,0.05174499015689562,0.0526856300551883,0.0034620582785276762,0.01,25.261016086966265,0,0
2,1,4,27,0.05150639663479493,0.05268003045494215,0.0034764743878843395,0.01,25.369912952999584,0,0
2,1,4,28,0.05118153924984161,0.05267751341349627,0.0034713249212415596,0.01,25.47872600099072,0,0
