p,N,beta,method,x_eval,u_exact_dd,u_h_dd
2,8,1.65,uniform,5.169241873891593e-06,75.97975731625088,2.9414361230076604
2,8,1.65,uniform,5.2898930760981455e-06,75.36867633574468,2.9414361230076604
2,8,1.65,uniform,5.413360302965376e-06,74.76251008487075,2.9414361230076604
2,8,1.65,uniform,5.539709281106401e-06,74.16121903602456,2.9414361230076604
2,8,1.65,uniform,5.669007271207434e-06,73.56476397950945,2.9414361230076604
2,8,1.65,uniform,5.801323103833378e-06,72.97310602097987,2.9414361230076604
2,8,1.65,uniform,5.936727216069126e-06,72.3862065789051,2.9414361230076604
2,8,1.65,uniform,6.075291689016077e-06,71.8040273820534,2.9414361230076604
2,8,1.65,uniform,6.217090286163833e-06,71.22653046699635,2.9414361230076604
2,8,1.65,uniform,6.362198492657495e-06,70.65367817563325,2.9414361230076604
2,8,1.65,uniform,6.510693555481454e-06,70.08543315273558,2.9414361230076604
2,8,1.65,uniform,6.662654524581149e-06,69.52175834351088,2.9414361230076604
2,8,1.65,uniform,6.818162294944479e-06,68.96261699118676,2.9414361230076604
2,8,1.65,uniform,6.9772996496655375e-06,68.40797263461371,2.9414361230076604
2,8,1.65,uniform,7.140151304013403e-06,67.85778910588769,2.9414361230076604
2,8,1.65,uniform,7.306803950529492e-06,67.31203052799164,2.9414361230076604
2,8,1.65,uniform,7.477346305177581e-06,66.7706613124557,2.9414361230076604
2,8,1.65,uniform,7.651869154570818e-06,66.23364615703699,2.9414361230076604
2,8,1.65,uniform,7.830465404301182e-06,65.70095004341718,2.9414361230076604
2,8,1.65,uniform,8.013230128396886e-06,65.17253823491917,2.9414361230076604
2,8,1.65,uniform,8.20026061993413e-06,64.64837627424185,2.9414361230076604
2,8,1.65,uniform,8.391656442830162e-06,64.12842998121324,2.9414361230076604
2,8,1.65,uniform,8.58751948484518e-06,63.61266545056159,2.9414361230076604
2,8,1.65,uniform,8.787954011821328e-06,63.101049049704415,2.9414361230076604
2,8,1.65,uniform,8.993066723187614e-06,62.59354741655544,2.9414361230076604
2,8,1.65,uniform,9.202966808760409e-06,62.0901274573489,2.9414361230076604
2,8,1.65,uniform,9.417766006869519e-06,61.590756344481754,2.9414361230076604
2,8,1.65,uniform,9.637578663841089e-06,61.095401514372874,2.9414361230076604
2,8,1.65,uniform,9.862521794868784e-06,60.60403066533968,2.9414361230076604
2,8,1.65,uniform,1.0092715146305697e-05,60.116611755491704,2.9414361230076604
2,8,1.65,uniform,1.0328281259410275e-05,59.633113000641124,2.9414361230076604
2,8,1.65,uniform,1.0569345535579871e-05,59.15350287223032,2.9414361230076604
2,8,1.65,uniform,1.0816036303107094e-05,58.67775009527577,2.9414361230076604
2,8,1.65,uniform,1.106848488549412e-05,58.205823646328696,2.9414361230076604
2,8,1.65,uniform,1.1326825671361538e-05,57.737692751452016,2.9414361230076604
2,8,1.65,uniform,1.1591196185988858e-05,57.27332688421362,2.9414361230076604
2,8,1.65,uniform,1.1861737164524791e-05,56.81269576369579,2.9414361230076604
2,8,1.65,uniform,1.2138592626906288e-05,56.35576935252056,2.9414361230076604
2,8,1.65,uniform,1.2421909954526187e-05,55.902517854891016,2.9414361230076604
2,8,1.65,uniform,1.2711839968690301e-05,55.45291171464837,2.9414361230076604
2,8,1.65,uniform,1.3008537010905705e-05,55.00692161334463,2.9414361230076604
2,8,1.65,uniform,1.3312159025043077e-05,54.564518468330625,2.9414361230076604
2,8,1.65,uniform,1.3622867641416468e-05,54.12567343085978,2.9414361230076604
2,8,1.65,uniform,1.3940828262825757e-05,53.69035788420678,2.9414361230076604
2,8,1.65,uniform,1.4266210152607354e-05,53.25854344180144,2.9414361230076604
2,8,1.65,uniform,1.4599186524739771e-05,52.830201945377794,2.9414361230076604
2,8,1.65,uniform,1.4939934636052563e-05,52.405305463137815,2.9414361230076604
2,8,1.65,uniform,1.5288635880587294e-05,51.983826287930036,2.9414361230076604
2,8,1.65,uniform,1.564547588616096e-05,51.56573693544275,2.9414361230076604
2,8,1.65,uniform,1.6010644613183176e-05,51.15101014241185,2.9414361230076604
2,8,1.65,uniform,1.6384336455779847e-05,50.73961886484294,2.9414361230076604
2,8,1.65,uniform,1.676675034527701e-05,50.33153627624789,2.9414361230076604
2,8,1.65,uniform,1.7158089856100067e-05,49.926735765895444,2.9414361230076604
2,8,1.65,uniform,1.7558563314144703e-05,49.525190937076,2.9414361230076604
2,8,1.65,uniform,1.7968383907677192e-05,49.12687560538028,2.9414361230076604
2,8,1.65,uniform,1.8387769800823267e-05,48.73176379699179,2.9414361230076604
2,8,1.65,uniform,1.8816944249705553e-05,48.33982974699328,2.9414361230076604
2,8,1.65,uniform,1.9256135721291986e-05,47.951047897686465,2.9414361230076604
2,8,1.65,uniform,1.970557801501796e-05,47.56539289692551,2.9414361230076604
2,8,1.65,uniform,2.0165510387247444e-05,47.18283959646374,2.9414361230076604
2,8,1.65,uniform,2.0636177678638567e-05,46.8033630503139,2.9414361230076604
2,8,1.65,uniform,2.111783044448242e-05,46.42693851312133,2.9414361230076604
2,8,1.65,uniform,2.1610725088083767e-05,46.053541438550376,2.9414361230076604
2,8,1.65,uniform,2.2115123997254888e-05,45.68314747768373,2.9414361230076604
2,8,1.65,uniform,2.2631295683995298e-05,45.315732477434686,2.9414361230076604
2,8,1.65,uniform,2.3159514927431545e-05,44.95127247897211,2.9414361230076604
2,8,1.65,uniform,2.3700062920093303e-05,44.58974371615812,2.9414361230076604
2,8,1.65,uniform,2.4253227417603554e-05,44.23112261399829,2.9414361230076604
2,8,1.65,uniform,2.4819302891862576e-05,43.875385787104385,2.9414361230076604
2,8,1.65,uniform,2.539859068780724e-05,43.522510038169415,2.9414361230076604
2,8,1.65,uniform,2.5991399183829328e-05,43.172472356454854,2.9414361230076604
2,8,1.65,uniform,2.6598043955937582e-05,42.825249916290296,2.9414361230076604
2,8,1.65,uniform,2.7218847945751794e-05,42.480820075584916,2.9414361230076604
2,8,1.65,uniform,2.785414163241763e-05,42.13916037435103,2.9414361230076604
2,8,1.65,uniform,2.8504263208534317e-05,41.80024853323938,2.9414361230076604
2,8,1.65,uniform,2.916955876018793e-05,41.46406245208653,2.9414361230076604
2,8,1.65,uniform,2.9850382451187297e-05,41.130580208473575,2.9414361230076604
2,8,1.65,uniform,3.054709671159968e-05,40.79978005629663,2.9414361230076604
2,8,1.65,uniform,3.1260072430687034e-05,40.47164042434881,2.9414361230076604
2,8,1.65,uniform,3.1989689154345374e-05,40.146139914913576,2.9414361230076604
2,8,1.65,uniform,3.273633528715247e-05,39.82325730236938,2.9414361230076604
2,8,1.65,uniform,3.350040829913136e-05,39.50297153180563,2.9414361230076604
2,8,1.65,uniform,3.4282314937339745e-05,39.18526171764962,2.9414361230076604
2,8,1.65,uniform,3.508247144239796e-05,38.8701071423047,2.9414361230076604
2,8,1.65,uniform,3.590130377007068e-05,38.557487254799234,2.9414361230076604
2,8,1.65,uniform,3.673924781802074e-05,38.247381669446455,2.9414361230076604
2,8,1.65,uniform,3.759674965785468e-05,37.93977016451524,2.9414361230076604
2,8,1.65,uniform,3.8474265772584975e-05,37.634632680911416,2.9414361230076604
2,8,1.65,uniform,3.937226329963475e-05,37.33194932086963,2.9414361230076604
2,8,1.65,uniform,4.029122027951344e-05,37.031700346656,2.9414361230076604
2,8,1.65,uniform,4.123162591029748e-05,36.73386617928092,2.9414361230076604
2,8,1.65,uniform,4.2193980808050236e-05,36.438427397222355,2.9414361230076604
2,8,1.65,uniform,4.317879727332022e-05,36.14536473515939,2.9414361230076604
2,8,1.65,uniform,4.4186599563859417e-05,35.85465908271593,2.9414361230076604
2,8,1.65,uniform,4.521792417370702e-05,35.5662914832146,2.9414361230076604
2,8,1.65,uniform,4.6273320118786936e-05,35.28024313244047,2.9414361230076604
2,8,1.65,uniform,4.735334922917121e-05,34.996495377414966,2.9414361230076604
2,8,1.65,uniform,4.8458586448165e-05,34.71502971517946,2.9414361230076604
2,8,1.65,uniform,4.9589620138372114e-05,34.435827791588764,2.9414361230076604
2,8,1.65,uniform,5.074705239490466e-05,34.15887140011413,2.9414361230076604
2,8,1.65,uniform,5.193149936590212e-05,33.88414248065623,2.9414361230076604
2,8,1.65,uniform,5.3143591580532414e-05,33.61162311836731,2.9414361230076604
2,8,1.65,uniform,5.4383974284647904e-05,33.341295542483074,2.9414361230076604
2,8,1.65,uniform,5.56533077842764e-05,33.07314212516372,2.9414361230076604
2,8,1.65,uniform,5.695226779712819e-05,32.80714538034465,2.9414361230076604
2,8,1.65,uniform,5.8281545812308395e-05,32.54328796259606,2.9414361230076604
2,8,1.65,uniform,5.96418494584246e-05,32.281552665991924,2.9414361230076604
2,8,1.65,uniform,6.103390288028621e-05,32.021922422988006,2.9414361230076604
2,8,1.65,uniform,6.245844712439617e-05,31.76438030330888,2.9414361230076604
2,8,1.65,uniform,6.391624053344005e-05,31.508909512843925,2.9414361230076604
2,8,1.65,uniform,6.540805914998258e-05,31.255493392552218,2.9414361230076604
2,8,1.65,uniform,6.693469712958668e-05,31.004115417376177,2.9414361230076604
2,8,1.65,uniform,6.849696716357455e-05,30.754759195164006,2.9414361230076604
2,8,1.65,uniform,7.009570091165617e-05,30.507408465600786,2.9414361230076604
2,8,1.65,uniform,7.173174944465612e-05,30.262047099148052,2.9414361230076604
2,8,1.65,uniform,7.340598369757212e-05,30.01865909599215,2.9414361230076604
2,8,1.65,uniform,7.511929493320969e-05,29.777228585000813,2.9414361230076604
2,8,1.65,uniform,7.68725952166372e-05,29.537739822688245,2.9414361230076604
2,8,1.65,uniform,7.866681790071574e-05,29.30017719218844,2.9414361230076604
2,8,1.65,uniform,8.050291812295972e-05,29.064525202236922,2.9414361230076604
2,8,1.65,uniform,8.238187331399601e-05,28.830768486160498,2.9414361230076604
2,8,1.65,uniform,8.430468371788966e-05,28.598891800875247,2.9414361230076604
2,8,1.65,uniform,8.62723729246145e-05,28.368880025892494,2.9414361230076604
2,8,1.65,uniform,8.82859884149515e-05,28.140718162332853,2.9414361230076604
2,8,1.65,uniform,9.034660211810534e-05,27.914391331948135,2.9414361230076604
2,8,1.65,uniform,9.24553109823358e-05,27.68988477615117,2.9414361230076604
2,8,1.65,uniform,9.461323755890779e-05,27.4671838550534,2.9414361230076604
2,8,1.65,uniform,9.682153059967096e-05,27.24627404651022,2.9414361230076604
2,8,1.65,uniform,9.908136566858666e-05,27.027140945174036,2.9414361230076604
2,8,1.65,uniform,0.00010139394576752918,26.80977026155481,2.9414361230076604
2,8,1.65,uniform,0.00010376050197669117,26.59414782108838,2.9414361230076604
2,8,1.65,uniform,0.00010618229410993834,26.380259563212086,2.9414361230076604
2,8,1.65,uniform,0.00010866061138545968,26.168091540447843,2.9414361230076604
2,8,1.65,uniform,0.0001111967731120699,25.957629917492742,2.9414361230076604
2,8,1.65,uniform,0.0001137921293915315,25.74886097031678,2.9414361230076604
2,8,1.65,uniform,0.00011644806183726855,25.54177108526798,2.9414361230076604
2,8,1.65,uniform,0.00011916598430985589,25.336346758184582,2.9414361230076604
2,8,1.65,uniform,0.00012194734366967383,25.132574593514544,2.9414361230076604
2,8,1.65,uniform,0.00012479362054713115,24.930441303441963,2.9414361230076604
2,8,1.65,uniform,0.00012770633013086432,24.729933707020614,2.9414361230076604
2,8,1.65,uniform,0.0001306870229743346,24.531038729314396,2.9414361230076604
2,8,1.65,uniform,0.00013373728582124963,24.333743400544783,2.9414361230076604
2,8,1.65,uniform,0.0001368587424502518,24.138034855245046,2.9414361230076604
2,8,1.65,uniform,0.00014005305453932196,23.943900331421275,2.9414361230076604
2,8,1.65,uniform,0.0001433219225503574,23.75132716972024,2.9414361230076604
2,8,1.65,uniform,0.00014666708663439685,23.560302812603847,2.9414361230076604
2,8,1.65,uniform,0.0001500903275579735,23.370814803530294,2.9414361230076604
2,8,1.65,uniform,0.0001535934676510897,23.18285078614174,2.9414361230076604
2,8,1.65,uniform,0.00015717837177731627,22.996398503458614,2.9414361230076604
2,8,1.65,uniform,0.00016084694832653552,22.811445797080353,2.9414361230076604
2,8,1.65,uniform,0.00016460115023085497,22.627980606392484,2.9414361230076604
2,8,1.65,uniform,0.0001684429760042315,22.44599096778025,2.9414361230076604
2,8,1.65,uniform,0.00017237447080636198,22.265465013848427,2.9414361230076604
2,8,1.65,uniform,0.00017639772753140436,22.08639097264748,2.9414361230076604
2,8,1.65,uniform,0.0001805148879221108,21.90875716690588,2.9414361230076604
2,8,1.65,uniform,0.00018472814370996341,21.73255201326871,2.9414361230076604
2,8,1.65,uniform,0.00018903973778192212,21.55776402154226,2.9414361230076604
2,8,1.65,uniform,0.00019345196537440441,21.38438179394482,2.9414361230076604
2,8,1.65,uniform,0.00019796717529513326,21.212394024363352,2.9414361230076604
2,8,1.65,uniform,0.00020258777117350172,21.04178949761634,2.9414361230076604
2,8,1.65,uniform,0.0002073162127401229,20.872557088722377,2.9414361230076604
2,8,1.65,uniform,0.000212155017136245,20.70468576217472,2.9414361230076604
2,8,1.65,uniform,0.0002171067602537265,20.53816457122171,2.9414361230076604
2,8,1.65,uniform,0.00022217407810628845,20.372982657152928,2.9414361230076604
2,8,1.65,uniform,0.0002273596682327715,20.2091292485911,2.9414361230076604
2,8,1.65,uniform,0.00023266629113314577,20.046593660789686,2.9414361230076604
2,8,1.65,uniform,0.00023809677173803584,19.885365294936182,2.9414361230076604
2,8,1.65,uniform,0.00024365400091254662,19.725433637460952,2.9414361230076604
2,8,1.65,uniform,0.0002493409369951878,19.566788259351657,2.9414361230076604
2,8,1.65,uniform,0.00025516060737271835,19.40941881547316,2.9414361230076604
2,8,1.65,uniform,0.0002611161100917459,19.25331504389296,2.9414361230076604
2,8,1.65,uniform,0.00026721061550794326,19.09846676521203,2.9414361230076604
2,8,1.65,uniform,0.000273447367973758,18.944863881900968,2.9414361230076604
2,8,1.65,uniform,0.00027982968756551157,18.792496377641612,2.9414361230076604
2,8,1.65,uniform,0.00028636097185081157,18.64135431667385,2.9414361230076604
2,8,1.65,uniform,0.00029304469769721414,18.491427843147726,2.9414361230076604
2,8,1.65,uniform,0.0002998844231231028,18.34270718048073,2.9414361230076604
2,8,1.65,uniform,0.0003068837891917642,18.195182630720307,2.9414361230076604
2,8,1.65,uniform,0.0003140465219496752,18.048844573911435,2.9414361230076604
2,8,1.65,uniform,0.00032137643441002754,17.90368346746933,2.9414361230076604
2,8,1.65,uniform,0.000328877428582551,17.759689845557173,2.9414361230076604
2,8,1.65,uniform,0.0003365534975507094,17.616854318468853,2.9414361230076604
2,8,1.65,uniform,0.00034440872759738196,17.475167572016694,2.9414361230076604
2,8,1.65,uniform,0.00035244730038015845,17.334620366924025,2.9414361230076604
2,8,1.65,uniform,0.0003606734951574028,17.19520353822277,2.9414361230076604
2,8,1.65,uniform,0.00036909169106627787,17.056907994655752,2.9414361230076604
2,8,1.65,uniform,0.0003777063694539364,16.919724718083895,2.9414361230076604
2,8,1.65,uniform,0.00038652211626312617,16.783644762898117,2.9414361230076604
2,8,1.65,uniform,0.00039554362447347016,16.64865925543604,2.9414361230076604
2,8,1.65,uniform,0.00040477569659973223,16.51475939340332,2.9414361230076604
2,8,1.65,uniform,0.0004142232472483893,16.38193644529967,2.9414361230076604
2,8,1.65,uniform,0.00042389130573387786,16.250181749849453,2.9414361230076604
2,8,1.65,uniform,0.00043378501875589886,16.11948671543694,2.9414361230076604
2,8,1.65,uniform,0.00044390965313921663,15.989842819546016,2.9414361230076604
2,8,1.65,uniform,0.0004542705986374043,15.861241608204447,2.9414361230076604
2,8,1.65,uniform,0.0004648733708020257,15.733674695432613,2.9414361230076604
2,8,1.65,uniform,0.00047572361391878896,15.607133762696648,2.9414361230076604
2,8,1.65,uniform,0.00048682710401222793,15.481610558366015,2.9414361230076604
2,8,1.65,uniform,0.000498189751920516,15.35709689717539,2.9414361230076604
2,8,1.65,uniform,0.0005098176064420425,15.233584659690953,2.9414361230076604
2,8,1.65,uniform,0.0005217168575554348,15.111065791780895,2.9414361230076604
2,8,1.65,uniform,0.000533893839714735,14.989532304090222,2.9414361230076604
2,8,1.65,uniform,0.0005463550352214876,14.868976271519772,2.9414361230076604
2,8,1.65,uniform,0.0005591070776755293,14.74938983270944,2.9414361230076604
2,8,1.65,uniform,0.0005721567555063246,14.630765189525535,2.9414361230076604
2,8,1.65,uniform,0.0005855110155867238,14.51309460655226,2.9414361230076604
2,8,1.65,uniform,0.0005991769669310619,14.396370410587311,2.9414361230076604
2,8,1.65,uniform,0.0006131618844795774,14.28058499014151,2.9414361230076604
2,8,1.65,uniform,0.0006274732129711574,14.165730794942453,2.9414361230076604
2,8,1.65,uniform,0.0006421185709064757,14.051800335442172,2.9414361230076604
2,8,1.65,uniform,0.000657105754603627,13.938786182328752,2.9414361230076604
2,8,1.65,uniform,0.0006724427423484249,13.82668096604186,2.9414361230076604
2,8,1.65,uniform,0.0006881376986415663,13.7154773762922,2.9414361230076604
2,8,1.65,uniform,0.0007041989785449289,13.605168161584793,2.9414361230076604
2,8,1.65,uniform,0.0007206351321293053,13.49574612874612,2.9414361230076604
2,8,1.65,uniform,0.0007374549090259547,13.387204142455086,2.9414361230076604
2,8,1.65,uniform,0.0007546672630843886,13.279535124777686,2.9414361230076604
2,8,1.65,uniform,0.0007722813571388642,13.172732054705493,2.9414361230076604
2,8,1.65,uniform,0.0007903065678861348,13.066787967697817,2.9414361230076604
2,8,1.65,uniform,0.0008087524908770449,12.961695955227553,2.9414361230076604
2,8,1.65,uniform,0.0008276289456246343,12.857449164330662,2.9414361230076604
2,8,1.65,uniform,0.0008469459808314585,12.754040797159327,2.9414361230076604
2,8,1.65,uniform,0.0008667138797389233,12.65146411053865,2.9414361230076604
2,8,1.65,uniform,0.0008869431656014704,12.549712415526944,2.9414361230076604
2,8,1.65,uniform,0.0009076446072885356,12.448779076979534,2.9414361230076604
2,8,1.65,uniform,0.0009288292250172499,12.34865751311612,2.9414361230076604
2,8,1.65,uniform,0.0009505082962189503,12.249341195091555,2.9414361230076604
2,8,1.65,uniform,0.0009726933615426169,12.150823646570108,2.9414361230076604
2,8,1.65,uniform,0.0009953962309984233,12.053098443303162,2.9414361230076604
2,8,1.65,uniform,0.0010186289902446865,11.95615921271028,2.9414361230076604
2,8,1.65,uniform,0.0010424040070215557,11.859999633463657,2.9414361230076604
2,8,1.65,uniform,0.001066733937734857,11.764613435075917,2.9414361230076604
2,8,1.65,uniform,0.0010916317341936148,11.669994397491218,2.9414361230076604
2,8,1.65,uniform,0.001117110650504824,11.576136350679644,2.9414361230076604
2,8,1.65,uniform,0.0011431842501291502,11.483033174234857,2.9414361230076604
2,8,1.65,uniform,0.0011698664131013056,11.390678796975019,2.9414361230076604
2,8,1.65,uniform,0.0011971713434189657,11.299067196546837,2.9414361230076604
2,8,1.65,uniform,0.0012251135766041176,11.208192399032912,2.9414361230076604
2,8,1.65,uniform,0.0012537079874409196,11.118048478562159,2.9414361230076604
2,8,1.65,uniform,0.0012829697978941476,11.02862955692338,2.9414361230076604
2,8,1.65,uniform,0.0013129145852124654,10.93992980318196,2.9414361230076604
2,8,1.65,uniform,0.0013435582902208262,10.851943433299628,2.9414361230076604
2,8,1.65,uniform,0.0013749172258064205,10.764664709757296,2.9414361230076604
2,8,1.65,uniform,0.0014070080856026838,10.678087941180916,2.9414361230076604
2,8,1.65,uniform,0.0014398479528760068,10.592207481970334,2.9414361230076604
2,8,1.65,uniform,0.0014734543096198345,10.507017731931171,2.9414361230076604
2,8,1.65,uniform,0.001507845045861051,10.422513135909632,2.9414361230076604
2,8,1.65,uniform,0.0015430384691835644,10.33868818343024,2.9414361230076604
2,8,1.65,uniform,0.0015790533144741758,10.255537408336526,2.9414361230076604
2,8,1.65,uniform,0.001615908753895919,10.173055388434577,2.9414361230076604
2,8,1.65,uniform,0.0016536244070941787,10.091236745139458,2.9414361230076604
2,8,1.65,uniform,0.0016922203516410354,10.010076143124465,2.9414361230076604
2,8,1.65,uniform,0.0017317171337233527,9.929568289973242,2.9414361230076604
2,8,1.65,uniform,0.0017721357790803584,9.849707935834651,2.9414361230076604
2,8,1.65,uniform,0.0018134978041964953,9.770489873080425,2.9414361230076604
2,8,1.65,uniform,0.0018558252277555188,9.691908935965602,2.9414361230076604
2,8,1.65,uniform,0.0018991405823619357,9.613960000291652,2.9414361230076604
2,8,1.65,uniform,0.0019434669265360183,9.536637983072355,2.9414361230076604
2,8,1.65,uniform,0.001988827856988808,9.459937842202306,2.9414361230076604
2,8,1.65,uniform,0.002004008016032064,9.434795512861923,2.9414361230076604
2,8,1.65,uniform,0.0020352475211835755,9.383854576128169,2.9414361230076604
2,8,1.65,uniform,0.0020827506301905143,9.308383223522497,2.9414361230076604
2,8,1.65,uniform,0.002131362471841438,9.233518862960228,2.9414361230076604
2,8,1.65,uniform,0.00218110892419152,9.159256612597744,2.9414361230076604
2,8,1.65,uniform,0.0022320164692952345,9.085591629854543,2.9414361230076604
2,8,1.65,uniform,0.0022841122073038256,9.01251911109746,2.9414361230076604
2,8,1.65,uniform,0.0023374238708918126,8.94003429132742,2.9414361230076604
2,8,1.65,uniform,0.002391979840020237,8.868132443868703,2.9414361230076604
2,8,1.65,uniform,0.00244780915704444,8.796808880060752,2.9414361230076604
2,8,1.65,uniform,0.0025049415421745025,8.726058948952412,2.9414361230076604
2,8,1.65,uniform,0.002563407409296515,8.655878036998638,2.9414361230076604
2,8,1.65,uniform,0.0026232378821631234,8.586261567759669,2.9414361230076604
2,8,1.65,uniform,0.0026844648109619652,8.517205001602578,2.9414361230076604
2,8,1.65,uniform,0.0027471207892708085,8.448703835405277,2.9414361230076604
2,8,1.65,uniform,0.0028112391714084613,8.380753602262828,2.9414361230076604
2,8,1.65,uniform,0.0028768540901905914,8.313349871196207,2.9414361230076604
2,8,1.65,uniform,0.002944000475100034,8.246488246863338,2.9414361230076604
2,8,1.65,uniform,0.003012714070881164,8.18016436927248,2.9414361230076604
2,8,1.65,uniform,0.0030830314565682766,8.114373913497916,2.9414361230076604
2,8,1.65,uniform,0.0031549900649580883,8.049112589397929,2.9414361230076604
2,8,1.65,uniform,0.003228628202536727,7.98437614133505,2.9414361230076604
2,8,1.65,uniform,0.0033039850698718546,7.920160347898529,2.9414361230076604
2,8,1.65,uniform,0.0033811007824806815,7.856461021629095,2.9414361230076604
2,8,1.65,uniform,0.003460016392185109,7.793274008745875,2.9414361230076604
2,8,1.65,uniform,0.00354077390896527,7.730595188875529,2.9414361230076604
2,8,1.65,uniform,0.00362341632332315,7.6684204747835665,2.9414361230076604
2,8,1.65,uniform,0.0037079876291681723,7.606745812107824,2.9414361230076604
2,8,1.65,uniform,0.0037945328472369423,7.545567179094079,2.9414361230076604
2,8,1.65,uniform,0.003883098049059601,7.484880586333804,2.9414361230076604
2,8,1.65,uniform,0.003973730381485604,7.424682076503997,2.9414361230076604
2,8,1.65,uniform,0.004008016032064128,7.402390526299083,2.9414361230076604
2,8,1.65,uniform,0.004066478091781854,7.3649677241091585,2.9414361230076604
2,8,1.65,uniform,0.004161390553316707,7.3057336352252955,2.9414361230076604
2,8,1.65,uniform,0.004258518291843414,7.246975947246003,2.9414361230076604
2,8,1.65,uniform,0.00435791301239703,7.188690828630591,2.9414361230076604
2,8,1.65,uniform,0.004459627626819095,7.130874478654228,2.9414361230076604
2,8,1.65,uniform,0.004563716281924753,7.073523127160107,2.9414361230076604
2,8,1.65,uniform,0.00467023438832733,7.0166330343135765,2.9414361230076604
2,8,1.65,uniform,0.004779238649935595,6.960200490358301,2.9414361230076604
2,8,1.65,uniform,0.00489078709413959,6.904221815374323,2.9414361230076604
2,8,1.65,uniform,0.0050049391027009536,6.848693359038114,2.9414361230076604
2,8,1.65,uniform,0.0051217554433642416,6.79361150038453,2.9414361230076604
2,8,1.65,uniform,0.0052412983022060615,6.7389726475707,2.9414361230076604
2,8,1.65,uniform,0.0053636313167392344,6.684773237641802,2.9414361230076604
2,8,1.65,uniform,0.005488819609789666,6.631009736298713,2.9414361230076604
2,8,1.65,uniform,0.005616929824163805,6.577678637667566,2.9414361230076604
2,8,1.65,uniform,0.005748030158125352,6.524776464071114,2.9414361230076604
2,8,1.65,uniform,0.005882190401699956,6.472299765801961,2.9414361230076604
2,8,1.65,uniform,0.0060120240480961915,6.423031511466707,2.9414361230076604
2,8,1.65,uniform,0.006019481973827274,6.420245120897609,2.9414361230076604
2,8,1.65,uniform,0.006159977960380168,6.368609134917312,2.9414361230076604
2,8,1.65,uniform,0.006303753153071281,6.317388440720732,2.9414361230076604
2,8,1.65,uniform,0.006450884089267686,6.266579698248372,2.9414361230076604
2,8,1.65,uniform,0.006601449092734883,6.216179594303754,2.9414361230076604
2,8,1.65,uniform,0.0067555283153316395,6.1661848423374,2.9414361230076604
2,8,1.65,uniform,0.006913203779678127,6.116592182232494,2.9414361230076604
2,8,1.65,uniform,0.007074559422819878,6.067398380092305,2.9414361230076604
2,8,1.65,uniform,0.007239681140910877,6.018600228029301,2.9414361230076604
2,8,1.65,uniform,0.007408656834939568,5.9701945439559685,2.9414361230076604
2,8,1.65,uniform,0.007581576457522103,5.92217817137731,2.9414361230076604
2,8,1.65,uniform,0.007758532060787828,5.874547979185007,2.9414361230076604
2,8,1.65,uniform,0.007939617845382276,5.82730086145325,2.9414361230076604
2,8,1.65,uniform,0.008016032064128256,5.80779789335582,2.9414361230076604
2,8,1.65,uniform,0.008124930210614048,5.7804337372362085,2.9414361230076604
2,8,1.65,uniform,0.008314567805772064,5.733943550367107,2.9414361230076604
2,8,1.65,uniform,0.00850863158264058,5.687827269258953,2.9414361230076604
2,8,1.65,uniform,0.008707224849239923,5.642081886706839,2.9414361230076604
2,8,1.65,uniform,0.008910453324821503,5.596704419691854,2.9414361230076604
2,8,1.65,uniform,0.009118425196146562,5.551691909186542,2.9414361230076604
2,8,1.65,uniform,0.00933125117507824,5.507041419961981,2.9414361230076604
2,8,1.65,uniform,0.009549044557518078,5.462750040396349,2.9414361230076604
2,8,1.65,uniform,0.009771921283717996,5.418814882285076,2.9414361230076604
2,8,1.65,uniform,0.01,5.375233080652496,2.9414361230076604
2,8,1.65,uniform,0.01002004008016032,5.371467969071114,2.9414361230076604
2,8,1.65,uniform,0.012024048096192383,5.03940838418651,2.9414361230076604
2,8,1.65,uniform,0.014028056112224447,4.774722958865237,2.9414361230076604
2,8,1.65,uniform,0.01603206412825651,4.556705870925225,2.9414361230076604
2,8,1.65,uniform,0.018036072144288574,4.372679168409451,2.9414361230076604
2,8,1.65,uniform,0.02004008016032064,4.214368350894952,2.9414361230076604
2,8,1.65,uniform,0.022044088176352703,4.076102082632413,2.9414361230076604
2,8,1.65,uniform,0.024048096192384766,3.9538396810402947,2.9414361230076604
2,8,1.65,uniform,0.026052104208416832,3.84461024158555,2.9414361230076604
2,8,1.65,uniform,0.028056112224448895,3.746171705388186,2.9414361230076604
2,8,1.65,uniform,0.03006012024048096,3.6567944669436057,2.9414361230076604
2,8,1.65,uniform,0.03206412825651302,3.5751189651206956,2.9414361230076604
2,8,1.65,uniform,0.03406813627254509,3.5000590329609165,2.9414361230076604
2,8,1.65,uniform,0.03607214428857715,3.430734540738443,2.9414361230076604
2,8,1.65,uniform,0.038076152304609215,3.366423357859599,2.9414361230076604
2,8,1.65,uniform,0.04008016032064128,3.3065263907915323,2.9414361230076604
2,8,1.65,uniform,0.04208416833667334,3.250541676447227,2.9414361230076604
2,8,1.65,uniform,0.044088176352705406,3.1980448754372186,2.9414361230076604
2,8,1.65,uniform,0.04609218436873747,3.148674371312443,2.9414361230076604
2,8,1.65,uniform,0.04809619238476953,3.1021197393773763,2.9414361230076604
2,8,1.65,uniform,0.0501002004008016,3.0581127172733895,2.9414361230076604
2,8,1.65,uniform,0.052104208416833664,3.016420058159008,2.9414361230076604
