# loss=eq26 uniform_same_level eps=1e-12; h1_rel_val_median=median over FULL val set vs analytic u* (H1-seminorm, q=20)
level_N,iteration,train_loss,val_eta2,h1_rel_val_median
4,1,4.660218e-01,4.059271e-01,9.135835e-01
4,2,2.708743e-01,9.754476e-02,1.915781e-01
4,3,4.006244e-02,2.406185e-02,6.296324e-02
4,4,1.710487e-02,1.318967e-02,6.243048e-02
4,5,1.099428e-02,9.230572e-03,6.027049e-02
4,6,8.052069e-03,7.311327e-03,5.749137e-02
4,7,6.487734e-03,6.137226e-03,5.505772e-02
4,8,5.704723e-03,5.555731e-03,5.114644e-02
4,9,5.106486e-03,4.809958e-03,5.081877e-02
4,10,4.673883e-03,4.375215e-03,4.887329e-02
4,11,4.219753e-03,4.189693e-03,4.531487e-02
4,12,4.001716e-03,3.790702e-03,4.451175e-02
4,13,3.690124e-03,3.444004e-03,4.290559e-02
4,14,3.477139e-03,3.216246e-03,4.136591e-02
4,15,3.284677e-03,3.010861e-03,3.940454e-02
4,16,3.034003e-03,2.903894e-03,3.989389e-02
4,17,2.866110e-03,2.742990e-03,3.560564e-02
4,18,2.710563e-03,2.650678e-03,3.404363e-02
4,19,2.579075e-03,2.401311e-03,3.395215e-02
4,20,2.475905e-03,2.306147e-03,3.447360e-02
4,21,2.360412e-03,2.270595e-03,3.048011e-02
4,22,2.249163e-03,2.125744e-03,3.055129e-02
4,23,2.180168e-03,2.054412e-03,2.954576e-02
4,24,2.118102e-03,1.994715e-03,3.106753e-02
4,25,2.142460e-03,1.921464e-03,2.870570e-02
4,26,1.993928e-03,1.872786e-03,2.849633e-02
4,27,1.945034e-03,1.837967e-03,2.945651e-02
4,28,1.909759e-03,1.898853e-03,2.598151e-02
4,29,1.876359e-03,1.770247e-03,2.901524e-02
4,30,1.858540e-03,1.791882e-03,2.599740e-02
4,31,1.848646e-03,1.726364e-03,2.721145e-02
4,32,1.825022e-03,1.757353e-03,3.041212e-02
4,33,1.796455e-03,1.691483e-03,2.666887e-02
4,34,1.774740e-03,1.672980e-03,2.834786e-02
4,35,1.747068e-03,1.668767e-03,2.620593e-02
4,36,1.753720e-03,1.643767e-03,2.656322e-02
4,37,1.722116e-03,1.627488e-03,2.815913e-02
4,38,1.701213e-03,1.615725e-03,2.671481e-02
4,39,1.692684e-03,1.601403e-03,2.741612e-02
4,40,1.676661e-03,1.594641e-03,2.667500e-02
4,41,1.667918e-03,1.580589e-03,2.718384e-02
4,42,1.661036e-03,1.583387e-03,2.855634e-02
4,43,1.661215e-03,1.617138e-03,2.476018e-02
4,44,1.658688e-03,1.572258e-03,2.550182e-02
4,45,1.619994e-03,1.544673e-03,2.758136e-02
4,46,1.607662e-03,1.551941e-03,2.523908e-02
4,47,1.612334e-03,1.517897e-03,2.726815e-02
4,48,1.586203e-03,1.510046e-03,2.674833e-02
4,49,1.565735e-03,1.500477e-03,2.659007e-02
4,50,1.571225e-03,1.496382e-03,2.778439e-02
4,51,1.556607e-03,1.483895e-03,2.697935e-02
4,52,1.540433e-03,1.480193e-03,2.566147e-02
4,53,1.535329e-03,1.463210e-03,2.673697e-02
4,54,1.518888e-03,1.463078e-03,2.562261e-02
4,55,1.516209e-03,1.449443e-03,2.777313e-02
4,56,1.505378e-03,1.446686e-03,2.532202e-02
4,57,1.480542e-03,1.433418e-03,2.545238e-02
4,58,1.490710e-03,1.469386e-03,2.397674e-02
4,59,1.467306e-03,1.407051e-03,2.746752e-02
4,60,1.455206e-03,1.395920e-03,2.605789e-02
4,61,1.435612e-03,1.415796e-03,2.953882e-02
4,62,1.438222e-03,1.374425e-03,2.723546e-02
4,63,1.413998e-03,1.391394e-03,2.434371e-02
4,64,1.412130e-03,1.374424e-03,2.881585e-02
4,65,1.411929e-03,1.375207e-03,2.879484e-02
4,66,1.391087e-03,1.333154e-03,2.707389e-02
4,67,1.367453e-03,1.321494e-03,2.527041e-02
4,68,1.369213e-03,1.318661e-03,2.438849e-02
4,69,1.347867e-03,1.298115e-03,2.581681e-02
4,70,1.323556e-03,1.288305e-03,2.688031e-02
4,71,1.307539e-03,1.272268e-03,2.642400e-02
4,72,1.297237e-03,1.260845e-03,2.507902e-02
4,73,1.286701e-03,1.256842e-03,2.422297e-02
4,74,1.272174e-03,1.236072e-03,2.600748e-02
4,75,1.249919e-03,1.268815e-03,2.862391e-02
4,76,1.248754e-03,1.223201e-03,2.347856e-02
4,77,1.279615e-03,1.282247e-03,3.054006e-02
4,78,1.237779e-03,1.229814e-03,2.797573e-02
4,79,1.209129e-03,1.207388e-03,2.223891e-02
4,80,1.195568e-03,1.146842e-03,2.444842e-02
4,81,1.157191e-03,1.144931e-03,2.544057e-02
4,82,1.136232e-03,1.120149e-03,2.381292e-02
4,83,1.133667e-03,1.136090e-03,2.654698e-02
4,84,1.125310e-03,1.197829e-03,2.896769e-02
4,85,1.120296e-03,1.134176e-03,2.114787e-02
4,86,1.093249e-03,1.116731e-03,2.101988e-02
4,87,1.053409e-03,1.045289e-03,2.233450e-02
4,88,1.087629e-03,1.055248e-03,2.479080e-02
4,89,1.041814e-03,1.007164e-03,2.229608e-02
4,90,1.039751e-03,9.978078e-04,2.176779e-02
4,91,1.000629e-03,9.915694e-04,2.233194e-02
4,92,9.726671e-04,9.998531e-04,2.284365e-02
4,93,9.740569e-04,9.417175e-04,2.052570e-02
4,94,9.737319e-04,9.618719e-04,2.332464e-02
4,95,9.363504e-04,9.190942e-04,1.881687e-02
4,96,9.154495e-04,1.002741e-03,2.361653e-02
4,97,9.053410e-04,8.653865e-04,1.816293e-02
4,98,8.617206e-04,8.370780e-04,1.872710e-02
4,99,8.190641e-04,8.345489e-04,1.837204e-02
4,100,8.195461e-04,8.303975e-04,1.664176e-02
4,101,8.129182e-04,7.716562e-04,1.738593e-02
4,102,7.669161e-04,7.426084e-04,1.626128e-02
4,103,7.766912e-04,7.186898e-04,1.592857e-02
4,104,7.416403e-04,7.406828e-04,1.550248e-02
4,105,7.415245e-04,6.925425e-04,1.551578e-02
4,106,7.006174e-04,6.840037e-04,1.521105e-02
4,107,6.926832e-04,6.587496e-04,1.485891e-02
4,108,6.704135e-04,6.561530e-04,1.520694e-02
4,109,6.671967e-04,6.624887e-04,1.458831e-02
4,110,6.744441e-04,6.337183e-04,1.450000e-02
4,111,6.515223e-04,6.240994e-04,1.461922e-02
4,112,6.463787e-04,6.184592e-04,1.433534e-02
4,113,6.444507e-04,6.138038e-04,1.425499e-02
4,114,6.370748e-04,6.102635e-04,1.471727e-02
4,115,6.317345e-04,6.059819e-04,1.447807e-02
4,116,6.294094e-04,6.021342e-04,1.447091e-02
4,117,6.302024e-04,6.006398e-04,1.446485e-02
4,118,6.211837e-04,5.975995e-04,1.440822e-02
4,119,6.278096e-04,6.092850e-04,1.431555e-02
4,120,6.238460e-04,5.982498e-04,1.408459e-02
