x,u_exact,u_uniform,u_radapted
2.33082707e-01,2.33081444e-01,2.33079896e-01,2.32641438e-01
2.35588972e-01,2.35587645e-01,2.35586077e-01,2.35147947e-01
2.38095238e-01,2.38093842e-01,2.38092255e-01,2.37654562e-01
2.40601504e-01,2.40600036e-01,2.40598431e-01,2.40161283e-01
2.43107769e-01,2.43106226e-01,2.43104605e-01,2.42668110e-01
2.45614035e-01,2.45612413e-01,2.45610776e-01,2.45175044e-01
2.48120301e-01,2.48118596e-01,2.48116944e-01,2.47682083e-01
2.50626566e-01,2.50624775e-01,2.50623110e-01,2.50189229e-01
2.53132832e-01,2.53130949e-01,2.53129270e-01,2.52696480e-01
2.55639098e-01,2.55637120e-01,2.55635424e-01,2.55203838e-01
2.58145363e-01,2.58143285e-01,2.58141572e-01,2.57711302e-01
2.60651629e-01,2.60649446e-01,2.60647712e-01,2.60218872e-01
2.63157895e-01,2.63155601e-01,2.63153847e-01,2.62726548e-01
2.65664160e-01,2.65661752e-01,2.65659974e-01,2.65234331e-01
2.68170426e-01,2.68167896e-01,2.68166095e-01,2.67742219e-01
2.70676692e-01,2.70674035e-01,2.70672210e-01,2.70250214e-01
2.73182957e-01,2.73180168e-01,2.73178318e-01,2.72758314e-01
2.75689223e-01,2.75686294e-01,2.75684419e-01,2.75266521e-01
2.78195489e-01,2.78192414e-01,2.78190514e-01,2.77774834e-01
2.80701754e-01,2.80698526e-01,2.80696602e-01,2.80283253e-01
2.83208020e-01,2.83204631e-01,2.83202684e-01,2.82791779e-01
2.85714286e-01,2.85710729e-01,2.85708759e-01,2.85300410e-01
2.88220551e-01,2.88216818e-01,2.88214828e-01,2.87809147e-01
2.90726817e-01,2.90722899e-01,2.90720889e-01,2.90317991e-01
2.93233083e-01,2.93228971e-01,2.93226945e-01,2.92826941e-01
2.95739348e-01,2.95735034e-01,2.95732994e-01,2.95335996e-01
2.98245614e-01,2.98241087e-01,2.98239036e-01,2.97845158e-01
3.00751880e-01,3.00747131e-01,3.00745072e-01,3.00354427e-01
3.03258145e-01,3.03253163e-01,3.03251101e-01,3.02863801e-01
3.05764411e-01,3.05759185e-01,3.05757123e-01,3.05373281e-01
3.08270677e-01,3.08265194e-01,3.08263139e-01,3.07882868e-01
3.10776942e-01,3.10771192e-01,3.10769149e-01,3.10392560e-01
3.13283208e-01,3.13277177e-01,3.13275151e-01,3.12902359e-01
3.15789474e-01,3.15783149e-01,3.15781133e-01,3.15412264e-01
3.18295739e-01,3.18289106e-01,3.18287091e-01,3.17922275e-01
3.20802005e-01,3.20795050e-01,3.20793026e-01,3.20432392e-01
3.23308271e-01,3.23300978e-01,3.23298937e-01,3.22942615e-01
3.25814536e-01,3.25806890e-01,3.25804824e-01,3.25452944e-01
3.28320802e-01,3.28312785e-01,3.28310688e-01,3.27963380e-01
3.30827068e-01,3.30818663e-01,3.30816527e-01,3.30473922e-01
3.33333333e-01,3.33324523e-01,3.33322343e-01,3.32984569e-01
3.35839599e-01,3.35830363e-01,3.35828136e-01,3.35495323e-01
3.38345865e-01,3.38336184e-01,3.38333904e-01,3.38006183e-01
3.40852130e-01,3.40841983e-01,3.40839649e-01,3.40517149e-01
3.43358396e-01,3.43347761e-01,3.43345369e-01,3.43028222e-01
3.45864662e-01,3.45853516e-01,3.45851067e-01,3.45539400e-01
3.48370927e-01,3.48359247e-01,3.48356740e-01,3.48050684e-01
3.50877193e-01,3.50864954e-01,3.50862390e-01,3.50562075e-01
3.53383459e-01,3.53370634e-01,3.53368015e-01,3.53073572e-01
3.55889724e-01,3.55876286e-01,3.55873617e-01,3.55585175e-01
3.58395990e-01,3.58381910e-01,3.58379196e-01,3.58096884e-01
3.60902256e-01,3.60887504e-01,3.60884750e-01,3.60608699e-01
3.63408521e-01,3.63393067e-01,3.63390281e-01,3.63120620e-01
3.65914787e-01,3.65898597e-01,3.65895788e-01,3.65632647e-01
3.68421053e-01,3.68404093e-01,3.68401271e-01,3.68144781e-01
3.70927318e-01,3.70909553e-01,3.70906731e-01,3.70657021e-01
3.73433584e-01,3.73414976e-01,3.73412166e-01,3.73169366e-01
3.75939850e-01,3.75920359e-01,3.75917575e-01,3.75681818e-01
3.78446115e-01,3.78425702e-01,3.78422930e-01,3.78194376e-01
3.80952381e-01,3.80931002e-01,3.80928221e-01,3.80707040e-01
3.83458647e-01,3.83436257e-01,3.83433451e-01,3.83219811e-01
3.85964912e-01,3.85941465e-01,3.85938617e-01,3.85732687e-01
3.88471178e-01,3.88446624e-01,3.88443721e-01,3.88245670e-01
3.90977444e-01,3.90951733e-01,3.90948763e-01,3.90758758e-01
3.93483709e-01,3.93456788e-01,3.93453742e-01,3.93271953e-01
3.95989975e-01,3.95961787e-01,3.95958658e-01,3.95785254e-01
3.98496241e-01,3.98466727e-01,3.98463512e-01,3.98298661e-01
4.01002506e-01,4.00971607e-01,4.00968303e-01,4.00812174e-01
4.03508772e-01,4.03476422e-01,4.03473032e-01,4.03325794e-01
4.06015038e-01,4.05981171e-01,4.05977698e-01,4.05839519e-01
4.08521303e-01,4.08485851e-01,4.08482301e-01,4.08353351e-01
4.11027569e-01,4.10990457e-01,4.10986843e-01,4.10867288e-01
4.13533835e-01,4.13494987e-01,4.13491321e-01,4.13381332e-01
4.16040100e-01,4.15999437e-01,4.15995737e-01,4.15895482e-01
4.18546366e-01,4.18503804e-01,4.18500090e-01,4.18409738e-01
4.21052632e-01,4.21008084e-01,4.21004381e-01,4.20924100e-01
4.23558897e-01,4.23512273e-01,4.23508610e-01,4.23438568e-01
4.26065163e-01,4.26016367e-01,4.26012775e-01,4.25953143e-01
4.28571429e-01,4.28520362e-01,4.28516879e-01,4.28467823e-01
4.31077694e-01,4.31024252e-01,4.31020919e-01,4.30982610e-01
4.33583960e-01,4.33528035e-01,4.33524897e-01,4.33497503e-01
4.36090226e-01,4.36031703e-01,4.36028813e-01,4.36012502e-01
4.38596491e-01,4.38535253e-01,4.38532651e-01,4.38527607e-01
4.41102757e-01,4.41038679e-01,4.41036299e-01,4.41042818e-01
4.43609023e-01,4.43541976e-01,4.43539732e-01,4.43558135e-01
4.46115288e-01,4.46045137e-01,4.46042950e-01,4.46073559e-01
4.48621554e-01,4.48548157e-01,4.48545952e-01,4.48589088e-01
4.51127820e-01,4.51051030e-01,4.51048740e-01,4.51104724e-01
4.53634085e-01,4.53553747e-01,4.53551314e-01,4.53620466e-01
4.56140351e-01,4.56056304e-01,4.56053672e-01,4.56136314e-01
4.58646617e-01,4.58558691e-01,4.58555815e-01,4.58652268e-01
4.61152882e-01,4.61060903e-01,4.61057743e-01,4.61168328e-01
4.63659148e-01,4.63562930e-01,4.63559457e-01,4.63684495e-01
4.66165414e-01,4.66064765e-01,4.66060956e-01,4.66200767e-01
4.68671679e-01,4.68566400e-01,4.68562239e-01,4.68717146e-01
4.71177945e-01,4.71067824e-01,4.71063308e-01,4.71233630e-01
4.73684211e-01,4.73569029e-01,4.73564162e-01,4.73750221e-01
4.76190476e-01,4.76070004e-01,4.76064801e-01,4.76266918e-01
4.78696742e-01,4.78570740e-01,4.78565225e-01,4.78783026e-01
4.81203008e-01,4.81071226e-01,4.81065434e-01,4.81297525e-01
4.83709273e-01,4.83571451e-01,4.83565428e-01,4.83810408e-01
4.86215539e-01,4.86071402e-01,4.86065208e-01,4.86321674e-01
4.88721805e-01,4.88571068e-01,4.88564772e-01,4.88831324e-01
4.91228070e-01,4.91070437e-01,4.91064122e-01,4.91339356e-01
4.93734336e-01,4.93569493e-01,4.93563256e-01,4.93845772e-01
4.96240602e-01,4.96068225e-01,4.96062176e-01,4.96350571e-01
4.98746867e-01,4.98566617e-01,4.98560881e-01,4.98853753e-01
5.01253133e-01,5.01064654e-01,5.01059328e-01,5.01355318e-01
5.03759398e-01,5.03562320e-01,5.03557257e-01,5.03855267e-01
5.06265664e-01,5.06059599e-01,5.06054627e-01,5.06353598e-01
5.08771930e-01,5.08556474e-01,5.08551436e-01,5.08850313e-01
5.11278195e-01,5.11052926e-01,5.11047685e-01,5.11345412e-01
5.13784461e-01,5.13548936e-01,5.13543373e-01,5.13838893e-01
5.16290727e-01,5.16044486e-01,5.16038502e-01,5.16330757e-01
5.18796992e-01,5.18539554e-01,5.18533070e-01,5.18821005e-01
5.21303258e-01,5.21034119e-01,5.21027078e-01,5.21309636e-01
5.23809524e-01,5.23528159e-01,5.23520525e-01,5.23796650e-01
5.26315789e-01,5.26021651e-01,5.26013412e-01,5.26282048e-01
5.28822055e-01,5.28514569e-01,5.28505739e-01,5.28765828e-01
5.31328321e-01,5.31006889e-01,5.30997506e-01,5.31247992e-01
5.33834586e-01,5.33498584e-01,5.33488713e-01,5.33728539e-01
5.36340852e-01,5.35989626e-01,5.35979359e-01,5.36207469e-01
5.38847118e-01,5.38479986e-01,5.38469445e-01,5.38684782e-01
5.41353383e-01,5.40969635e-01,5.40958971e-01,5.41160479e-01
5.43859649e-01,5.43458540e-01,5.43447936e-01,5.43634559e-01
5.46365915e-01,5.45946668e-01,5.45936341e-01,5.46107022e-01
5.48872180e-01,5.48433986e-01,5.48424186e-01,5.48577868e-01
5.51378446e-01,5.50920456e-01,5.50911471e-01,5.51047097e-01
5.53884712e-01,5.53406043e-01,5.53398195e-01,5.53514710e-01
5.56390977e-01,5.55890705e-01,5.55884359e-01,5.55980706e-01
5.58897243e-01,5.58374404e-01,5.58369963e-01,5.58445085e-01
5.61403509e-01,5.60857095e-01,5.60855006e-01,5.60907847e-01
5.63909774e-01,5.63338735e-01,5.63339283e-01,5.63368992e-01
5.66416040e-01,5.65819277e-01,5.65821820e-01,5.65828521e-01
5.68922306e-01,5.68298673e-01,5.68302492e-01,5.68286433e-01
5.71428571e-01,5.70776871e-01,5.70781300e-01,5.70742728e-01
5.73934837e-01,5.73253819e-01,5.73258242e-01,5.73197406e-01
5.76441103e-01,5.75729461e-01,5.75733320e-01,5.75650468e-01
5.78947368e-01,5.78203741e-01,5.78206533e-01,5.78101912e-01
5.81453634e-01,5.80676598e-01,5.80677881e-01,5.80551740e-01
5.83959900e-01,5.83147968e-01,5.83147365e-01,5.82999951e-01
5.86466165e-01,5.85617787e-01,5.85614983e-01,5.85446545e-01
5.88972431e-01,5.88085987e-01,5.88080737e-01,5.87891523e-01
5.91478697e-01,5.90552495e-01,5.90544626e-01,5.90334884e-01
5.93984962e-01,5.93017237e-01,5.93006651e-01,5.92776627e-01
5.96491228e-01,5.95480136e-01,5.95466810e-01,5.95216755e-01
5.98997494e-01,5.97941110e-01,5.97925105e-01,5.97655265e-01
6.01503759e-01,6.00400075e-01,6.00381535e-01,6.00092158e-01
6.04010025e-01,6.02856942e-01,6.02836100e-01,6.02527435e-01
6.06516291e-01,6.05311618e-01,6.05288801e-01,6.04961095e-01
6.09022556e-01,6.07764008e-01,6.07739636e-01,6.07393138e-01
6.11528822e-01,6.10214010e-01,6.10188607e-01,6.09823564e-01
6.14035088e-01,6.12661521e-01,6.12635713e-01,6.12252374e-01
6.16541353e-01,6.15106429e-01,6.15080954e-01,6.14679567e-01
6.19047619e-01,6.17548622e-01,6.17524331e-01,6.17105142e-01
6.21553885e-01,6.19987979e-01,6.19965842e-01,6.19529102e-01
6.24060150e-01,6.22424377e-01,6.22405489e-01,6.21951444e-01
6.26566416e-01,6.24857684e-01,6.24842693e-01,6.24372169e-01
6.29072682e-01,6.27287766e-01,6.27275282e-01,6.26791278e-01
6.31578947e-01,6.29714481e-01,6.29703047e-01,6.29208770e-01
6.34085213e-01,6.32137682e-01,6.32125988e-01,6.31624645e-01
6.36591479e-01,6.34557213e-01,6.34544105e-01,6.34038904e-01
6.39097744e-01,6.36972915e-01,6.36957398e-01,6.36451545e-01
6.41604010e-01,6.39384618e-01,6.39365868e-01,6.38862570e-01
6.44110276e-01,6.41792149e-01,6.41769514e-01,6.41271978e-01
6.46616541e-01,6.44195324e-01,6.44168336e-01,6.43679769e-01
6.49122807e-01,6.46593953e-01,6.46562335e-01,6.46085943e-01
6.51629073e-01,6.48987835e-01,6.48951510e-01,6.48490501e-01
6.54135338e-01,6.51376765e-01,6.51335861e-01,6.50893442e-01
6.56641604e-01,6.53760523e-01,6.53715388e-01,6.53294766e-01
6.59147870e-01,6.56138886e-01,6.56090091e-01,6.55694473e-01
6.61654135e-01,6.58511615e-01,6.58459971e-01,6.58092563e-01
6.64160401e-01,6.60878465e-01,6.60825027e-01,6.60489037e-01
6.66666667e-01,6.63239179e-01,6.63185259e-01,6.62883894e-01
6.69172932e-01,6.65593489e-01,6.65540668e-01,6.65277134e-01
6.71679198e-01,6.67941114e-01,6.67891253e-01,6.67668757e-01
6.74185464e-01,6.70281763e-01,6.70237014e-01,6.70058763e-01
6.76691729e-01,6.72615130e-01,6.72577951e-01,6.72447153e-01
6.79197995e-01,6.74940897e-01,6.74914064e-01,6.74833926e-01
6.81704261e-01,6.77258734e-01,6.77245354e-01,6.77216343e-01
6.84210526e-01,6.79568293e-01,6.79571820e-01,6.79582087e-01
6.86716792e-01,6.81869212e-01,6.81893462e-01,6.81929667e-01
6.89223058e-01,6.84161116e-01,6.84207704e-01,6.84259083e-01
6.91729323e-01,6.86443611e-01,6.86506751e-01,6.86570334e-01
6.94235589e-01,6.88716286e-01,6.88790072e-01,6.88863421e-01
6.96741855e-01,6.90978713e-01,6.91057666e-01,6.91138343e-01
6.99248120e-01,6.93230446e-01,6.93309533e-01,6.93395102e-01
7.01754386e-01,6.95471017e-01,6.95545673e-01,6.95633696e-01
7.04260652e-01,6.97699941e-01,6.97766086e-01,6.97854125e-01
7.06766917e-01,6.99916711e-01,6.99970772e-01,7.00056391e-01
7.09273183e-01,7.02120796e-01,7.02159732e-01,7.02240492e-01
7.11779449e-01,7.04311644e-01,7.04332964e-01,7.04406428e-01
7.14285714e-01,7.06488679e-01,7.06490470e-01,7.06554201e-01
7.16791980e-01,7.08651300e-01,7.08632249e-01,7.08683809e-01
7.19298246e-01,7.10798879e-01,7.10758301e-01,7.10795252e-01
7.21804511e-01,7.12930762e-01,7.12868627e-01,7.12888532e-01
7.24310777e-01,7.15046265e-01,7.14963225e-01,7.14963647e-01
7.26817043e-01,7.17144676e-01,7.17042097e-01,7.17020597e-01
7.29323308e-01,7.19225253e-01,7.19105242e-01,7.19059384e-01
7.31829574e-01,7.21287219e-01,7.21152660e-01,7.21080006e-01
7.34335840e-01,7.23329766e-01,7.23184351e-01,7.23082464e-01
7.36842105e-01,7.25352049e-01,7.25200316e-01,7.25066757e-01
7.39348371e-01,7.27353189e-01,7.27200553e-01,7.27032886e-01
7.41854637e-01,7.29332265e-01,7.29185064e-01,7.28980851e-01
7.44360902e-01,7.31288322e-01,7.31153848e-01,7.30910651e-01
7.46867168e-01,7.33220357e-01,7.33106905e-01,7.32822287e-01
7.49373434e-01,7.35127329e-01,7.35044235e-01,7.34715759e-01
7.51879699e-01,7.37008150e-01,7.36958899e-01,7.36591066e-01
7.54385965e-01,7.38861685e-01,7.38833932e-01,7.38448209e-01
7.56892231e-01,7.40686749e-01,7.40668563e-01,7.40287188e-01
7.59398496e-01,7.42482108e-01,7.42462793e-01,7.42108002e-01
7.61904762e-01,7.44246473e-01,7.44216620e-01,7.43910652e-01
7.64411028e-01,7.45978500e-01,7.45930047e-01,7.45695138e-01
7.66917293e-01,7.47676787e-01,7.47603071e-01,7.47461460e-01
7.69423559e-01,7.49339870e-01,7.49235694e-01,7.49206565e-01
7.71929825e-01,7.50966226e-01,7.50827915e-01,7.50901242e-01
7.74436090e-01,7.52554261e-01,7.52379734e-01,7.52538202e-01
7.76942356e-01,7.54102316e-01,7.53891152e-01,7.54117444e-01
7.79448622e-01,7.55608659e-01,7.55362168e-01,7.55638969e-01
7.81954887e-01,7.57071482e-01,7.56792782e-01,7.57102776e-01
7.84461153e-01,7.58488903e-01,7.58182995e-01,7.58508865e-01
7.86967419e-01,7.59858955e-01,7.59532806e-01,7.59857236e-01
7.89473684e-01,7.61179588e-01,7.60842215e-01,7.61147890e-01
7.91979950e-01,7.62448663e-01,7.62111223e-01,7.62380826e-01
7.94486216e-01,7.63663948e-01,7.63339829e-01,7.63556044e-01
7.96992481e-01,7.64823118e-01,7.64528033e-01,7.64673544e-01
7.99498747e-01,7.65923745e-01,7.65675835e-01,7.65733327e-01
8.02005013e-01,7.66963297e-01,7.66783236e-01,7.66735392e-01
8.04511278e-01,7.67939133e-01,7.67850235e-01,7.67679740e-01
8.07017544e-01,7.68848498e-01,7.68876832e-01,7.68566369e-01
8.09523810e-01,7.69688521e-01,7.69863028e-01,7.69395281e-01
8.12030075e-01,7.70456203e-01,7.70808822e-01,7.70166476e-01
8.14536341e-01,7.71148419e-01,7.71684671e-01,7.70879952e-01
8.17042607e-01,7.71761908e-01,7.72432190e-01,7.71535711e-01
8.19548872e-01,7.72293271e-01,7.73049804e-01,7.72133752e-01
8.22055138e-01,7.72738961e-01,7.73537514e-01,7.72655797e-01
8.24561404e-01,7.73095278e-01,7.73895320e-01,7.73060477e-01
8.27067669e-01,7.73358363e-01,7.74123221e-01,7.73346212e-01
8.29573935e-01,7.73524193e-01,7.74221218e-01,7.73513000e-01
8.32080201e-01,7.73588570e-01,7.74189311e-01,7.73560843e-01
8.34586466e-01,7.73547116e-01,7.74027500e-01,7.73489740e-01
8.37092732e-01,7.73395266e-01,7.73735784e-01,7.73299690e-01
8.39598997e-01,7.73128257e-01,7.73314164e-01,7.72990695e-01
8.42105263e-01,7.72741123e-01,7.72762640e-01,7.72562753e-01
8.44611529e-01,7.72228683e-01,7.72081212e-01,7.72015866e-01
8.47117794e-01,7.71585535e-01,7.71269879e-01,7.71350033e-01
8.49624060e-01,7.70806045e-01,7.70328642e-01,7.70565253e-01
8.52130326e-01,7.69884335e-01,7.69257501e-01,7.69661528e-01
8.54636591e-01,7.68814277e-01,7.68056456e-01,7.68638856e-01
8.57142857e-01,7.67589480e-01,7.66725506e-01,7.67488907e-01
8.59649123e-01,7.66203276e-01,7.65264652e-01,7.66150461e-01
8.62155388e-01,7.64648713e-01,7.63673894e-01,7.64611181e-01
8.64661654e-01,7.62918541e-01,7.61953232e-01,7.62871068e-01
8.67167920e-01,7.61005197e-01,7.60102665e-01,7.60930122e-01
8.69674185e-01,7.58900795e-01,7.58122194e-01,7.58788342e-01
8.72180451e-01,7.56597112e-01,7.56011819e-01,7.56445729e-01
8.74686717e-01,7.54085569e-01,7.53771540e-01,7.53902282e-01
8.77192982e-01,7.51357221e-01,7.51324155e-01,7.51158003e-01
8.79699248e-01,7.48402740e-01,7.48546775e-01,7.48212890e-01
8.82205514e-01,7.45212398e-01,7.45437823e-01,7.45066943e-01
8.84711779e-01,7.41776048e-01,7.41997299e-01,7.41696190e-01
8.87218045e-01,7.38083111e-01,7.38225204e-01,7.38029970e-01
8.89724311e-01,7.34122553e-01,7.34121537e-01,7.34063668e-01
8.92230576e-01,7.29882867e-01,7.29686299e-01,7.29797285e-01
8.94736842e-01,7.25352054e-01,7.24919489e-01,7.25230820e-01
8.97243108e-01,7.20517600e-01,7.19821108e-01,7.20364273e-01
8.99749373e-01,7.15366456e-01,7.14391155e-01,7.15197645e-01
9.02255639e-01,7.09885014e-01,7.08629631e-01,7.09730936e-01
9.04761905e-01,7.04059083e-01,7.02536535e-01,7.03961445e-01
9.07268170e-01,6.97873864e-01,6.96111868e-01,6.97812824e-01
9.09774436e-01,6.91313925e-01,6.89355629e-01,6.91250221e-01
9.12280702e-01,6.84363174e-01,6.82267818e-01,6.84273637e-01
9.14786967e-01,6.77004829e-01,6.74848436e-01,6.76883071e-01
9.17293233e-01,6.69221391e-01,6.67097482e-01,6.69078523e-01
9.19799499e-01,6.60994612e-01,6.59014957e-01,6.60859993e-01
9.22305764e-01,6.52305464e-01,6.50600860e-01,6.52221945e-01
9.24812030e-01,6.43134102e-01,6.41855192e-01,6.43074997e-01
9.27318296e-01,6.33459837e-01,6.32777952e-01,6.33387911e-01
9.29824561e-01,6.23261091e-01,6.23369141e-01,6.23160686e-01
9.32330827e-01,6.12515365e-01,6.13628758e-01,6.12393323e-01
9.34837093e-01,6.01199200e-01,6.03556803e-01,6.01085821e-01
9.37343358e-01,5.89288130e-01,5.93153277e-01,5.89221743e-01
9.39849624e-01,5.76756647e-01,5.82099755e-01,5.76698717e-01
9.42355890e-01,5.63578150e-01,5.69991485e-01,5.63499042e-01
9.44862155e-01,5.49724903e-01,5.56827050e-01,5.49622718e-01
9.47368421e-01,5.35167985e-01,5.42606451e-01,5.35069745e-01
9.49874687e-01,5.19877238e-01,5.27329689e-01,5.19820651e-01
9.52380952e-01,5.03821217e-01,5.10996762e-01,5.03766478e-01
9.54887218e-01,4.86967132e-01,4.93607671e-01,4.86890317e-01
9.57393484e-01,4.69280796e-01,4.75162417e-01,4.69192170e-01
9.59899749e-01,4.50726558e-01,4.55660998e-01,4.50669489e-01
9.62406015e-01,4.31267247e-01,4.35103416e-01,4.31222858e-01
9.64912281e-01,4.10864105e-01,4.13489669e-01,4.10801089e-01
9.67418546e-01,3.89476720e-01,3.90819759e-01,3.89404181e-01
