x,y,z,logz
0.375000,0.281250,1.219585e-01,-9.137880e-01
0.381250,0.281250,1.279088e-01,-8.930997e-01
0.387500,0.281250,1.339077e-01,-8.731946e-01
0.393750,0.281250,1.399510e-01,-8.540240e-01
0.400000,0.281250,1.460353e-01,-8.355421e-01
0.406250,0.281250,1.521578e-01,-8.177057e-01
0.412500,0.281250,1.583163e-01,-8.004745e-01
0.418750,0.281250,1.645087e-01,-7.838110e-01
0.425000,0.281250,1.707338e-01,-7.676806e-01
0.431250,0.281250,1.769901e-01,-7.520511e-01
0.437500,0.281250,1.832767e-01,-7.368928e-01
0.443750,0.281250,1.899745e-01,-7.213048e-01
0.450000,0.281250,1.967059e-01,-7.061826e-01
0.456250,0.281250,2.034682e-01,-6.915034e-01
0.462500,0.281250,2.102590e-01,-6.772453e-01
0.468750,0.281250,2.170762e-01,-6.633878e-01
0.475000,0.281250,2.239179e-01,-6.499112e-01
0.481250,0.281250,2.307824e-01,-6.367973e-01
0.487500,0.281250,2.376683e-01,-6.240288e-01
0.493750,0.281250,2.445743e-01,-6.115892e-01
0.500000,0.281250,0.000000e+00,-1.200000e+01
0.506250,0.281250,0.000000e+00,-1.200000e+01
0.512500,0.281250,0.000000e+00,-1.200000e+01
0.518750,0.281250,0.000000e+00,-1.200000e+01
0.525000,0.281250,0.000000e+00,-1.200000e+01
0.531250,0.281250,0.000000e+00,-1.200000e+01
0.537500,0.281250,0.000000e+00,-1.200000e+01
0.543750,0.281250,0.000000e+00,-1.200000e+01
0.550000,0.281250,0.000000e+00,-1.200000e+01
0.556250,0.281250,0.000000e+00,-1.200000e+01
0.562500,0.281250,0.000000e+00,-1.200000e+01
0.568750,0.281250,0.000000e+00,-1.200000e+01
0.575000,0.281250,0.000000e+00,-1.200000e+01
0.581250,0.281250,0.000000e+00,-1.200000e+01
0.587500,0.281250,0.000000e+00,-1.200000e+01
0.593750,0.281250,0.000000e+00,-1.200000e+01
0.600000,0.281250,0.000000e+00,-1.200000e+01
0.606250,0.281250,0.000000e+00,-1.200000e+01
0.612500,0.281250,0.000000e+00,-1.200000e+01
0.618750,0.281250,0.000000e+00,-1.200000e+01
0.625000,0.281250,0.000000e+00,-1.200000e+01
0.631250,0.281250,0.000000e+00,-1.200000e+01
0.637500,0.281250,0.000000e+00,-1.200000e+01
0.643750,0.281250,0.000000e+00,-1.200000e+01
0.650000,0.281250,0.000000e+00,-1.200000e+01
0.656250,0.281250,0.000000e+00,-1.200000e+01
0.662500,0.281250,0.000000e+00,-1.200000e+01
0.668750,0.281250,0.000000e+00,-1.200000e+01
0.675000,0.281250,0.000000e+00,-1.200000e+01
0.681250,0.281250,0.000000e+00,-1.200000e+01
0.687500,0.281250,0.000000e+00,-1.200000e+01
0.693750,0.281250,0.000000e+00,-1.200000e+01
0.700000,0.281250,0.000000e+00,-1.200000e+01
0.706250,0.281250,0.000000e+00,-1.200000e+01
0.712500,0.281250,0.000000e+00,-1.200000e+01
0.718750,0.281250,0.000000e+00,-1.200000e+01
0.725000,0.281250,0.000000e+00,-1.200000e+01
0.731250,0.281250,0.000000e+00,-1.200000e+01
0.737500,0.281250,0.000000e+00,-1.200000e+01
0.743750,0.281250,0.000000e+00,-1.200000e+01
0.750000,0.281250,0.000000e+00,-1.200000e+01
0.250000,0.287500,4.391302e-02,-1.357407e+00
0.256250,0.287500,4.410714e-02,-1.355491e+00
0.262500,0.287500,4.500193e-02,-1.346769e+00
0.268750,0.287500,4.655645e-02,-1.332020e+00
0.275000,0.287500,4.870733e-02,-1.312406e+00
0.281250,0.287500,5.137975e-02,-1.289208e+00
0.287500,0.287500,5.449729e-02,-1.263625e+00
0.293750,0.287500,5.798868e-02,-1.236657e+00
0.300000,0.287500,6.179123e-02,-1.209073e+00
0.306250,0.287500,6.585186e-02,-1.181432e+00
0.312500,0.287500,7.012671e-02,-1.154117e+00
0.318750,0.287500,7.488585e-02,-1.125600e+00
0.325000,0.287500,7.981315e-02,-1.097926e+00
