# arm=B_extrapolation c_split=3.0 warm_epochs=0 loss_denom=uniform; train=low-c only; eval later on high-c
level_N,iteration,train_loss,val_eta2,h1_rel_val_median
64,1,4.405144e-01,3.691821e-01,4.711402e-04
64,2,3.881096e-01,6.094323e-01,5.674607e-04
64,3,4.564559e-01,4.180338e-01,4.184309e-04
64,4,3.370336e-01,3.527072e-01,4.287740e-04
64,5,3.744310e-01,4.178948e-01,4.900039e-04
64,6,3.793858e-01,3.572893e-01,4.429913e-04
64,7,3.262651e-01,3.381980e-01,4.044540e-04
64,8,3.233108e-01,3.713609e-01,4.139822e-04
64,9,3.302809e-01,3.727884e-01,4.178254e-04
64,10,3.256932e-01,3.650151e-01,4.064741e-04
64,11,3.207534e-01,3.490752e-01,4.023759e-04
64,12,3.121234e-01,3.382946e-01,4.111021e-04
64,13,2.971788e-01,3.425059e-01,4.262433e-04
64,14,3.003236e-01,3.453711e-01,4.281352e-04
64,15,3.039618e-01,3.483039e-01,4.272325e-04
64,16,2.985346e-01,3.402658e-01,4.168257e-04
64,17,2.951715e-01,3.383715e-01,4.117788e-04
64,18,2.831401e-01,3.381216e-01,4.146465e-04
64,19,2.853947e-01,3.377036e-01,4.059882e-04
64,20,2.839120e-01,3.351264e-01,4.033795e-04
64,21,2.836376e-01,3.334810e-01,4.011119e-04
64,22,2.825621e-01,3.314082e-01,3.986694e-04
64,23,2.789620e-01,3.306706e-01,3.976950e-04
64,24,2.824723e-01,3.303235e-01,3.969257e-04
64,25,2.809023e-01,3.303770e-01,3.964903e-04
64,26,2.795091e-01,3.301213e-01,3.952224e-04
64,27,2.766432e-01,3.286295e-01,3.951755e-04
64,28,2.782566e-01,3.278705e-01,3.946272e-04
64,29,2.714423e-01,3.269409e-01,3.933501e-04
64,30,2.762605e-01,3.252277e-01,3.964445e-04
64,31,2.777166e-01,3.267675e-01,4.020301e-04
64,32,2.726424e-01,3.246085e-01,3.916737e-04
64,33,2.701440e-01,3.259189e-01,3.894182e-04
64,34,2.843384e-01,3.254926e-01,3.856318e-04
64,35,2.682899e-01,3.279248e-01,3.752816e-04
64,36,2.736997e-01,3.235638e-01,3.761542e-04
64,37,2.721611e-01,3.239350e-01,3.844237e-04
64,38,2.675213e-01,3.233817e-01,3.847917e-04
64,39,2.599407e-01,3.228063e-01,3.793974e-04
64,40,2.656664e-01,3.228369e-01,3.832420e-04
64,41,2.571940e-01,3.237912e-01,3.838187e-04
64,42,2.656811e-01,3.230316e-01,3.827159e-04
64,43,2.598720e-01,3.229064e-01,3.820935e-04
64,44,2.511909e-01,3.236239e-01,3.821375e-04
64,45,2.520392e-01,3.209352e-01,3.796102e-04
64,46,2.512470e-01,3.213955e-01,3.794223e-04
64,47,2.576551e-01,3.209754e-01,3.787535e-04
64,48,2.667192e-01,3.177847e-01,3.721833e-04
64,49,2.548547e-01,3.176201e-01,3.743122e-04
64,50,2.565257e-01,3.178644e-01,3.753883e-04
64,51,2.550358e-01,3.157095e-01,3.689743e-04
64,52,2.492312e-01,3.158264e-01,3.732405e-04
64,53,2.478741e-01,3.170771e-01,3.752731e-04
64,54,2.555669e-01,3.148523e-01,3.726759e-04
64,55,2.514670e-01,3.140422e-01,3.718587e-04
64,56,2.461322e-01,3.157932e-01,3.744772e-04
64,57,2.450017e-01,3.141517e-01,3.728528e-04
64,58,2.464326e-01,3.140384e-01,3.726113e-04
64,59,2.478407e-01,3.161801e-01,3.746758e-04
64,60,2.503947e-01,3.147550e-01,3.735069e-04
64,61,2.440163e-01,3.128836e-01,3.709649e-04
64,62,2.425312e-01,3.149671e-01,3.733739e-04
64,63,2.464179e-01,3.149505e-01,3.730601e-04
64,64,2.439416e-01,3.128866e-01,3.700989e-04
64,65,2.484986e-01,3.121149e-01,3.652796e-04
64,66,2.438937e-01,3.141358e-01,3.717088e-04
64,67,2.504450e-01,3.133174e-01,3.699543e-04
64,68,2.432521e-01,3.124420e-01,3.638835e-04
64,69,2.465802e-01,3.124535e-01,3.673591e-04
64,70,2.419752e-01,3.133737e-01,3.710183e-04
64,71,2.435762e-01,3.120069e-01,3.691183e-04
64,72,2.506965e-01,3.111488e-01,3.635229e-04
64,73,2.489500e-01,3.151620e-01,3.574186e-04
64,74,2.437110e-01,3.159166e-01,3.566400e-04
64,75,2.456269e-01,3.161304e-01,3.558917e-04
64,76,2.407250e-01,3.192691e-01,3.546449e-04
64,77,2.347554e-01,3.189244e-01,3.544146e-04
64,78,2.426515e-01,3.155688e-01,3.565918e-04
64,79,2.472949e-01,3.131198e-01,3.632277e-04
64,80,2.433303e-01,3.144522e-01,3.682241e-04
64,81,2.450878e-01,3.142040e-01,3.673872e-04
64,82,2.393953e-01,3.132215e-01,3.611355e-04
64,83,2.359875e-01,3.131595e-01,3.623925e-04
64,84,2.369552e-01,3.145946e-01,3.690091e-04
64,85,2.383363e-01,3.165511e-01,3.725159e-04
64,86,2.411261e-01,3.162766e-01,3.722535e-04
64,87,2.492248e-01,3.137459e-01,3.687738e-04
64,88,2.393271e-01,3.131065e-01,3.680389e-04
64,89,2.391307e-01,3.131377e-01,3.690559e-04
64,90,2.381748e-01,3.135599e-01,3.706985e-04
64,91,2.400779e-01,3.137735e-01,3.714087e-04
64,92,2.329196e-01,3.126233e-01,3.702989e-04
64,93,2.365027e-01,3.122646e-01,3.703183e-04
64,94,2.382835e-01,3.123937e-01,3.710881e-04
64,95,2.340443e-01,3.120829e-01,3.711044e-04
96,96,2.472596e-01,3.461828e-01,1.010034e-04
96,97,2.623398e-01,3.352729e-01,1.152655e-04
96,98,2.737413e-01,3.217516e-01,1.034381e-04
96,99,2.577260e-01,3.258418e-01,1.017051e-04
96,100,2.562488e-01,3.229642e-01,1.018049e-04
96,101,2.473377e-01,3.152432e-01,1.025097e-04
96,102,2.448793e-01,3.186039e-01,1.119279e-04
96,103,2.577505e-01,3.162484e-01,1.104991e-04
96,104,2.419905e-01,3.161884e-01,1.019603e-04
96,105,2.520349e-01,3.443191e-01,9.919222e-05
96,106,2.590377e-01,3.171659e-01,1.016655e-04
96,107,2.480593e-01,3.270719e-01,1.131507e-04
96,108,2.499637e-01,3.186253e-01,1.092715e-04
96,109,2.481175e-01,3.210800e-01,1.010002e-04
96,110,2.505665e-01,3.573886e-01,9.925043e-05
96,111,2.705822e-01,3.377198e-01,9.928874e-05
96,112,2.428294e-01,3.169093e-01,1.076159e-04
96,113,2.394122e-01,3.309617e-01,1.141222e-04
96,114,2.512336e-01,3.172684e-01,1.074435e-04
96,115,2.398920e-01,3.238497e-01,9.884602e-05
96,116,2.563428e-01,3.364081e-01,9.849485e-05
96,117,2.454206e-01,3.127342e-01,1.024364e-04
96,118,2.295044e-01,3.220657e-01,1.131815e-04
96,119,2.602571e-01,3.189950e-01,1.134209e-04
96,120,2.418954e-01,3.051206e-01,1.051576e-04
96,121,2.387336e-01,3.134184e-01,1.026013e-04
96,122,2.394012e-01,3.223448e-01,1.010139e-04
96,123,2.478429e-01,3.244250e-01,1.007891e-04
96,124,2.347328e-01,3.124112e-01,1.018707e-04
96,125,2.427746e-01,3.122461e-01,1.026000e-04
96,126,2.342951e-01,3.148710e-01,1.025400e-04
96,127,2.398532e-01,3.143476e-01,1.041087e-04
96,128,2.381346e-01,3.156767e-01,1.031526e-04
96,129,2.332990e-01,3.181785e-01,9.988982e-05
