0.000000 0.000000
0.000000 1.000000

0.675890 0.000000
0.675890 1.000000

0.937179 0.000000
0.937179 1.000000

0.964402 0.000000
0.964402 1.000000

0.974588 0.000000
0.974588 1.000000

0.980156 0.000000
0.980156 1.000000

0.983942 0.000000
0.983942 1.000000

0.986831 0.000000
0.986831 1.000000

0.989177 0.000000
0.989177 1.000000

0.991156 0.000000
0.991156 1.000000

0.992866 0.000000
0.992866 1.000000

0.994370 0.000000
0.994370 1.000000

0.995712 0.000000
0.995712 1.000000

0.996925 0.000000
0.996925 1.000000

0.998032 0.000000
0.998032 1.000000

0.999052 0.000000
0.999052 1.000000

1.000000 0.000000
1.000000 1.000000

0.000000 0.000000
1.000000 0.000000

0.000000 0.176941
1.000000 0.176941

0.000000 0.260288
1.000000 0.260288

0.000000 0.317225
1.000000 0.317225

0.000000 0.364134
1.000000 0.364134

0.000000 0.406375
1.000000 0.406375

0.000000 0.446372
1.000000 0.446372

0.000000 0.485534
1.000000 0.485534

0.000000 0.524804
1.000000 0.524804

0.000000 0.564884
1.000000 0.564884

0.000000 0.606336
1.000000 0.606336

0.000000 0.649651
1.000000 0.649651

0.000000 0.695390
1.000000 0.695390

0.000000 0.744773
1.000000 0.744773

0.000000 0.802139
1.000000 0.802139

0.000000 0.881466
1.000000 0.881466

0.000000 1.000000
1.000000 1.000000

