# loss=eq26 uniform_same_level eps=1e-12; h1_rel_val_median=median over FIXED val subset size=8 seed=0 vs immersed IGA self-reference (cache=/scratch/ecaru/repo_pro/references/reference_lshape.pkl)
iteration,train_loss,val_eta2,h1_rel_val_median
1,5.011918e-01,4.982693e-01,1.032628e-01
2,4.958402e-01,4.922948e-01,1.022719e-01
3,4.886528e-01,4.854829e-01,1.009236e-01
4,4.809379e-01,4.796660e-01,9.952742e-02
5,4.752055e-01,4.753263e-01,9.828917e-02
6,4.712624e-01,4.728857e-01,9.739902e-02
7,4.694501e-01,4.713206e-01,9.697932e-02
8,4.678803e-01,4.702273e-01,9.695529e-02
9,4.666646e-01,4.693596e-01,9.700212e-02
10,4.654601e-01,4.681915e-01,9.694369e-02
11,4.649975e-01,4.671256e-01,9.687353e-02
12,4.633636e-01,4.657659e-01,9.675279e-02
13,4.620952e-01,4.642151e-01,9.663601e-02
14,4.603042e-01,4.621101e-01,9.643364e-02
15,4.583301e-01,4.599450e-01,9.637660e-02
16,4.551462e-01,4.571458e-01,9.610589e-02
17,4.524617e-01,4.538657e-01,9.590687e-02
18,4.485412e-01,4.506013e-01,9.558261e-02
19,4.455280e-01,4.473766e-01,9.548948e-02
20,4.421009e-01,4.446378e-01,9.555361e-02
21,4.397613e-01,4.419916e-01,9.571797e-02
22,4.370097e-01,4.393143e-01,9.609394e-02
23,4.356625e-01,4.372785e-01,9.637973e-02
24,4.336677e-01,4.361198e-01,9.654416e-02
25,4.324427e-01,4.336315e-01,9.675804e-02
26,4.317922e-01,4.325678e-01,9.719361e-02
27,4.305848e-01,4.314629e-01,9.694125e-02
28,4.300279e-01,4.305086e-01,9.709893e-02
29,4.297883e-01,4.297704e-01,9.731439e-02
30,4.293268e-01,4.291946e-01,9.734879e-02
31,4.283869e-01,4.286840e-01,9.723075e-02
32,4.280608e-01,4.285935e-01,9.733016e-02
33,4.285104e-01,4.279437e-01,9.715004e-02
34,4.277309e-01,4.276987e-01,9.723852e-02
35,4.274859e-01,4.274756e-01,9.722169e-02
36,4.272918e-01,4.273280e-01,9.728445e-02
37,4.274255e-01,4.271351e-01,9.721238e-02
38,4.270309e-01,4.269314e-01,9.723946e-02
39,4.268474e-01,4.268419e-01,9.718535e-02
40,4.266965e-01,4.267387e-01,9.702637e-02
41,4.270563e-01,4.266570e-01,9.693600e-02
42,4.269388e-01,4.266021e-01,9.694580e-02
43,4.272497e-01,4.265739e-01,9.710930e-02
44,4.269280e-01,4.265047e-01,9.697649e-02
45,4.264717e-01,4.264690e-01,9.692322e-02
46,4.264542e-01,4.263940e-01,9.696970e-02
47,4.268172e-01,4.263583e-01,9.692247e-02
48,4.266984e-01,4.263688e-01,9.703004e-02
49,4.263481e-01,4.263849e-01,9.678193e-02
50,4.267187e-01,4.262944e-01,9.681918e-02
51,4.268972e-01,4.263132e-01,9.699637e-02
52,4.263415e-01,4.263400e-01,9.694375e-02
53,4.264502e-01,4.262414e-01,9.661211e-02
54,4.261191e-01,4.262267e-01,9.677458e-02
55,4.265493e-01,4.262891e-01,9.701968e-02
56,4.262007e-01,4.263094e-01,9.680029e-02
57,4.266110e-01,4.262291e-01,9.681722e-02
58,4.260803e-01,4.262853e-01,9.686822e-02
59,4.259423e-01,4.262871e-01,9.653293e-02
60,4.266889e-01,4.261410e-01,9.653256e-02
61,4.264869e-01,4.261277e-01,9.680902e-02
62,4.264837e-01,4.262040e-01,9.664413e-02
63,4.264566e-01,4.260894e-01,9.669366e-02
64,4.262209e-01,4.261362e-01,9.665904e-02
65,4.261485e-01,4.260573e-01,9.677246e-02
66,4.261004e-01,4.261689e-01,9.670827e-02
67,4.262150e-01,4.260565e-01,9.677475e-02
68,4.257906e-01,4.260759e-01,9.668433e-02
