# loss=eq26 uniform_same_level eps=1e-12; h1_rel_val_median=median over FIXED val subset size=8 seed=0 vs immersed IGA self-reference (cache=/scratch/ecaru/repo_pro/references/reference_lshape.pkl)
iteration,train_loss,val_eta2,h1_rel_val_median
1,4.998182e-01,4.990525e-01,1.022143e-01
2,4.959285e-01,4.936163e-01,1.013378e-01
3,4.892021e-01,4.874195e-01,1.001290e-01
4,4.824032e-01,4.814489e-01,9.862495e-02
5,4.769730e-01,4.766970e-01,9.738420e-02
6,4.721922e-01,4.740157e-01,9.648669e-02
7,4.695518e-01,4.725975e-01,9.616339e-02
8,4.684908e-01,4.716751e-01,9.626229e-02
9,4.680484e-01,4.708416e-01,9.615237e-02
10,4.668204e-01,4.699671e-01,9.599553e-02
11,4.659396e-01,4.691000e-01,9.588160e-02
12,4.643123e-01,4.679553e-01,9.576681e-02
13,4.631649e-01,4.665874e-01,9.574989e-02
14,4.618369e-01,4.651392e-01,9.547189e-02
15,4.597463e-01,4.633733e-01,9.541095e-02
16,4.574195e-01,4.610854e-01,9.545653e-02
17,4.554172e-01,4.586344e-01,9.522262e-02
18,4.522695e-01,4.558794e-01,9.543372e-02
19,4.498237e-01,4.527092e-01,9.545010e-02
20,4.470325e-01,4.494484e-01,9.577311e-02
21,4.446480e-01,4.463582e-01,9.636093e-02
22,4.415650e-01,4.433551e-01,9.665851e-02
23,4.394346e-01,4.406935e-01,9.684819e-02
24,4.370908e-01,4.383302e-01,9.706116e-02
25,4.354714e-01,4.361183e-01,9.750129e-02
26,4.339031e-01,4.348320e-01,9.742259e-02
27,4.329790e-01,4.334054e-01,9.757029e-02
28,4.316524e-01,4.323160e-01,9.754902e-02
29,4.305971e-01,4.315561e-01,9.772594e-02
30,4.302171e-01,4.306656e-01,9.778770e-02
31,4.299119e-01,4.301072e-01,9.765484e-02
32,4.291830e-01,4.295850e-01,9.745425e-02
33,4.287181e-01,4.290364e-01,9.739297e-02
34,4.287182e-01,4.287917e-01,9.737662e-02
35,4.283243e-01,4.283659e-01,9.727925e-02
36,4.282929e-01,4.281848e-01,9.747058e-02
37,4.277303e-01,4.279389e-01,9.713325e-02
38,4.279502e-01,4.277226e-01,9.719311e-02
39,4.275631e-01,4.275839e-01,9.733605e-02
40,4.275720e-01,4.274472e-01,9.719480e-02
41,4.270758e-01,4.272677e-01,9.707942e-02
42,4.276041e-01,4.271870e-01,9.707961e-02
43,4.273949e-01,4.270237e-01,9.711486e-02
44,4.267178e-01,4.270172e-01,9.704138e-02
45,4.273080e-01,4.270029e-01,9.693111e-02
46,4.269363e-01,4.270905e-01,9.700233e-02
47,4.268112e-01,4.267617e-01,9.690492e-02
48,4.271126e-01,4.267290e-01,9.714620e-02
49,4.272776e-01,4.265959e-01,9.701563e-02
50,4.270509e-01,4.266891e-01,9.678669e-02
51,4.265909e-01,4.265764e-01,9.683473e-02
52,4.262655e-01,4.264790e-01,9.693057e-02
53,4.263454e-01,4.264245e-01,9.685895e-02
54,4.269977e-01,4.264780e-01,9.690447e-02
55,4.266159e-01,4.263900e-01,9.685497e-02
56,4.262386e-01,4.263448e-01,9.692933e-02
57,4.267568e-01,4.263235e-01,9.685013e-02
58,4.268453e-01,4.263108e-01,9.685157e-02
59,4.266347e-01,4.265713e-01,9.682119e-02
60,4.267433e-01,4.262886e-01,9.662562e-02
61,4.266875e-01,4.262552e-01,9.673065e-02
62,4.264666e-01,4.262544e-01,9.672163e-02
63,4.265295e-01,4.261928e-01,9.677754e-02
64,4.263186e-01,4.262666e-01,9.663223e-02
65,4.262393e-01,4.263301e-01,9.670616e-02
66,4.266440e-01,4.262118e-01,9.672029e-02
67,4.264583e-01,4.262106e-01,9.668081e-02
68,4.263574e-01,4.261820e-01,9.660887e-02
69,4.263082e-01,4.262285e-01,9.679817e-02
70,4.265208e-01,4.261625e-01,9.664133e-02
71,4.265627e-01,4.261769e-01,9.658816e-02
72,4.264976e-01,4.261519e-01,9.655060e-02
73,4.265971e-01,4.261406e-01,9.657873e-02
74,4.257477e-01,4.261439e-01,9.670530e-02
75,4.259842e-01,4.261365e-01,9.656970e-02
76,4.269563e-01,4.261578e-01,9.661287e-02
77,4.266901e-01,4.260931e-01,9.673235e-02
78,4.262652e-01,4.260492e-01,9.673704e-02
79,4.261081e-01,4.260803e-01,9.667636e-02
80,4.263681e-01,4.260625e-01,9.666822e-02
81,4.263135e-01,4.260779e-01,9.656931e-02
82,4.264544e-01,4.260461e-01,9.675809e-02
83,4.802632e-01,4.633679e-01,5.153698e-02
84,4.503869e-01,4.290589e-01,4.889254e-02
85,4.196133e-01,4.077121e-01,4.675780e-02
86,3.995731e-01,3.939764e-01,4.489808e-02
87,3.841247e-01,3.813502e-01,4.363660e-02
88,3.705680e-01,3.697417e-01,4.266749e-02
89,3.576347e-01,3.567343e-01,4.170836e-02
90,3.459124e-01,3.440226e-01,4.084352e-02
91,3.373732e-01,3.351453e-01,4.014117e-02
92,3.312938e-01,3.300155e-01,3.972957e-02
93,3.282396e-01,3.282780e-01,3.960393e-02
94,3.258315e-01,3.251324e-01,3.925964e-02
95,3.242681e-01,3.238318e-01,3.932626e-02
96,3.228908e-01,3.226731e-01,3.915844e-02
97,3.218863e-01,3.217575e-01,3.914154e-02
98,3.213419e-01,3.207753e-01,3.891589e-02
99,3.200638e-01,3.202086e-01,3.916287e-02
100,3.191486e-01,3.195314e-01,3.889392e-02
101,3.185162e-01,3.189977e-01,3.875713e-02
102,3.180687e-01,3.184007e-01,3.885577e-02
103,3.174506e-01,3.178504e-01,3.862492e-02
104,3.167457e-01,3.175642e-01,3.874534e-02
105,3.163282e-01,3.169818e-01,3.852740e-02
106,3.159275e-01,3.167201e-01,3.848769e-02
107,3.155906e-01,3.162682e-01,3.844638e-02
108,3.160901e-01,3.161291e-01,3.845031e-02
109,3.150931e-01,3.155596e-01,3.822095e-02
110,3.141525e-01,3.152425e-01,3.821255e-02
111,3.144410e-01,3.152242e-01,3.830413e-02
112,3.147547e-01,3.148346e-01,3.810266e-02
113,3.138219e-01,3.145728e-01,3.801842e-02
114,3.135859e-01,3.145875e-01,3.812460e-02
115,3.134177e-01,3.141214e-01,3.798509e-02
116,3.129021e-01,3.139828e-01,3.799854e-02
117,3.128461e-01,3.139686e-01,3.803008e-02
118,3.126707e-01,3.137916e-01,3.792635e-02
119,3.123299e-01,3.135134e-01,3.794652e-02
120,3.117149e-01,3.133104e-01,3.774162e-02
121,3.119799e-01,3.130678e-01,3.785371e-02
122,3.115652e-01,3.131841e-01,3.780379e-02
123,3.116707e-01,3.128300e-01,3.764610e-02
124,3.114148e-01,3.129494e-01,3.773295e-02
