# loss=eq26 uniform_same_level eps=1e-12; h1_rel_val_median=median over FIXED val subset size=8 seed=0 vs immersed IGA self-reference (cache=/scratch/ecaru/repo_pro/references/reference_lshape.pkl)
iteration,train_loss,val_eta2,h1_rel_val_median
179,3.040224e-01,3.047824e-01,3.730965e-02
180,3.037316e-01,3.047475e-01,3.738690e-02
181,3.037951e-01,3.047036e-01,3.730243e-02
182,3.033663e-01,3.047420e-01,3.732616e-02
183,3.037542e-01,3.045073e-01,3.734837e-02
184,3.039754e-01,3.044576e-01,3.721367e-02
185,3.039471e-01,3.043785e-01,3.722652e-02
186,3.034998e-01,3.042347e-01,3.724143e-02
187,3.036668e-01,3.042711e-01,3.721513e-02
188,3.033148e-01,3.041158e-01,3.719878e-02
189,3.032116e-01,3.040817e-01,3.718631e-02
190,3.032898e-01,3.039798e-01,3.710514e-02
191,3.032546e-01,3.039364e-01,3.713900e-02
192,3.032646e-01,3.038652e-01,3.716452e-02
193,3.029660e-01,3.039595e-01,3.711126e-02
194,3.028408e-01,3.037742e-01,3.713521e-02
195,3.030749e-01,3.037193e-01,3.718035e-02
196,3.033907e-01,3.036633e-01,3.710872e-02
197,3.028127e-01,3.036095e-01,3.705792e-02
198,3.030041e-01,3.034763e-01,3.711115e-02
199,3.031686e-01,3.034689e-01,3.706815e-02
200,3.025968e-01,3.033960e-01,3.704387e-02
201,3.025207e-01,3.033407e-01,3.699839e-02
202,3.026163e-01,3.032793e-01,3.705225e-02
203,3.023097e-01,3.033335e-01,3.703949e-02
204,3.020727e-01,3.032183e-01,3.702473e-02
205,3.026749e-01,3.030902e-01,3.689854e-02
206,3.024749e-01,3.030694e-01,3.687658e-02
207,3.022999e-01,3.030093e-01,3.696995e-02
208,3.026029e-01,3.030042e-01,3.685790e-02
209,3.021990e-01,3.029593e-01,3.683463e-02
210,3.026378e-01,3.028157e-01,3.692438e-02
211,3.021765e-01,3.028506e-01,3.688877e-02
212,3.020388e-01,3.027018e-01,3.685359e-02
213,3.023416e-01,3.027690e-01,3.689658e-02
214,3.018652e-01,3.026486e-01,3.679949e-02
215,3.019126e-01,3.025643e-01,3.685274e-02
216,2.055503e-01,1.983545e-01,1.716186e-02
217,1.845408e-01,1.803215e-01,1.452043e-02
218,1.707495e-01,1.733484e-01,1.364803e-02
219,1.661522e-01,1.696850e-01,1.306909e-02
220,1.623869e-01,1.666283e-01,1.282974e-02
221,1.601119e-01,1.644949e-01,1.257886e-02
222,1.577426e-01,1.626732e-01,1.235624e-02
223,1.564531e-01,1.612077e-01,1.221983e-02
224,1.552024e-01,1.598941e-01,1.204533e-02
225,1.535853e-01,1.587892e-01,1.190366e-02
226,1.527607e-01,1.578916e-01,1.175733e-02
227,1.510006e-01,1.572132e-01,1.167533e-02
228,1.505107e-01,1.563736e-01,1.152540e-02
229,1.503025e-01,1.556571e-01,1.145230e-02
230,1.503332e-01,1.551342e-01,1.130144e-02
231,1.497092e-01,1.545244e-01,1.126176e-02
232,1.480467e-01,1.540885e-01,1.120262e-02
233,1.485866e-01,1.536623e-01,1.114327e-02
234,1.482795e-01,1.532692e-01,1.106417e-02
235,1.472334e-01,1.527780e-01,1.100272e-02
236,1.471217e-01,1.525647e-01,1.097803e-02
237,1.458419e-01,1.521092e-01,1.094702e-02
238,1.458878e-01,1.517929e-01,1.089160e-02
239,1.459547e-01,1.514716e-01,1.085201e-02
240,1.448630e-01,1.512497e-01,1.082544e-02
241,1.449570e-01,1.509932e-01,1.075608e-02
242,1.449306e-01,1.507810e-01,1.072769e-02
243,1.444158e-01,1.506268e-01,1.069364e-02
244,1.451388e-01,1.503792e-01,1.065124e-02
245,1.446132e-01,1.502748e-01,1.066192e-02
246,1.448539e-01,1.500944e-01,1.057342e-02
247,1.437810e-01,1.500809e-01,1.061721e-02
248,1.442291e-01,1.498117e-01,1.057593e-02
249,1.438168e-01,1.496827e-01,1.053518e-02
250,1.439489e-01,1.495627e-01,1.055805e-02
251,1.428514e-01,1.494453e-01,1.052270e-02
252,1.435340e-01,1.493281e-01,1.049038e-02
253,1.427772e-01,1.492469e-01,1.048290e-02
254,1.431316e-01,1.491484e-01,1.049147e-02
255,1.429788e-01,1.490760e-01,1.045870e-02
256,1.435619e-01,1.491031e-01,1.045978e-02
257,1.428511e-01,1.489624e-01,1.041263e-02
258,1.421376e-01,1.488423e-01,1.040117e-02
259,1.420951e-01,1.488097e-01,1.039573e-02
260,1.417890e-01,1.487681e-01,1.038181e-02
261,1.419787e-01,1.485985e-01,1.037385e-02
262,1.424216e-01,1.485728e-01,1.033128e-02
263,1.414536e-01,1.484856e-01,1.033807e-02
264,1.426694e-01,1.484587e-01,1.031354e-02
265,1.427455e-01,1.484065e-01,1.033394e-02
266,1.422117e-01,1.483141e-01,1.033004e-02
267,1.427980e-01,1.483330e-01,1.031828e-02
268,1.414626e-01,1.482871e-01,1.030152e-02
269,1.418610e-01,1.481909e-01,1.031437e-02
270,1.419978e-01,1.481604e-01,1.030537e-02
271,1.424232e-01,1.481699e-01,1.027816e-02
272,1.409104e-01,1.481055e-01,1.031444e-02
273,1.413480e-01,1.480610e-01,1.029870e-02
274,1.418159e-01,1.480322e-01,1.030153e-02
275,1.417084e-01,1.479676e-01,1.030002e-02
276,1.419502e-01,1.479300e-01,1.028960e-02
277,1.422425e-01,1.479265e-01,1.027439e-02
278,1.419584e-01,1.478975e-01,1.024239e-02
279,1.420480e-01,1.478712e-01,1.030219e-02
280,1.418676e-01,1.478417e-01,1.027729e-02
281,1.425607e-01,1.477828e-01,1.027918e-02
282,1.413617e-01,1.477780e-01,1.025299e-02
283,1.406035e-01,1.477632e-01,1.027206e-02
284,1.414123e-01,1.477180e-01,1.024944e-02
285,1.418712e-01,1.477065e-01,1.024069e-02
286,1.411126e-01,1.476554e-01,1.023435e-02
287,1.420390e-01,1.476398e-01,1.021793e-02
288,1.407996e-01,1.476391e-01,1.024206e-02
289,1.412103e-01,1.476155e-01,1.024565e-02
290,1.416996e-01,1.476505e-01,1.021680e-02
291,1.419783e-01,1.475877e-01,1.021335e-02
292,1.404760e-01,1.475488e-01,1.023874e-02
293,1.413184e-01,1.475343e-01,1.024152e-02
294,1.408497e-01,1.475355e-01,1.019536e-02
295,1.414727e-01,1.475020e-01,1.020196e-02
296,1.414596e-01,1.474712e-01,1.020916e-02
297,1.416133e-01,1.475035e-01,1.021779e-02
298,1.420618e-01,1.474390e-01,1.022210e-02
299,6.635237e-02,6.769432e-02,3.448218e-03
300,6.007464e-02,6.230723e-02,3.108544e-03
301,5.638926e-02,6.018734e-02,2.813215e-03
302,5.434219e-02,5.920433e-02,2.719298e-03
303,5.385762e-02,5.841566e-02,2.621645e-03
304,5.358889e-02,5.788039e-02,2.544699e-03
305,5.210879e-02,5.743201e-02,2.495267e-03
306,5.212002e-02,5.702555e-02,2.462983e-03
307,5.107445e-02,5.660433e-02,2.458958e-03
308,5.062070e-02,5.628886e-02,2.443735e-03
309,5.063270e-02,5.627488e-02,2.427664e-03
310,5.020687e-02,5.582479e-02,2.425911e-03
311,5.023733e-02,5.561797e-02,2.406938e-03
312,5.020439e-02,5.540959e-02,2.400660e-03
313,5.007803e-02,5.528266e-02,2.394429e-03
314,4.951171e-02,5.508928e-02,2.375865e-03
315,4.954466e-02,5.495878e-02,2.369168e-03
316,4.931804e-02,5.487473e-02,2.370912e-03
317,4.895035e-02,5.470192e-02,2.363009e-03
318,4.948875e-02,5.466067e-02,2.358251e-03
319,4.884278e-02,5.468203e-02,2.356272e-03
320,4.854202e-02,5.437173e-02,2.335432e-03
321,4.801396e-02,5.426890e-02,2.335497e-03
322,4.880497e-02,5.421690e-02,2.311570e-03
323,4.835885e-02,5.414239e-02,2.310026e-03
324,4.819786e-02,5.406704e-02,2.314568e-03
325,4.878673e-02,5.391913e-02,2.304174e-03
326,4.859638e-02,5.388178e-02,2.300424e-03
327,4.842674e-02,5.369706e-02,2.307747e-03
328,4.897194e-02,5.371223e-02,2.289981e-03
329,4.796355e-02,5.370958e-02,2.298447e-03
330,4.784572e-02,5.353235e-02,2.287947e-03
331,4.864970e-02,5.347954e-02,2.286302e-03
332,4.780631e-02,5.341316e-02,2.276571e-03
333,4.792404e-02,5.329346e-02,2.279296e-03
334,4.775160e-02,5.345483e-02,2.285667e-03
335,4.750049e-02,5.324073e-02,2.267716e-03
336,4.807953e-02,5.318682e-02,2.262582e-03
337,4.745472e-02,5.308842e-02,2.257180e-03
338,4.737215e-02,5.316496e-02,2.260861e-03
339,4.782926e-02,5.308810e-02,2.245811e-03
340,4.729495e-02,5.309400e-02,2.249750e-03
341,4.748933e-02,5.298535e-02,2.250406e-03
342,4.746551e-02,5.291076e-02,2.247524e-03
343,4.832660e-02,5.285061e-02,2.238182e-03
344,4.696983e-02,5.281322e-02,2.242278e-03
345,4.661930e-02,5.286110e-02,2.243695e-03
346,4.702152e-02,5.284881e-02,2.233562e-03
347,4.730748e-02,5.271547e-02,2.245119e-03
348,4.742071e-02,5.267863e-02,2.237034e-03
349,4.721632e-02,5.292405e-02,2.234611e-03
350,4.738293e-02,5.261663e-02,2.239032e-03
351,4.759210e-02,5.256346e-02,2.233275e-03
352,4.697344e-02,5.250956e-02,2.235082e-03
353,4.685079e-02,5.275097e-02,2.229736e-03
354,4.692404e-02,5.251547e-02,2.224115e-03
355,4.676471e-02,5.244473e-02,2.231206e-03
356,4.670153e-02,5.244998e-02,2.217549e-03
357,4.660173e-02,5.250177e-02,2.230838e-03
358,4.688713e-02,5.234324e-02,2.233677e-03
359,4.652465e-02,5.241353e-02,2.219132e-03
360,4.681622e-02,5.233162e-02,2.221203e-03
361,4.657135e-02,5.227833e-02,2.223416e-03
362,4.704589e-02,5.228218e-02,2.219478e-03
363,4.685124e-02,5.231551e-02,2.227502e-03
364,4.638391e-02,5.237249e-02,2.216450e-03
365,4.648720e-02,5.225499e-02,2.216647e-03
366,4.701754e-02,5.220767e-02,2.212846e-03
367,4.660483e-02,5.218327e-02,2.217543e-03
368,4.663269e-02,5.216890e-02,2.210806e-03
369,4.656350e-02,5.215809e-02,2.213192e-03
370,4.617272e-02,5.212044e-02,2.219369e-03
371,4.670662e-02,5.209890e-02,2.223667e-03
372,4.681513e-02,5.214614e-02,2.209814e-03
373,4.619473e-02,5.206166e-02,2.206640e-03
374,4.636552e-02,5.203730e-02,2.209078e-03
375,4.716902e-02,5.202502e-02,2.222417e-03
376,4.619935e-02,5.197963e-02,2.220832e-03
377,4.624752e-02,5.198460e-02,2.213104e-03
378,4.671823e-02,5.199188e-02,2.213290e-03
379,4.674095e-02,5.197494e-02,2.215762e-03
380,4.630945e-02,5.194486e-02,2.212791e-03
381,4.651653e-02,5.196456e-02,2.212399e-03
382,4.697642e-02,5.190898e-02,2.215326e-03
383,4.661696e-02,5.191128e-02,2.221207e-03
384,4.640670e-02,5.190400e-02,2.214891e-03
385,4.616296e-02,5.187861e-02,2.202357e-03
386,4.585113e-02,5.182663e-02,2.212001e-03
387,4.614272e-02,5.183988e-02,2.211088e-03
388,4.594504e-02,5.180325e-02,2.211563e-03
389,4.596173e-02,5.179639e-02,2.205325e-03
390,4.600187e-02,5.178330e-02,2.209771e-03
391,4.661192e-02,5.177578e-02,2.204803e-03
392,4.587832e-02,5.175919e-02,2.211584e-03
393,4.675043e-02,5.174477e-02,2.210591e-03
394,4.625751e-02,5.173442e-02,2.214799e-03
395,4.673095e-02,5.172488e-02,2.207795e-03
396,4.672345e-02,5.176583e-02,2.210468e-03
397,4.614973e-02,5.173502e-02,2.217479e-03
398,4.602278e-02,5.177839e-02,2.206460e-03
399,4.613219e-02,5.169376e-02,2.209645e-03
400,4.618155e-02,5.168441e-02,2.205073e-03
401,4.584945e-02,5.173251e-02,2.209211e-03
402,4.714412e-02,5.164304e-02,2.211715e-03
403,4.650881e-02,5.165347e-02,2.211300e-03
404,4.557289e-02,5.163433e-02,2.208413e-03
405,4.543695e-02,5.164462e-02,2.201912e-03
406,4.640113e-02,5.160524e-02,2.208574e-03
407,4.588512e-02,5.159713e-02,2.209799e-03
408,4.634825e-02,5.162730e-02,2.213616e-03
409,4.658961e-02,5.157379e-02,2.208625e-03
410,4.652080e-02,5.155881e-02,2.208374e-03
411,4.561423e-02,5.158538e-02,2.202110e-03
412,4.588733e-02,5.154993e-02,2.207698e-03
413,4.612597e-02,5.153261e-02,2.209071e-03
414,4.573906e-02,5.152578e-02,2.206977e-03
415,4.636358e-02,5.157757e-02,2.202549e-03
416,4.633246e-02,5.154923e-02,2.206574e-03
