0.000000 0.000000
0.000000 1.000000

0.102492 0.000000
0.102492 1.000000

0.184793 0.000000
0.184793 1.000000

0.256004 0.000000
0.256004 1.000000

0.323179 0.000000
0.323179 1.000000

0.388311 0.000000
0.388311 1.000000

0.439714 0.000000
0.439714 1.000000

0.478413 0.000000
0.478413 1.000000

0.516380 0.000000
0.516380 1.000000

0.559520 0.000000
0.559520 1.000000

0.610013 0.000000
0.610013 1.000000

0.667268 0.000000
0.667268 1.000000

0.729307 0.000000
0.729307 1.000000

0.794315 0.000000
0.794315 1.000000

0.861251 0.000000
0.861251 1.000000

0.929776 0.000000
0.929776 1.000000

1.000000 0.000000
1.000000 1.000000

0.000000 0.000000
1.000000 0.000000

0.000000 0.100569
1.000000 0.100569

0.000000 0.184594
1.000000 0.184594

0.000000 0.259026
1.000000 0.259026

0.000000 0.329445
1.000000 0.329445

0.000000 0.394991
1.000000 0.394991

0.000000 0.446630
1.000000 0.446630

0.000000 0.484916
1.000000 0.484916

0.000000 0.520445
1.000000 0.520445

0.000000 0.561152
1.000000 0.561152

0.000000 0.610415
1.000000 0.610415

0.000000 0.667461
1.000000 0.667461

0.000000 0.729668
1.000000 0.729668

0.000000 0.794818
1.000000 0.794818

0.000000 0.861746
1.000000 0.861746

0.000000 0.930101
1.000000 0.930101

0.000000 1.000000
1.000000 1.000000

