0.000000 0.000000
0.000000 1.000000

0.104940 0.000000
0.104940 1.000000

0.193962 0.000000
0.193962 1.000000

0.269631 0.000000
0.269631 1.000000

0.331713 0.000000
0.331713 1.000000

0.382115 0.000000
0.382115 1.000000

0.426077 0.000000
0.426077 1.000000

0.469657 0.000000
0.469657 1.000000

0.515462 0.000000
0.515462 1.000000

0.560317 0.000000
0.560317 1.000000

0.602559 0.000000
0.602559 1.000000

0.647854 0.000000
0.647854 1.000000

0.704022 0.000000
0.704022 1.000000

0.771835 0.000000
0.771835 1.000000

0.845959 0.000000
0.845959 1.000000

0.922455 0.000000
0.922455 1.000000

1.000000 0.000000
1.000000 1.000000

0.000000 0.000000
1.000000 0.000000

0.000000 0.106994
1.000000 0.106994

0.000000 0.198788
1.000000 0.198788

0.000000 0.274966
1.000000 0.274966

0.000000 0.336522
1.000000 0.336522

0.000000 0.386986
1.000000 0.386986

0.000000 0.430957
1.000000 0.430957

0.000000 0.472209
1.000000 0.472209

0.000000 0.513115
1.000000 0.513115

0.000000 0.555006
1.000000 0.555006

0.000000 0.599064
1.000000 0.599064

0.000000 0.647305
1.000000 0.647305

0.000000 0.702549
1.000000 0.702549

0.000000 0.766871
1.000000 0.766871

0.000000 0.839799
1.000000 0.839799

0.000000 0.918558
1.000000 0.918558

0.000000 1.000000
1.000000 1.000000

